method,spacing_cm,split,n_pair_residuals,median_ns,sigma68_ns,full_rms_ns,tail_frac_abs_gt5ns,core_sigma_ns,chi2_ndf,table,candidate,alpha,fold,n_features,feature,coefficient_ns_per_raw_unit,standardized_coefficient_ns,analytic_candidate,analytic_alpha,heldout_run,model,target_rmse_ns,variant,n_train_pulses,feature_policy,feature_set_sha256,max_iter,hidden,channels
,,,,,,,,,,,,0.1,0.0,,,,,,,63,ridge,2.2784126642686537,waveform_stave_onehot,,,,,,
,,,,,,,,,,,,0.1,1.0,,,,,,,63,ridge,1.9038672996813881,waveform_stave_onehot,,,,,,
,,,,,,,,,,,,0.1,2.0,,,,,,,63,ridge,2.0456845501915324,waveform_stave_onehot,,,,,,
,,,,,,,,,,,,0.1,-1.0,,,,,,,63,ridge,2.0759881713805246,waveform_stave_onehot,,,,,,
,,,,,,,,,,,,1.0,0.0,,,,,,,63,ridge,2.2783651761829145,waveform_stave_onehot,,,,,,
,,,,,,,,,,,,1.0,1.0,,,,,,,63,ridge,1.9035290026854765,waveform_stave_onehot,,,,,,
,,,,,,,,,,,,1.0,2.0,,,,,,,63,ridge,2.0454532115410555,waveform_stave_onehot,,,,,,
,,,,,,,,,,,,1.0,-1.0,,,,,,,63,ridge,2.0757824634698157,waveform_stave_onehot,,,,,,
,,,,,,,,,,,,10.0,0.0,,,,,,,63,ridge,2.278516036377465,waveform_stave_onehot,,,,,,
,,,,,,,,,,,,10.0,1.0,,,,,,,63,ridge,1.900942842118499,waveform_stave_onehot,,,,,,
,,,,,,,,,,,,10.0,2.0,,,,,,,63,ridge,2.0441237107060175,waveform_stave_onehot,,,,,,
,,,,,,,,,,,,10.0,-1.0,,,,,,,63,ridge,2.074527529733994,waveform_stave_onehot,,,,,,
,,,,,,,,,,,,100.0,0.0,,,,,,,63,ridge,2.2820297430628553,waveform_stave_onehot,,,,,,
,,,,,,,,,,,,100.0,1.0,,,,,,,63,ridge,1.8896945527740718,waveform_stave_onehot,,,,,,
,,,,,,,,,,,,100.0,2.0,,,,,,,63,ridge,2.039763727966637,waveform_stave_onehot,,,,,,
,,,,,,,,,,,,100.0,-1.0,,,,,,,63,ridge,2.0704960079345214,waveform_stave_onehot,,,,,,
,,,,,,,,,,,,0.01,0.0,,,,,,,63,ridge,2.8404657774597952,waveform_amp_shape,,,,,,
,,,,,,,,,,,,0.01,1.0,,,,,,,63,ridge,2.1422697424816524,waveform_amp_shape,,,,,,
,,,,,,,,,,,,0.01,2.0,,,,,,,63,ridge,2.323816945986988,waveform_amp_shape,,,,,,
,,,,,,,,,,,,0.01,-1.0,,,,,,,63,ridge,2.435517488642812,waveform_amp_shape,,,,,,
,,,,,,,,,,,,0.1,0.0,,,,,,,63,ridge,2.840193413007857,waveform_amp_shape,,,,,,
,,,,,,,,,,,,0.1,1.0,,,,,,,63,ridge,2.1426013456494792,waveform_amp_shape,,,,,,
,,,,,,,,,,,,0.1,2.0,,,,,,,63,ridge,2.3237715781435844,waveform_amp_shape,,,,,,
,,,,,,,,,,,,0.1,-1.0,,,,,,,63,ridge,2.4355221122669737,waveform_amp_shape,,,,,,
,,,,,,,,,,,,1.0,0.0,,,,,,,63,ridge,2.8397945967324936,waveform_amp_shape,,,,,,
,,,,,,,,,,,,1.0,1.0,,,,,,,63,ridge,2.144179522048214,waveform_amp_shape,,,,,,
,,,,,,,,,,,,1.0,2.0,,,,,,,63,ridge,2.324282577140354,waveform_amp_shape,,,,,,
,,,,,,,,,,,,1.0,-1.0,,,,,,,63,ridge,2.4360855653070206,waveform_amp_shape,,,,,,
,,,,,,,,,,,,10.0,0.0,,,,,,,63,ridge,2.8415616178475633,waveform_amp_shape,,,,,,
,,,,,,,,,,,,10.0,1.0,,,,,,,63,ridge,2.1465556660511087,waveform_amp_shape,,,,,,
,,,,,,,,,,,,10.0,2.0,,,,,,,63,ridge,2.3232753013496468,waveform_amp_shape,,,,,,
,,,,,,,,,,,,10.0,-1.0,,,,,,,63,ridge,2.4371308617494396,waveform_amp_shape,,,,,,
,,,,,,,,,,,,100.0,0.0,,,,,,,63,ridge,2.85853903861107,waveform_amp_shape,,,,,,
,,,,,,,,,,,,100.0,1.0,,,,,,,63,ridge,2.148859426381188,waveform_amp_shape,,,,,,
,,,,,,,,,,,,100.0,2.0,,,,,,,63,ridge,2.3168163206880354,waveform_amp_shape,,,,,,
,,,,,,,,,,,,100.0,-1.0,,,,,,,63,ridge,2.441404928560098,waveform_amp_shape,,,,,,
,,,,,,,,,,,,0.01,0.0,,,,,,,63,ridge,2.4167555620880656,waveform_amp_shape_stave,,,,,,
,,,,,,,,,,,,0.01,1.0,,,,,,,63,ridge,1.8605944412923814,waveform_amp_shape_stave,,,,,,
,,,,,,,,,,,,0.01,2.0,,,,,,,63,ridge,2.0284781390779494,waveform_amp_shape_stave,,,,,,
,,,,,,,,,,,,0.01,-1.0,,,,,,,63,ridge,2.101942714152799,waveform_amp_shape_stave,,,,,,
,,,,,,,,,,,,0.1,0.0,,,,,,,63,ridge,2.4168526049922963,waveform_amp_shape_stave,,,,,,
,,,,,,,,,,,,0.1,1.0,,,,,,,63,ridge,1.861196716600691,waveform_amp_shape_stave,,,,,,
,,,,,,,,,,,,0.1,2.0,,,,,,,63,ridge,2.0272309619186335,waveform_amp_shape_stave,,,,,,
,,,,,,,,,,,,0.1,-1.0,,,,,,,63,ridge,2.1017600945038737,waveform_amp_shape_stave,,,,,,
,,,,,,,,,,,,1.0,0.0,,,,,,,63,ridge,2.4179722595063815,waveform_amp_shape_stave,,,,,,
,,,,,,,,,,,,1.0,1.0,,,,,,,63,ridge,1.8646786280025371,waveform_amp_shape_stave,,,,,,
,,,,,,,,,,,,1.0,2.0,,,,,,,63,ridge,2.0274183926505214,waveform_amp_shape_stave,,,,,,
,,,,,,,,,,,,1.0,-1.0,,,,,,,63,ridge,2.103356426719813,waveform_amp_shape_stave,,,,,,
,,,,,,,,,,,,10.0,0.0,,,,,,,63,ridge,2.4185918880866937,waveform_amp_shape_stave,,,,,,
,,,,,,,,,,,,10.0,1.0,,,,,,,63,ridge,1.8661221409730693,waveform_amp_shape_stave,,,,,,
,,,,,,,,,,,,10.0,2.0,,,,,,,63,ridge,2.0286795470700643,waveform_amp_shape_stave,,,,,,
,,,,,,,,,,,,10.0,-1.0,,,,,,,63,ridge,2.104464525376609,waveform_amp_shape_stave,,,,,,
,,,,,,,,,,,,100.0,0.0,,,,,,,63,ridge,2.419543637485295,waveform_amp_shape_stave,,,,,,
,,,,,,,,,,,,100.0,1.0,,,,,,,63,ridge,1.8616501874357285,waveform_amp_shape_stave,,,,,,
,,,,,,,,,,,,100.0,2.0,,,,,,,63,ridge,2.026652564171472,waveform_amp_shape_stave,,,,,,
,,,,,,,,,,,,100.0,-1.0,,,,,,,63,ridge,2.102615463030832,waveform_amp_shape_stave,,,,,,
,,,,,,,,,,,,100.0,,19.0,,,,,,63,ridge,,waveform_only,10350.0,"18 normalized same-pulse waveform samples only; no run, event id, event order, stave id, amplitude scalar, other-stave time, or held-out target",1dd9aa193d718a970ca0a7dbc196ddd14b04ed1217a485a1ae278e70b475482e,,,
,,,,,,,,,,,,,,19.0,,,,,,63,hgb,,waveform_only,10350.0,"18 normalized same-pulse waveform samples only; no run, event id, event order, stave id, amplitude scalar, other-stave time, or held-out target",1dd9aa193d718a970ca0a7dbc196ddd14b04ed1217a485a1ae278e70b475482e,80.0,,
,,,,,,,,,,,,,,19.0,,,,,,63,mlp,,waveform_only,10350.0,"18 normalized same-pulse waveform samples only; no run, event id, event order, stave id, amplitude scalar, other-stave time, or held-out target",1dd9aa193d718a970ca0a7dbc196ddd14b04ed1217a485a1ae278e70b475482e,,32.0,
,,,,,,,,,,,,,,19.0,,,,,,63,cnn1d,,waveform_only,10350.0,"18 normalized same-pulse waveform samples only; no run, event id, event order, stave id, amplitude scalar, other-stave time, or held-out target",1dd9aa193d718a970ca0a7dbc196ddd14b04ed1217a485a1ae278e70b475482e,,,8.0
,,,,,,,,,,,,,,19.0,,,,,,63,feature_gated,,waveform_only,10350.0,"18 normalized same-pulse waveform samples only; no run, event id, event order, stave id, amplitude scalar, other-stave time, or held-out target",1dd9aa193d718a970ca0a7dbc196ddd14b04ed1217a485a1ae278e70b475482e,,24.0,
,,,,,,,,,,,,100.0,,21.0,,,,,,63,ridge,,waveform_stave_onehot,10350.0,"same as waveform_only, except explicit downstream stave one-hot is intentionally included",cbf03c9a9ad8c9f415612c044d28da4811f6dfbc37f300acd65a1bd92b884a17,,,
,,,,,,,,,,,,,,21.0,,,,,,63,hgb,,waveform_stave_onehot,10350.0,"same as waveform_only, except explicit downstream stave one-hot is intentionally included",cbf03c9a9ad8c9f415612c044d28da4811f6dfbc37f300acd65a1bd92b884a17,80.0,,
,,,,,,,,,,,,,,21.0,,,,,,63,mlp,,waveform_stave_onehot,10350.0,"same as waveform_only, except explicit downstream stave one-hot is intentionally included",cbf03c9a9ad8c9f415612c044d28da4811f6dfbc37f300acd65a1bd92b884a17,,32.0,
,,,,,,,,,,,,,,21.0,,,,,,63,cnn1d,,waveform_stave_onehot,10350.0,"same as waveform_only, except explicit downstream stave one-hot is intentionally included",cbf03c9a9ad8c9f415612c044d28da4811f6dfbc37f300acd65a1bd92b884a17,,,8.0
,,,,,,,,,,,,,,21.0,,,,,,63,feature_gated,,waveform_stave_onehot,10350.0,"same as waveform_only, except explicit downstream stave one-hot is intentionally included",cbf03c9a9ad8c9f415612c044d28da4811f6dfbc37f300acd65a1bd92b884a17,,24.0,
,,,,,,,,,,,,0.01,,29.0,,,,,,63,ridge,,waveform_amp_shape,10350.0,"same-pulse waveform plus amplitude and shape summaries; no run, event id, event order, stave id, other-stave time, or held-out target",4832d5f233dfabc3ec99b70743a809b087adb570d4691ed52d742efdd2ed9307,,,
,,,,,,,,,,,,,,29.0,,,,,,63,hgb,,waveform_amp_shape,10350.0,"same-pulse waveform plus amplitude and shape summaries; no run, event id, event order, stave id, other-stave time, or held-out target",4832d5f233dfabc3ec99b70743a809b087adb570d4691ed52d742efdd2ed9307,80.0,,
,,,,,,,,,,,,,,29.0,,,,,,63,mlp,,waveform_amp_shape,10350.0,"same-pulse waveform plus amplitude and shape summaries; no run, event id, event order, stave id, other-stave time, or held-out target",4832d5f233dfabc3ec99b70743a809b087adb570d4691ed52d742efdd2ed9307,,32.0,
,,,,,,,,,,,,,,29.0,,,,,,63,cnn1d,,waveform_amp_shape,10350.0,"same-pulse waveform plus amplitude and shape summaries; no run, event id, event order, stave id, other-stave time, or held-out target",4832d5f233dfabc3ec99b70743a809b087adb570d4691ed52d742efdd2ed9307,,,8.0
,,,,,,,,,,,,,,29.0,,,,,,63,feature_gated,,waveform_amp_shape,10350.0,"same-pulse waveform plus amplitude and shape summaries; no run, event id, event order, stave id, other-stave time, or held-out target",4832d5f233dfabc3ec99b70743a809b087adb570d4691ed52d742efdd2ed9307,,24.0,
,,,,,,,,,,,,0.1,,32.0,,,,,,63,ridge,,waveform_amp_shape_stave,10350.0,"same as waveform_amp_shape, except explicit downstream stave one-hot is intentionally included",1b446ae3182d6c963be58fa589ff72a164684e305eb741ee51fc5c1dec129573,,,
,,,,,,,,,,,,,,32.0,,,,,,63,hgb,,waveform_amp_shape_stave,10350.0,"same as waveform_amp_shape, except explicit downstream stave one-hot is intentionally included",1b446ae3182d6c963be58fa589ff72a164684e305eb741ee51fc5c1dec129573,80.0,,
,,,,,,,,,,,,,,32.0,,,,,,63,mlp,,waveform_amp_shape_stave,10350.0,"same as waveform_amp_shape, except explicit downstream stave one-hot is intentionally included",1b446ae3182d6c963be58fa589ff72a164684e305eb741ee51fc5c1dec129573,,32.0,
,,,,,,,,,,,,,,32.0,,,,,,63,cnn1d,,waveform_amp_shape_stave,10350.0,"same as waveform_amp_shape, except explicit downstream stave one-hot is intentionally included",1b446ae3182d6c963be58fa589ff72a164684e305eb741ee51fc5c1dec129573,,,8.0
,,,,,,,,,,,,,,32.0,,,,,,63,feature_gated,,waveform_amp_shape_stave,10350.0,"same as waveform_amp_shape, except explicit downstream stave one-hot is intentionally included",1b446ae3182d6c963be58fa589ff72a164684e305eb741ee51fc5c1dec129573,,24.0,
,,,,,,,,,,,,100.0,,6.0,,,,,,63,ridge,,stave_offset_guardrail,10350.0,amplitude summaries plus downstream stave one-hot only; no waveform samples,0b2fb3f78a1c1466e239b9ff438196de716d2758fbfc201e009dd0b71ac38479,,,
,,,,,,,,,,,,,,6.0,,,,,,63,hgb,,stave_offset_guardrail,10350.0,amplitude summaries plus downstream stave one-hot only; no waveform samples,0b2fb3f78a1c1466e239b9ff438196de716d2758fbfc201e009dd0b71ac38479,80.0,,
le500,2.0,train,11262.0,-1.3356114401036336,4.1728426264554965,6.916718440520688,0.21248446101935714,218.7025520067009,1.3548904161779425,traditional_scan,,,,,,,,,,65,,,,,,,,,
le500,2.0,heldout,198.0,-2.0493670935837667,3.9726274193107756,4.010145019658937,0.20707070707070707,2.0979210883854167,0.8406468781894344,traditional_scan,,,,,,,,,,65,,,,,,,,,
cfd10,2.0,train,11262.0,-2.7079688275300775,3.2322543162531985,6.841240621584095,0.04519623512697567,273.6532294360862,21.424576538294964,traditional_scan,,,,,,,,,,65,,,,,,,,,
cfd10,2.0,heldout,198.0,-3.4451008565078567,3.0629045253402962,2.8649239922136607,0.03535353535353535,1.1495007250301263,1.5453931014483553,traditional_scan,,,,,,,,,,65,,,,,,,,,
cfd20,2.0,train,11262.0,-2.7866963126832403,3.1489177557334376,6.247918260868378,0.05753862546616942,361.29870828288836,17.30763822934271,traditional_scan,,,,,,,,,,65,,,,,,,,,
cfd20,2.0,heldout,198.0,-3.53533965096263,2.9933861916712807,2.7426839288126446,0.06565656565656566,1.080252995353314,0.9151422810042005,traditional_scan,,,,,,,,,,65,,,,,,,,,
cfd30,2.0,train,11262.0,-2.6830112627752634,3.248187916243043,6.328506642476719,0.09021488190374712,271.3869670900939,16.287136310699232,traditional_scan,,,,,,,,,,65,,,,,,,,,
cfd30,2.0,heldout,198.0,-3.303444011390951,2.988227268470215,2.7679334036667225,0.08080808080808081,1.2908880161954148,1.0905007353696827,traditional_scan,,,,,,,,,,65,,,,,,,,,
cfd40,2.0,train,11262.0,-2.448163958119716,3.4136074578117164,6.415150230528003,0.11489966258213462,248.6589576820768,11.404008852105385,traditional_scan,,,,,,,,,,65,,,,,,,,,
cfd40,2.0,heldout,198.0,-2.979142680863422,3.0263353811180798,2.923553927326153,0.09090909090909091,1.392925810942965,1.137858004022677,traditional_scan,,,,,,,,,,65,,,,,,,,,
cfd50,2.0,train,11262.0,-2.1280167011408437,3.5994037050294807,6.973273415571774,0.14544485881726157,171.37657259508964,7.385776523490411,traditional_scan,,,,,,,,,,65,,,,,,,,,
cfd50,2.0,heldout,198.0,-2.938161358114286,3.273311768824813,3.1056200609006472,0.12626262626262627,1.5463930561857002,1.1306562062080958,traditional_scan,,,,,,,,,,65,,,,,,,,,
template_phase,2.0,train,11262.0,-3.8304301157923035,2.777183911488386,3.3235671374540225,0.09802876931273309,1.318892550999361,138.15324583473227,traditional_scan,,,,,,,,,,65,,,,,,,,,
template_phase,2.0,heldout,198.0,-3.8304301157923035,2.889152765080617,2.576694889725475,0.050505050505050504,0.4426909975832632,3.2136307740985623,traditional_scan,,,,,,,,,,65,,,,,,,,,
of_1_9,2.0,train,11262.0,-3.273199167148686,3.422784090209985,3.840927486580187,0.15920795595808915,164.20242358035844,15.053679629337346,traditional_scan,,,,,,,,,,65,,,,,,,,,
of_1_9,2.0,heldout,198.0,-2.744638941322247,3.362250551988985,3.153961829364481,0.15151515151515152,2.507998112763741,1.5492591909660445,traditional_scan,,,,,,,,,,65,,,,,,,,,
of_2_10,2.0,train,11262.0,-3.4148927818938155,3.4627347908471675,3.8873967685811786,0.16524595986503285,135.12579428110186,14.321671899119309,traditional_scan,,,,,,,,,,65,,,,,,,,,
of_2_10,2.0,heldout,198.0,-2.844350996627089,3.5432740334312633,3.284118018890215,0.15151515151515152,0.700110842364047,1.3587431175245013,traditional_scan,,,,,,,,,,65,,,,,,,,,
of_3_11,2.0,train,11262.0,-3.5940102117290706,3.452368627838441,3.9000457657727643,0.16577872491564552,6.060366929639311,14.089696275899165,traditional_scan,,,,,,,,,,65,,,,,,,,,
of_3_11,2.0,heldout,198.0,-3.344046788509626,3.3185763785031255,2.9804589483669663,0.10101010101010101,1.5138929387842701,1.7723133456134406,traditional_scan,,,,,,,,,,65,,,,,,,,,
of_4_12,2.0,train,11262.0,-3.6263269010346626,3.377403361605647,4.043498254622855,0.16542354821523708,117.70399083434025,11.822806176248937,traditional_scan,,,,,,,,,,65,,,,,,,,,
of_4_12,2.0,heldout,198.0,-3.3770133539239104,2.8446568308503455,2.9097181473805436,0.08585858585858586,1.8265311161199884,1.6328331911937894,traditional_scan,,,,,,,,,,65,,,,,,,,,
,,,3018.0,,2.089286103560495,,,,,analytic_cv,amp_only,0.0,0.0,6.0,,,,,,65,,,,,,,,,
,,,3534.0,,1.3862054956961143,,,,,analytic_cv,amp_only,0.0,1.0,6.0,,,,,,65,,,,,,,,,
,,,4710.0,,1.3868082796168753,,,,,analytic_cv,amp_only,0.0,2.0,6.0,,,,,,65,,,,,,,,,
,,,0.0,,1.6207666262911615,,,,,analytic_cv,amp_only,0.0,-1.0,6.0,,,,,,65,,,,,,,,,
,,,3018.0,,2.0901150579694368,,,,,analytic_cv,amp_only,0.01,0.0,6.0,,,,,,65,,,,,,,,,
,,,3534.0,,1.3867568665053154,,,,,analytic_cv,amp_only,0.01,1.0,6.0,,,,,,65,,,,,,,,,
,,,4710.0,,1.3865982866871276,,,,,analytic_cv,amp_only,0.01,2.0,6.0,,,,,,65,,,,,,,,,
,,,0.0,,1.62115673705396,,,,,analytic_cv,amp_only,0.01,-1.0,6.0,,,,,,65,,,,,,,,,
,,,3018.0,,2.099493374005266,,,,,analytic_cv,amp_only,0.1,0.0,6.0,,,,,,65,,,,,,,,,
,,,3534.0,,1.3904375964576863,,,,,analytic_cv,amp_only,0.1,1.0,6.0,,,,,,65,,,,,,,,,
,,,4710.0,,1.3831895998205652,,,,,analytic_cv,amp_only,0.1,2.0,6.0,,,,,,65,,,,,,,,,
,,,0.0,,1.6243735234278391,,,,,analytic_cv,amp_only,0.1,-1.0,6.0,,,,,,65,,,,,,,,,
,,,3018.0,,2.08508183978908,,,,,analytic_cv,amp_only,1.0,0.0,6.0,,,,,,65,,,,,,,,,
,,,3534.0,,1.3971385127048899,,,,,analytic_cv,amp_only,1.0,1.0,6.0,,,,,,65,,,,,,,,,
,,,4710.0,,1.4457363253344258,,,,,analytic_cv,amp_only,1.0,2.0,6.0,,,,,,65,,,,,,,,,
,,,0.0,,1.6426522259427987,,,,,analytic_cv,amp_only,1.0,-1.0,6.0,,,,,,65,,,,,,,,,
,,,3018.0,,2.0943819077527817,,,,,analytic_cv,amp_only,10.0,0.0,6.0,,,,,,65,,,,,,,,,
,,,3534.0,,1.3862486838786658,,,,,analytic_cv,amp_only,10.0,1.0,6.0,,,,,,65,,,,,,,,,
,,,4710.0,,1.4588786354608059,,,,,analytic_cv,amp_only,10.0,2.0,6.0,,,,,,65,,,,,,,,,
,,,0.0,,1.646503075697418,,,,,analytic_cv,amp_only,10.0,-1.0,6.0,,,,,,65,,,,,,,,,
,,,3018.0,,2.0629554268616057,,,,,analytic_cv,amp_only,100.0,0.0,6.0,,,,,,65,,,,,,,,,
,,,3534.0,,1.3330035046979343,,,,,analytic_cv,amp_only,100.0,1.0,6.0,,,,,,65,,,,,,,,,
,,,4710.0,,1.415007211935843,,,,,analytic_cv,amp_only,100.0,2.0,6.0,,,,,,65,,,,,,,,,
,,,0.0,,1.6036553811651277,,,,,analytic_cv,amp_only,100.0,-1.0,6.0,,,,,,65,,,,,,,,,
,,,3018.0,,2.0525031562214493,,,,,analytic_cv,amp_rise_shape,0.0,0.0,14.0,,,,,,65,,,,,,,,,
,,,3534.0,,1.4060881401604317,,,,,analytic_cv,amp_rise_shape,0.0,1.0,14.0,,,,,,65,,,,,,,,,
,,,4710.0,,1.425086591531612,,,,,analytic_cv,amp_rise_shape,0.0,2.0,14.0,,,,,,65,,,,,,,,,
,,,0.0,,1.6278926293044975,,,,,analytic_cv,amp_rise_shape,0.0,-1.0,14.0,,,,,,65,,,,,,,,,
,,,3018.0,,2.0493928474999166,,,,,analytic_cv,amp_rise_shape,0.01,0.0,14.0,,,,,,65,,,,,,,,,
,,,3534.0,,1.4069856281281368,,,,,analytic_cv,amp_rise_shape,0.01,1.0,14.0,,,,,,65,,,,,,,,,
,,,4710.0,,1.4255226707432886,,,,,analytic_cv,amp_rise_shape,0.01,2.0,14.0,,,,,,65,,,,,,,,,
,,,0.0,,1.6273003821237806,,,,,analytic_cv,amp_rise_shape,0.01,-1.0,14.0,,,,,,65,,,,,,,,,
,,,3018.0,,2.0439710337037886,,,,,analytic_cv,amp_rise_shape,0.1,0.0,14.0,,,,,,65,,,,,,,,,
,,,3534.0,,1.4017303307974647,,,,,analytic_cv,amp_rise_shape,0.1,1.0,14.0,,,,,,65,,,,,,,,,
,,,4710.0,,1.4299196101569058,,,,,analytic_cv,amp_rise_shape,0.1,2.0,14.0,,,,,,65,,,,,,,,,
,,,0.0,,1.6252069915527196,,,,,analytic_cv,amp_rise_shape,0.1,-1.0,14.0,,,,,,65,,,,,,,,,
,,,3018.0,,2.0397377458035058,,,,,analytic_cv,amp_rise_shape,1.0,0.0,14.0,,,,,,65,,,,,,,,,
,,,3534.0,,1.406528126602622,,,,,analytic_cv,amp_rise_shape,1.0,1.0,14.0,,,,,,65,,,,,,,,,
,,,4710.0,,1.4489374604761096,,,,,analytic_cv,amp_rise_shape,1.0,2.0,14.0,,,,,,65,,,,,,,,,
,,,0.0,,1.6317344442940793,,,,,analytic_cv,amp_rise_shape,1.0,-1.0,14.0,,,,,,65,,,,,,,,,
,,,3018.0,,2.0339156641962224,,,,,analytic_cv,amp_rise_shape,10.0,0.0,14.0,,,,,,65,,,,,,,,,
,,,3534.0,,1.4130907539869073,,,,,analytic_cv,amp_rise_shape,10.0,1.0,14.0,,,,,,65,,,,,,,,,
,,,4710.0,,1.4696240318890652,,,,,analytic_cv,amp_rise_shape,10.0,2.0,14.0,,,,,,65,,,,,,,,,
,,,0.0,,1.6388768166907317,,,,,analytic_cv,amp_rise_shape,10.0,-1.0,14.0,,,,,,65,,,,,,,,,
,,,3018.0,,2.0233490282388593,,,,,analytic_cv,amp_rise_shape,100.0,0.0,14.0,,,,,,65,,,,,,,,,
,,,3534.0,,1.3821377200400486,,,,,analytic_cv,amp_rise_shape,100.0,1.0,14.0,,,,,,65,,,,,,,,,
,,,4710.0,,1.4467926200691121,,,,,analytic_cv,amp_rise_shape,100.0,2.0,14.0,,,,,,65,,,,,,,,,
,,,0.0,,1.6174264561160066,,,,,analytic_cv,amp_rise_shape,100.0,-1.0,14.0,,,,,,65,,,,,,,,,
,,,3018.0,,2.2031482683897132,,,,,analytic_cv,amp_rise_shape_by_stave,0.0,0.0,47.0,,,,,,65,,,,,,,,,
,,,3534.0,,1.480785974839865,,,,,analytic_cv,amp_rise_shape_by_stave,0.0,1.0,47.0,,,,,,65,,,,,,,,,
,,,4710.0,,1.5146222071957536,,,,,analytic_cv,amp_rise_shape_by_stave,0.0,2.0,47.0,,,,,,65,,,,,,,,,
,,,0.0,,1.7328521501417775,,,,,analytic_cv,amp_rise_shape_by_stave,0.0,-1.0,47.0,,,,,,65,,,,,,,,,
,,,3018.0,,2.2113564245402517,,,,,analytic_cv,amp_rise_shape_by_stave,0.01,0.0,47.0,,,,,,65,,,,,,,,,
,,,3534.0,,1.4860413700060389,,,,,analytic_cv,amp_rise_shape_by_stave,0.01,1.0,47.0,,,,,,65,,,,,,,,,
,,,4710.0,,1.5402855233865869,,,,,analytic_cv,amp_rise_shape_by_stave,0.01,2.0,47.0,,,,,,65,,,,,,,,,
,,,0.0,,1.745894439310959,,,,,analytic_cv,amp_rise_shape_by_stave,0.01,-1.0,47.0,,,,,,65,,,,,,,,,
,,,3018.0,,2.211284343590514,,,,,analytic_cv,amp_rise_shape_by_stave,0.1,0.0,47.0,,,,,,65,,,,,,,,,
,,,3534.0,,1.4903726813921996,,,,,analytic_cv,amp_rise_shape_by_stave,0.1,1.0,47.0,,,,,,65,,,,,,,,,
,,,4710.0,,1.5402076085789473,,,,,analytic_cv,amp_rise_shape_by_stave,0.1,2.0,47.0,,,,,,65,,,,,,,,,
,,,0.0,,1.7472882111872206,,,,,analytic_cv,amp_rise_shape_by_stave,0.1,-1.0,47.0,,,,,,65,,,,,,,,,
,,,3018.0,,2.202756121186838,,,,,analytic_cv,amp_rise_shape_by_stave,1.0,0.0,47.0,,,,,,65,,,,,,,,,
,,,3534.0,,1.4571130972263746,,,,,analytic_cv,amp_rise_shape_by_stave,1.0,1.0,47.0,,,,,,65,,,,,,,,,
,,,4710.0,,1.520028570326622,,,,,analytic_cv,amp_rise_shape_by_stave,1.0,2.0,47.0,,,,,,65,,,,,,,,,
,,,0.0,,1.7266325962466116,,,,,analytic_cv,amp_rise_shape_by_stave,1.0,-1.0,47.0,,,,,,65,,,,,,,,,
,,,3018.0,,2.1810638914558145,,,,,analytic_cv,amp_rise_shape_by_stave,10.0,0.0,47.0,,,,,,65,,,,,,,,,
,,,3534.0,,1.4481981465730909,,,,,analytic_cv,amp_rise_shape_by_stave,10.0,1.0,47.0,,,,,,65,,,,,,,,,
,,,4710.0,,1.5202495017176407,,,,,analytic_cv,amp_rise_shape_by_stave,10.0,2.0,47.0,,,,,,65,,,,,,,,,
,,,0.0,,1.7165038465821818,,,,,analytic_cv,amp_rise_shape_by_stave,10.0,-1.0,47.0,,,,,,65,,,,,,,,,
,,,3018.0,,2.1465804528036956,,,,,analytic_cv,amp_rise_shape_by_stave,100.0,0.0,47.0,,,,,,65,,,,,,,,,
,,,3534.0,,1.4513754881771217,,,,,analytic_cv,amp_rise_shape_by_stave,100.0,1.0,47.0,,,,,,65,,,,,,,,,
,,,4710.0,,1.535655700611709,,,,,analytic_cv,amp_rise_shape_by_stave,100.0,2.0,47.0,,,,,,65,,,,,,,,,
,,,0.0,,1.7112038805308423,,,,,analytic_cv,amp_rise_shape_by_stave,100.0,-1.0,47.0,,,,,,65,,,,,,,,,
,,,,,,,,,,analytic_coefficients,,,,,stave_B4,-4.222265920078846,-1.9903952427070473,,,65,,,,,,,,,
,,,,,,,,,,analytic_coefficients,,,,,stave_B6,2.4322058055318028,1.1465528122218696,,,65,,,,,,,,,
,,,,,,,,,,analytic_coefficients,,,,,log_amp,-2.6936814234877944,-0.8827035204578143,,,65,,,,,,,,,
,,,,,,,,,,analytic_coefficients,,,,,stave_B8,1.790060114547558,0.8438424304854197,,,65,,,,,,,,,
,,,,,,,,,,analytic_coefficients,,,,,inv_amp_1000,-4.99899047685335,-0.6906545750780206,,,65,,,,,,,,,
,,,,,,,,,,analytic_coefficients,,,,,inv_sqrt_amp_1000,-0.537107396550516,-0.055906852911550425,,,65,,,,,,,,,
,,,,,,,,,,analytic_choice,,,,,,,,amp_only,100.0,65,,,,,,,,,
,,,,,,,,,,,,0.01,0.0,,,,,,,65,ridge,2.8824481106628337,waveform_only,,,,,,
,,,,,,,,,,,,0.01,1.0,,,,,,,65,ridge,2.363477229248797,waveform_only,,,,,,
,,,,,,,,,,,,0.01,2.0,,,,,,,65,ridge,2.384334403199961,waveform_only,,,,,,
,,,,,,,,,,,,0.01,-1.0,,,,,,,65,ridge,2.543419914370531,waveform_only,,,,,,
,,,,,,,,,,,,0.1,0.0,,,,,,,65,ridge,2.882430069898817,waveform_only,,,,,,
,,,,,,,,,,,,0.1,1.0,,,,,,,65,ridge,2.3633700628650915,waveform_only,,,,,,
