method,spacing_cm,split,n_pair_residuals,median_ns,sigma68_ns,full_rms_ns,tail_frac_abs_gt5ns,core_sigma_ns,chi2_ndf,table,candidate,alpha,fold,n_features,feature,coefficient_ns_per_raw_unit,standardized_coefficient_ns,analytic_candidate,analytic_alpha,heldout_run,model,target_rmse_ns,variant,n_train_pulses,feature_policy,feature_set_sha256,max_iter,hidden,channels
,,,,,,,,,,,,100.0,,21.0,,,,,,59,ridge,,waveform_stave_onehot,9171.0,"same as waveform_only, except explicit downstream stave one-hot is intentionally included",cbf03c9a9ad8c9f415612c044d28da4811f6dfbc37f300acd65a1bd92b884a17,,,
,,,,,,,,,,,,,,21.0,,,,,,59,hgb,,waveform_stave_onehot,9171.0,"same as waveform_only, except explicit downstream stave one-hot is intentionally included",cbf03c9a9ad8c9f415612c044d28da4811f6dfbc37f300acd65a1bd92b884a17,80.0,,
,,,,,,,,,,,,,,21.0,,,,,,59,mlp,,waveform_stave_onehot,9171.0,"same as waveform_only, except explicit downstream stave one-hot is intentionally included",cbf03c9a9ad8c9f415612c044d28da4811f6dfbc37f300acd65a1bd92b884a17,,32.0,
,,,,,,,,,,,,,,21.0,,,,,,59,cnn1d,,waveform_stave_onehot,9171.0,"same as waveform_only, except explicit downstream stave one-hot is intentionally included",cbf03c9a9ad8c9f415612c044d28da4811f6dfbc37f300acd65a1bd92b884a17,,,8.0
,,,,,,,,,,,,,,21.0,,,,,,59,feature_gated,,waveform_stave_onehot,9171.0,"same as waveform_only, except explicit downstream stave one-hot is intentionally included",cbf03c9a9ad8c9f415612c044d28da4811f6dfbc37f300acd65a1bd92b884a17,,24.0,
,,,,,,,,,,,,10.0,,29.0,,,,,,59,ridge,,waveform_amp_shape,9171.0,"same-pulse waveform plus amplitude and shape summaries; no run, event id, event order, stave id, other-stave time, or held-out target",4832d5f233dfabc3ec99b70743a809b087adb570d4691ed52d742efdd2ed9307,,,
,,,,,,,,,,,,,,29.0,,,,,,59,hgb,,waveform_amp_shape,9171.0,"same-pulse waveform plus amplitude and shape summaries; no run, event id, event order, stave id, other-stave time, or held-out target",4832d5f233dfabc3ec99b70743a809b087adb570d4691ed52d742efdd2ed9307,80.0,,
,,,,,,,,,,,,,,29.0,,,,,,59,mlp,,waveform_amp_shape,9171.0,"same-pulse waveform plus amplitude and shape summaries; no run, event id, event order, stave id, other-stave time, or held-out target",4832d5f233dfabc3ec99b70743a809b087adb570d4691ed52d742efdd2ed9307,,32.0,
,,,,,,,,,,,,,,29.0,,,,,,59,cnn1d,,waveform_amp_shape,9171.0,"same-pulse waveform plus amplitude and shape summaries; no run, event id, event order, stave id, other-stave time, or held-out target",4832d5f233dfabc3ec99b70743a809b087adb570d4691ed52d742efdd2ed9307,,,8.0
,,,,,,,,,,,,,,29.0,,,,,,59,feature_gated,,waveform_amp_shape,9171.0,"same-pulse waveform plus amplitude and shape summaries; no run, event id, event order, stave id, other-stave time, or held-out target",4832d5f233dfabc3ec99b70743a809b087adb570d4691ed52d742efdd2ed9307,,24.0,
,,,,,,,,,,,,100.0,,32.0,,,,,,59,ridge,,waveform_amp_shape_stave,9171.0,"same as waveform_amp_shape, except explicit downstream stave one-hot is intentionally included",1b446ae3182d6c963be58fa589ff72a164684e305eb741ee51fc5c1dec129573,,,
,,,,,,,,,,,,,,32.0,,,,,,59,hgb,,waveform_amp_shape_stave,9171.0,"same as waveform_amp_shape, except explicit downstream stave one-hot is intentionally included",1b446ae3182d6c963be58fa589ff72a164684e305eb741ee51fc5c1dec129573,80.0,,
,,,,,,,,,,,,,,32.0,,,,,,59,mlp,,waveform_amp_shape_stave,9171.0,"same as waveform_amp_shape, except explicit downstream stave one-hot is intentionally included",1b446ae3182d6c963be58fa589ff72a164684e305eb741ee51fc5c1dec129573,,32.0,
,,,,,,,,,,,,,,32.0,,,,,,59,cnn1d,,waveform_amp_shape_stave,9171.0,"same as waveform_amp_shape, except explicit downstream stave one-hot is intentionally included",1b446ae3182d6c963be58fa589ff72a164684e305eb741ee51fc5c1dec129573,,,8.0
,,,,,,,,,,,,,,32.0,,,,,,59,feature_gated,,waveform_amp_shape_stave,9171.0,"same as waveform_amp_shape, except explicit downstream stave one-hot is intentionally included",1b446ae3182d6c963be58fa589ff72a164684e305eb741ee51fc5c1dec129573,,24.0,
,,,,,,,,,,,,100.0,,6.0,,,,,,59,ridge,,stave_offset_guardrail,9171.0,amplitude summaries plus downstream stave one-hot only; no waveform samples,0b2fb3f78a1c1466e239b9ff438196de716d2758fbfc201e009dd0b71ac38479,,,
,,,,,,,,,,,,,,6.0,,,,,,59,hgb,,stave_offset_guardrail,9171.0,amplitude summaries plus downstream stave one-hot only; no waveform samples,0b2fb3f78a1c1466e239b9ff438196de716d2758fbfc201e009dd0b71ac38479,80.0,,
le500,2.0,train,9036.0,-1.2347271120344985,4.2150031017980325,6.565521139230693,0.21602478972996902,218.1201389287571,1.3723161307116634,traditional_scan,,,,,,,,,,60,,,,,,,,,
le500,2.0,heldout,2424.0,-1.752144972076458,3.983702456246327,7.9065441157033645,0.19884488448844884,208.70361570446178,1.1228800684844102,traditional_scan,,,,,,,,,,60,,,,,,,,,
cfd10,2.0,train,9036.0,-2.6824731798059283,3.2405893821848135,6.589843979310098,0.04659141212926073,264.55739847426753,17.611917664492708,traditional_scan,,,,,,,,,,60,,,,,,,,,
cfd10,2.0,heldout,2424.0,-2.8467103131570575,3.2085017307935164,7.495046830248049,0.04372937293729373,287.4678521464896,5.789632774698061,traditional_scan,,,,,,,,,,60,,,,,,,,,
cfd20,2.0,train,9036.0,-2.7940363497892413,3.148561278661922,5.886958944878372,0.05754758742806552,299.2380100153876,13.999474512531261,traditional_scan,,,,,,,,,,60,,,,,,,,,
cfd20,2.0,heldout,2424.0,-2.8184186273716314,3.138618995026782,7.2620101671075705,0.0594059405940594,304.07450481318807,4.948351630043332,traditional_scan,,,,,,,,,,60,,,,,,,,,
cfd30,2.0,train,9036.0,-2.680626271895097,3.239425484498436,5.965273586414804,0.08897742363877822,277.2298911009398,12.845932228524331,traditional_scan,,,,,,,,,,60,,,,,,,,,
cfd30,2.0,heldout,2424.0,-2.783180425804723,3.2877541313475347,7.346525599999202,0.09570957095709572,280.50129998719297,4.674486946598311,traditional_scan,,,,,,,,,,60,,,,,,,,,
cfd40,2.0,train,9036.0,-2.444576289014332,3.402959166194231,6.046047433709117,0.11310314298362108,211.55871797716773,9.385540103867962,traditional_scan,,,,,,,,,,60,,,,,,,,,
cfd40,2.0,heldout,2424.0,-2.5408963229593837,3.4424995774391984,7.450630765263077,0.12334983498349834,200.30484481274667,3.570651349280473,traditional_scan,,,,,,,,,,60,,,,,,,,,
cfd50,2.0,train,9036.0,-2.074400412990336,3.594408256000615,6.691654536198972,0.1397742363877822,186.59163115049057,6.2255072485749405,traditional_scan,,,,,,,,,,60,,,,,,,,,
cfd50,2.0,heldout,2424.0,-2.304352394268168,3.604317660973906,7.7198444874179595,0.1613036303630363,1.4651658658934192,2.555363053698972,traditional_scan,,,,,,,,,,60,,,,,,,,,
template_phase,2.0,train,9036.0,-3.327857976325543,2.6639289881627697,3.2848153176790413,0.06341301460823373,1.2210323094281843,194.87290305090895,traditional_scan,,,,,,,,,,60,,,,,,,,,
template_phase,2.0,heldout,2424.0,-3.7331089522876297,2.6639289881627697,3.2789954013216214,0.09447194719471948,0.7984457947654724,53.718953001264204,traditional_scan,,,,,,,,,,60,,,,,,,,,
of_1_9,2.0,train,9036.0,-3.0183501008994824,3.363401479383354,3.800538872345413,0.15183709606020362,138.105062111993,9.715207377417215,traditional_scan,,,,,,,,,,60,,,,,,,,,
of_1_9,2.0,heldout,2424.0,-3.392567415104409,3.414239973412691,3.9097235901388014,0.17615511551155116,8.46473143686993,3.845271964726242,traditional_scan,,,,,,,,,,60,,,,,,,,,
of_2_10,2.0,train,9036.0,-3.179488046307629,3.4070277222010485,3.847254614750194,0.15925188136343515,10.23890328036268,9.970154571005073,traditional_scan,,,,,,,,,,60,,,,,,,,,
of_2_10,2.0,heldout,2424.0,-3.5441632833666574,3.459504262156601,3.927119663734471,0.18523102310231024,5.179806332675749,3.7111640812070283,traditional_scan,,,,,,,,,,60,,,,,,,,,
of_3_11,2.0,train,9036.0,-3.361824671223175,3.3642947079043055,3.875980128333779,0.15084108012394865,12.336774758374098,10.33246717811479,traditional_scan,,,,,,,,,,60,,,,,,,,,
of_3_11,2.0,heldout,2424.0,-3.67430845782318,3.536462547531122,3.92102746424851,0.17037953795379537,1.2296613321471612,2.8136419990161574,traditional_scan,,,,,,,,,,60,,,,,,,,,
of_4_12,2.0,train,9036.0,-3.382851670592135,3.3038312310136972,4.028987158180606,0.15737051792828685,99.39963772976614,7.537142480882618,traditional_scan,,,,,,,,,,60,,,,,,,,,
of_4_12,2.0,heldout,2424.0,-3.6793758443736486,3.5255280967999556,4.080217741949705,0.18935643564356436,5.991435227775991,3.1923604047622467,traditional_scan,,,,,,,,,,60,,,,,,,,,
,,,2799.0,,2.091545204523262,,,,,analytic_cv,amp_only,0.0,0.0,6.0,,,,,,60,,,,,,,,,
,,,2838.0,,1.3251335649892086,,,,,analytic_cv,amp_only,0.0,1.0,6.0,,,,,,60,,,,,,,,,
,,,3399.0,,1.3640696444962463,,,,,analytic_cv,amp_only,0.0,2.0,6.0,,,,,,60,,,,,,,,,
,,,0.0,,1.5935828046695724,,,,,analytic_cv,amp_only,0.0,-1.0,6.0,,,,,,60,,,,,,,,,
,,,2799.0,,2.0916881270484726,,,,,analytic_cv,amp_only,0.01,0.0,6.0,,,,,,60,,,,,,,,,
,,,2838.0,,1.3248178910903077,,,,,analytic_cv,amp_only,0.01,1.0,6.0,,,,,,60,,,,,,,,,
,,,3399.0,,1.366222031430433,,,,,analytic_cv,amp_only,0.01,2.0,6.0,,,,,,60,,,,,,,,,
,,,0.0,,1.5942426831897378,,,,,analytic_cv,amp_only,0.01,-1.0,6.0,,,,,,60,,,,,,,,,
,,,2799.0,,2.0957227368716276,,,,,analytic_cv,amp_only,0.1,0.0,6.0,,,,,,60,,,,,,,,,
,,,2838.0,,1.324634530131757,,,,,analytic_cv,amp_only,0.1,1.0,6.0,,,,,,60,,,,,,,,,
,,,3399.0,,1.3739827076990951,,,,,analytic_cv,amp_only,0.1,2.0,6.0,,,,,,60,,,,,,,,,
,,,0.0,,1.5981133249008266,,,,,analytic_cv,amp_only,0.1,-1.0,6.0,,,,,,60,,,,,,,,,
,,,2799.0,,2.0992318496587488,,,,,analytic_cv,amp_only,1.0,0.0,6.0,,,,,,60,,,,,,,,,
,,,2838.0,,1.398629798765025,,,,,analytic_cv,amp_only,1.0,1.0,6.0,,,,,,60,,,,,,,,,
,,,3399.0,,1.3868133826123592,,,,,analytic_cv,amp_only,1.0,2.0,6.0,,,,,,60,,,,,,,,,
,,,0.0,,1.6282250103453777,,,,,analytic_cv,amp_only,1.0,-1.0,6.0,,,,,,60,,,,,,,,,
,,,2799.0,,2.098821915218444,,,,,analytic_cv,amp_only,10.0,0.0,6.0,,,,,,60,,,,,,,,,
,,,2838.0,,1.3996736322083763,,,,,analytic_cv,amp_only,10.0,1.0,6.0,,,,,,60,,,,,,,,,
,,,3399.0,,1.3882158760616123,,,,,analytic_cv,amp_only,10.0,2.0,6.0,,,,,,60,,,,,,,,,
,,,0.0,,1.6289038078294775,,,,,analytic_cv,amp_only,10.0,-1.0,6.0,,,,,,60,,,,,,,,,
,,,2799.0,,2.0828542318326826,,,,,analytic_cv,amp_only,100.0,0.0,6.0,,,,,,60,,,,,,,,,
,,,2838.0,,1.3318548624978486,,,,,analytic_cv,amp_only,100.0,1.0,6.0,,,,,,60,,,,,,,,,
,,,3399.0,,1.3083076177833302,,,,,analytic_cv,amp_only,100.0,2.0,6.0,,,,,,60,,,,,,,,,
,,,0.0,,1.5743389040379538,,,,,analytic_cv,amp_only,100.0,-1.0,6.0,,,,,,60,,,,,,,,,
,,,2799.0,,2.133907020434906,,,,,analytic_cv,amp_rise_shape,0.0,0.0,14.0,,,,,,60,,,,,,,,,
,,,2838.0,,1.4102656522746388,,,,,analytic_cv,amp_rise_shape,0.0,1.0,14.0,,,,,,60,,,,,,,,,
,,,3399.0,,1.3422512948104504,,,,,analytic_cv,amp_rise_shape,0.0,2.0,14.0,,,,,,60,,,,,,,,,
,,,0.0,,1.6288079891733318,,,,,analytic_cv,amp_rise_shape,0.0,-1.0,14.0,,,,,,60,,,,,,,,,
,,,2799.0,,2.133875139669377,,,,,analytic_cv,amp_rise_shape,0.01,0.0,14.0,,,,,,60,,,,,,,,,
,,,2838.0,,1.4092965325094327,,,,,analytic_cv,amp_rise_shape,0.01,1.0,14.0,,,,,,60,,,,,,,,,
,,,3399.0,,1.3438558438078507,,,,,analytic_cv,amp_rise_shape,0.01,2.0,14.0,,,,,,60,,,,,,,,,
,,,0.0,,1.6290091719955535,,,,,analytic_cv,amp_rise_shape,0.01,-1.0,14.0,,,,,,60,,,,,,,,,
,,,2799.0,,2.1342596615817033,,,,,analytic_cv,amp_rise_shape,0.1,0.0,14.0,,,,,,60,,,,,,,,,
,,,2838.0,,1.4051024267516923,,,,,analytic_cv,amp_rise_shape,0.1,1.0,14.0,,,,,,60,,,,,,,,,
,,,3399.0,,1.3488040125831913,,,,,analytic_cv,amp_rise_shape,0.1,2.0,14.0,,,,,,60,,,,,,,,,
,,,0.0,,1.629388700305529,,,,,analytic_cv,amp_rise_shape,0.1,-1.0,14.0,,,,,,60,,,,,,,,,
,,,2799.0,,2.1415786925535873,,,,,analytic_cv,amp_rise_shape,1.0,0.0,14.0,,,,,,60,,,,,,,,,
,,,2838.0,,1.4200498327051774,,,,,analytic_cv,amp_rise_shape,1.0,1.0,14.0,,,,,,60,,,,,,,,,
,,,3399.0,,1.3514099081684963,,,,,analytic_cv,amp_rise_shape,1.0,2.0,14.0,,,,,,60,,,,,,,,,
,,,0.0,,1.6376794778090868,,,,,analytic_cv,amp_rise_shape,1.0,-1.0,14.0,,,,,,60,,,,,,,,,
,,,2799.0,,2.1356691801686902,,,,,analytic_cv,amp_rise_shape,10.0,0.0,14.0,,,,,,60,,,,,,,,,
,,,2838.0,,1.4245792119244634,,,,,analytic_cv,amp_rise_shape,10.0,1.0,14.0,,,,,,60,,,,,,,,,
,,,3399.0,,1.356261225059706,,,,,analytic_cv,amp_rise_shape,10.0,2.0,14.0,,,,,,60,,,,,,,,,
,,,0.0,,1.6388365390509534,,,,,analytic_cv,amp_rise_shape,10.0,-1.0,14.0,,,,,,60,,,,,,,,,
,,,2799.0,,2.1018787226807687,,,,,analytic_cv,amp_rise_shape,100.0,0.0,14.0,,,,,,60,,,,,,,,,
,,,2838.0,,1.4021961695138274,,,,,analytic_cv,amp_rise_shape,100.0,1.0,14.0,,,,,,60,,,,,,,,,
,,,3399.0,,1.3326038227628145,,,,,analytic_cv,amp_rise_shape,100.0,2.0,14.0,,,,,,60,,,,,,,,,
,,,0.0,,1.6122262383191368,,,,,analytic_cv,amp_rise_shape,100.0,-1.0,14.0,,,,,,60,,,,,,,,,
,,,2799.0,,2.2386782598910835,,,,,analytic_cv,amp_rise_shape_by_stave,0.0,0.0,47.0,,,,,,60,,,,,,,,,
,,,2838.0,,1.5641935318243665,,,,,analytic_cv,amp_rise_shape_by_stave,0.0,1.0,47.0,,,,,,60,,,,,,,,,
,,,3399.0,,1.4367658226314686,,,,,analytic_cv,amp_rise_shape_by_stave,0.0,2.0,47.0,,,,,,60,,,,,,,,,
,,,0.0,,1.7465458714489728,,,,,analytic_cv,amp_rise_shape_by_stave,0.0,-1.0,47.0,,,,,,60,,,,,,,,,
,,,2799.0,,2.2359238250244826,,,,,analytic_cv,amp_rise_shape_by_stave,0.01,0.0,47.0,,,,,,60,,,,,,,,,
,,,2838.0,,1.5662093011458904,,,,,analytic_cv,amp_rise_shape_by_stave,0.01,1.0,47.0,,,,,,60,,,,,,,,,
,,,3399.0,,1.469331948129701,,,,,analytic_cv,amp_rise_shape_by_stave,0.01,2.0,47.0,,,,,,60,,,,,,,,,
,,,0.0,,1.7571550247666916,,,,,analytic_cv,amp_rise_shape_by_stave,0.01,-1.0,47.0,,,,,,60,,,,,,,,,
,,,2799.0,,2.229768354465978,,,,,analytic_cv,amp_rise_shape_by_stave,0.1,0.0,47.0,,,,,,60,,,,,,,,,
,,,2838.0,,1.57021558955551,,,,,analytic_cv,amp_rise_shape_by_stave,0.1,1.0,47.0,,,,,,60,,,,,,,,,
,,,3399.0,,1.4702812896090067,,,,,analytic_cv,amp_rise_shape_by_stave,0.1,2.0,47.0,,,,,,60,,,,,,,,,
,,,0.0,,1.7567550778768315,,,,,analytic_cv,amp_rise_shape_by_stave,0.1,-1.0,47.0,,,,,,60,,,,,,,,,
,,,2799.0,,2.2198121531474153,,,,,analytic_cv,amp_rise_shape_by_stave,1.0,0.0,47.0,,,,,,60,,,,,,,,,
,,,2838.0,,1.52783411864501,,,,,analytic_cv,amp_rise_shape_by_stave,1.0,1.0,47.0,,,,,,60,,,,,,,,,
,,,3399.0,,1.4327638249236654,,,,,analytic_cv,amp_rise_shape_by_stave,1.0,2.0,47.0,,,,,,60,,,,,,,,,
,,,0.0,,1.7268033655720305,,,,,analytic_cv,amp_rise_shape_by_stave,1.0,-1.0,47.0,,,,,,60,,,,,,,,,
,,,2799.0,,2.221193313542839,,,,,analytic_cv,amp_rise_shape_by_stave,10.0,0.0,47.0,,,,,,60,,,,,,,,,
,,,2838.0,,1.497848543551061,,,,,analytic_cv,amp_rise_shape_by_stave,10.0,1.0,47.0,,,,,,60,,,,,,,,,
,,,3399.0,,1.4236386517674018,,,,,analytic_cv,amp_rise_shape_by_stave,10.0,2.0,47.0,,,,,,60,,,,,,,,,
,,,0.0,,1.7142268362871007,,,,,analytic_cv,amp_rise_shape_by_stave,10.0,-1.0,47.0,,,,,,60,,,,,,,,,
,,,2799.0,,2.2094720670540844,,,,,analytic_cv,amp_rise_shape_by_stave,100.0,0.0,47.0,,,,,,60,,,,,,,,,
,,,2838.0,,1.4865928980742509,,,,,analytic_cv,amp_rise_shape_by_stave,100.0,1.0,47.0,,,,,,60,,,,,,,,,
,,,3399.0,,1.4345653813605623,,,,,analytic_cv,amp_rise_shape_by_stave,100.0,2.0,47.0,,,,,,60,,,,,,,,,
,,,0.0,,1.7102101154962994,,,,,analytic_cv,amp_rise_shape_by_stave,100.0,-1.0,47.0,,,,,,60,,,,,,,,,
,,,,,,,,,,analytic_coefficients,,,,,stave_B4,-3.985721945030783,-1.878887343503412,,,60,,,,,,,,,
,,,,,,,,,,analytic_coefficients,,,,,stave_B6,2.333411291437544,1.099980631648426,,,60,,,,,,,,,
,,,,,,,,,,analytic_coefficients,,,,,log_amp,-2.521937698787792,-0.8321018767945807,,,60,,,,,,,,,
,,,,,,,,,,analytic_coefficients,,,,,stave_B8,1.6523106535928271,0.778906711854792,,,60,,,,,,,,,
,,,,,,,,,,analytic_coefficients,,,,,inv_amp_1000,-4.808632931510304,-0.6815415901637447,,,60,,,,,,,,,
,,,,,,,,,,analytic_coefficients,,,,,inv_sqrt_amp_1000,-0.34044702491147116,-0.03602810563237946,,,60,,,,,,,,,
,,,,,,,,,,analytic_choice,,,,,,,,amp_only,100.0,60,,,,,,,,,
,,,,,,,,,,,,0.01,0.0,,,,,,,60,ridge,2.8236371571302388,waveform_only,,,,,,
,,,,,,,,,,,,0.01,1.0,,,,,,,60,ridge,2.359195688745076,waveform_only,,,,,,
,,,,,,,,,,,,0.01,2.0,,,,,,,60,ridge,2.3534023139269284,waveform_only,,,,,,
,,,,,,,,,,,,0.01,-1.0,,,,,,,60,ridge,2.5120783866007472,waveform_only,,,,,,
,,,,,,,,,,,,0.1,0.0,,,,,,,60,ridge,2.8236256862370026,waveform_only,,,,,,
,,,,,,,,,,,,0.1,1.0,,,,,,,60,ridge,2.3591552096649457,waveform_only,,,,,,
,,,,,,,,,,,,0.1,2.0,,,,,,,60,ridge,2.3532705360828943,waveform_only,,,,,,
,,,,,,,,,,,,0.1,-1.0,,,,,,,60,ridge,2.5120171439949477,waveform_only,,,,,,
,,,,,,,,,,,,1.0,0.0,,,,,,,60,ridge,2.8235476919876787,waveform_only,,,,,,
,,,,,,,,,,,,1.0,1.0,,,,,,,60,ridge,2.3587682181486067,waveform_only,,,,,,
,,,,,,,,,,,,1.0,2.0,,,,,,,60,ridge,2.3521481369539217,waveform_only,,,,,,
,,,,,,,,,,,,1.0,-1.0,,,,,,,60,ridge,2.511488015696736,waveform_only,,,,,,
,,,,,,,,,,,,10.0,0.0,,,,,,,60,ridge,2.8242402071490242,waveform_only,,,,,,
,,,,,,,,,,,,10.0,1.0,,,,,,,60,ridge,2.3555682810304455,waveform_only,,,,,,
,,,,,,,,,,,,10.0,2.0,,,,,,,60,ridge,2.3478285175383613,waveform_only,,,,,,
,,,,,,,,,,,,10.0,-1.0,,,,,,,60,ridge,2.509212335239277,waveform_only,,,,,,
,,,,,,,,,,,,100.0,0.0,,,,,,,60,ridge,2.8317709645448463,waveform_only,,,,,,
,,,,,,,,,,,,100.0,1.0,,,,,,,60,ridge,2.3418076472191367,waveform_only,,,,,,
,,,,,,,,,,,,100.0,2.0,,,,,,,60,ridge,2.341571902428615,waveform_only,,,,,,
,,,,,,,,,,,,100.0,-1.0,,,,,,,60,ridge,2.505050171397533,waveform_only,,,,,,
,,,,,,,,,,,,0.01,0.0,,,,,,,60,ridge,2.275144194445591,waveform_stave_onehot,,,,,,
,,,,,,,,,,,,0.01,1.0,,,,,,,60,ridge,2.0105545530519815,waveform_stave_onehot,,,,,,
,,,,,,,,,,,,0.01,2.0,,,,,,,60,ridge,2.09767187913721,waveform_stave_onehot,,,,,,
,,,,,,,,,,,,0.01,-1.0,,,,,,,60,ridge,2.127790208878261,waveform_stave_onehot,,,,,,
,,,,,,,,,,,,0.1,0.0,,,,,,,60,ridge,2.2751167330650035,waveform_stave_onehot,,,,,,
,,,,,,,,,,,,0.1,1.0,,,,,,,60,ridge,2.010564455536541,waveform_stave_onehot,,,,,,
,,,,,,,,,,,,0.1,2.0,,,,,,,60,ridge,2.0975856250775062,waveform_stave_onehot,,,,,,
,,,,,,,,,,,,0.1,-1.0,,,,,,,60,ridge,2.1277556045596833,waveform_stave_onehot,,,,,,
,,,,,,,,,,,,1.0,0.0,,,,,,,60,ridge,2.2748972442702247,waveform_stave_onehot,,,,,,
,,,,,,,,,,,,1.0,1.0,,,,,,,60,ridge,2.010658355305625,waveform_stave_onehot,,,,,,
,,,,,,,,,,,,1.0,2.0,,,,,,,60,ridge,2.0968243632898758,waveform_stave_onehot,,,,,,
,,,,,,,,,,,,1.0,-1.0,,,,,,,60,ridge,2.1274599876219082,waveform_stave_onehot,,,,,,
,,,,,,,,,,,,10.0,0.0,,,,,,,60,ridge,2.274867251882386,waveform_stave_onehot,,,,,,
,,,,,,,,,,,,10.0,1.0,,,,,,,60,ridge,2.0110511321274513,waveform_stave_onehot,,,,,,
,,,,,,,,,,,,10.0,2.0,,,,,,,60,ridge,2.0930556789722043,waveform_stave_onehot,,,,,,
,,,,,,,,,,,,10.0,-1.0,,,,,,,60,ridge,2.1263246876606807,waveform_stave_onehot,,,,,,
,,,,,,,,,,,,100.0,0.0,,,,,,,60,ridge,2.2806546101466427,waveform_stave_onehot,,,,,,
,,,,,,,,,,,,100.0,1.0,,,,,,,60,ridge,2.007492723742648,waveform_stave_onehot,,,,,,
,,,,,,,,,,,,100.0,2.0,,,,,,,60,ridge,2.0828191207139386,waveform_stave_onehot,,,,,,
,,,,,,,,,,,,100.0,-1.0,,,,,,,60,ridge,2.123655484867743,waveform_stave_onehot,,,,,,
,,,,,,,,,,,,0.01,0.0,,,,,,,60,ridge,2.8412069611616,waveform_amp_shape,,,,,,
,,,,,,,,,,,,0.01,1.0,,,,,,,60,ridge,2.2576928787605675,waveform_amp_shape,,,,,,
,,,,,,,,,,,,0.01,2.0,,,,,,,60,ridge,2.2759702736033742,waveform_amp_shape,,,,,,
,,,,,,,,,,,,0.01,-1.0,,,,,,,60,ridge,2.4582900378418473,waveform_amp_shape,,,,,,
,,,,,,,,,,,,0.1,0.0,,,,,,,60,ridge,2.8409195954104542,waveform_amp_shape,,,,,,
,,,,,,,,,,,,0.1,1.0,,,,,,,60,ridge,2.2564028461310914,waveform_amp_shape,,,,,,
,,,,,,,,,,,,0.1,2.0,,,,,,,60,ridge,2.2766389532362608,waveform_amp_shape,,,,,,
,,,,,,,,,,,,0.1,-1.0,,,,,,,60,ridge,2.4579871315926023,waveform_amp_shape,,,,,,
,,,,,,,,,,,,1.0,0.0,,,,,,,60,ridge,2.8405003439936207,waveform_amp_shape,,,,,,
,,,,,,,,,,,,1.0,1.0,,,,,,,60,ridge,2.2549852116176496,waveform_amp_shape,,,,,,
,,,,,,,,,,,,1.0,2.0,,,,,,,60,ridge,2.2790248456093467,waveform_amp_shape,,,,,,
,,,,,,,,,,,,1.0,-1.0,,,,,,,60,ridge,2.458170133740206,waveform_amp_shape,,,,,,
,,,,,,,,,,,,10.0,0.0,,,,,,,60,ridge,2.840746297015911,waveform_amp_shape,,,,,,
,,,,,,,,,,,,10.0,1.0,,,,,,,60,ridge,2.2536496191834146,waveform_amp_shape,,,,,,
,,,,,,,,,,,,10.0,2.0,,,,,,,60,ridge,2.2819560338393465,waveform_amp_shape,,,,,,
,,,,,,,,,,,,10.0,-1.0,,,,,,,60,ridge,2.458783983346224,waveform_amp_shape,,,,,,
,,,,,,,,,,,,100.0,0.0,,,,,,,60,ridge,2.855649918556516,waveform_amp_shape,,,,,,
,,,,,,,,,,,,100.0,1.0,,,,,,,60,ridge,2.2482796481513243,waveform_amp_shape,,,,,,
,,,,,,,,,,,,100.0,2.0,,,,,,,60,ridge,2.2785487938669027,waveform_amp_shape,,,,,,
,,,,,,,,,,,,100.0,-1.0,,,,,,,60,ridge,2.460826120191581,waveform_amp_shape,,,,,,
,,,,,,,,,,,,0.01,0.0,,,,,,,60,ridge,2.4473801631400214,waveform_amp_shape_stave,,,,,,
,,,,,,,,,,,,0.01,1.0,,,,,,,60,ridge,1.9745564185488562,waveform_amp_shape_stave,,,,,,
,,,,,,,,,,,,0.01,2.0,,,,,,,60,ridge,2.0532697745513517,waveform_amp_shape_stave,,,,,,
,,,,,,,,,,,,0.01,-1.0,,,,,,,60,ridge,2.158402118746743,waveform_amp_shape_stave,,,,,,
,,,,,,,,,,,,0.1,0.0,,,,,,,60,ridge,2.4476395484805358,waveform_amp_shape_stave,,,,,,
,,,,,,,,,,,,0.1,1.0,,,,,,,60,ridge,1.9715586472836129,waveform_amp_shape_stave,,,,,,
,,,,,,,,,,,,0.1,2.0,,,,,,,60,ridge,2.0542024318971612,waveform_amp_shape_stave,,,,,,
,,,,,,,,,,,,0.1,-1.0,,,,,,,60,ridge,2.1578002092204365,waveform_amp_shape_stave,,,,,,
,,,,,,,,,,,,1.0,0.0,,,,,,,60,ridge,2.44938947680848,waveform_amp_shape_stave,,,,,,
,,,,,,,,,,,,1.0,1.0,,,,,,,60,ridge,1.9694354901366857,waveform_amp_shape_stave,,,,,,
,,,,,,,,,,,,1.0,2.0,,,,,,,60,ridge,2.058271558184788,waveform_amp_shape_stave,,,,,,
,,,,,,,,,,,,1.0,-1.0,,,,,,,60,ridge,2.159032175043318,waveform_amp_shape_stave,,,,,,
,,,,,,,,,,,,10.0,0.0,,,,,,,60,ridge,2.449858300922342,waveform_amp_shape_stave,,,,,,
,,,,,,,,,,,,10.0,1.0,,,,,,,60,ridge,1.9716963921532007,waveform_amp_shape_stave,,,,,,
,,,,,,,,,,,,10.0,2.0,,,,,,,60,ridge,2.0595392181143266,waveform_amp_shape_stave,,,,,,
