feature,coefficient,method,base_method,drift_order,train_pulses,heldout_pulses,heldout_run,selector
B8_log_amp,-33.59699955012304,s02d_binned_timewalk_drift1,s02b_template,1,13206,270,58,dynamic_range
B8_log_amp2,30.900825078989335,s02d_binned_timewalk_drift1,s02b_template,1,13206,270,58,dynamic_range
B8_inv_amp,-1.716543426799243,s02d_binned_timewalk_drift1,s02b_template,1,13206,270,58,dynamic_range
B8_peak_sample,-1.045465312636553,s02d_binned_timewalk_drift1,s02b_template,1,13206,270,58,dynamic_range
B8_area_over_amp,-2.7869647847863535,s02d_binned_timewalk_drift1,s02b_template,1,13206,270,58,dynamic_range
B8_template_sse,-0.6889654301816017,s02d_binned_timewalk_drift1,s02b_template,1,13206,270,58,dynamic_range
B4_run_z1,0.012309802198693959,s02d_binned_timewalk_drift1,s02b_template,1,13206,270,58,dynamic_range
B6_run_z1,0.11093772478604728,s02d_binned_timewalk_drift1,s02b_template,1,13206,270,58,dynamic_range
B8_run_z1,0.13507918237502878,s02d_binned_timewalk_drift1,s02b_template,1,13206,270,58,dynamic_range
intercept,0.0,s02d_binned_timewalk_drift2,s02b_template,2,13206,270,58,dynamic_range
B4_intercept,32.60295061929073,s02d_binned_timewalk_drift2,s02b_template,2,13206,270,58,dynamic_range
B4_log_amp,-177.2141611168048,s02d_binned_timewalk_drift2,s02b_template,2,13206,270,58,dynamic_range
B4_log_amp2,90.78361416120664,s02d_binned_timewalk_drift2,s02b_template,2,13206,270,58,dynamic_range
B4_inv_amp,-8.196588375352082,s02d_binned_timewalk_drift2,s02b_template,2,13206,270,58,dynamic_range
B4_peak_sample,0.09855444963736704,s02d_binned_timewalk_drift2,s02b_template,2,13206,270,58,dynamic_range
B4_area_over_amp,-4.364033046849877,s02d_binned_timewalk_drift2,s02b_template,2,13206,270,58,dynamic_range
B4_template_sse,1.8333903494508714,s02d_binned_timewalk_drift2,s02b_template,2,13206,270,58,dynamic_range
B6_intercept,17.435795614756895,s02d_binned_timewalk_drift2,s02b_template,2,13206,270,58,dynamic_range
B6_log_amp,-175.11547382185856,s02d_binned_timewalk_drift2,s02b_template,2,13206,270,58,dynamic_range
B6_log_amp2,106.74968111589638,s02d_binned_timewalk_drift2,s02b_template,2,13206,270,58,dynamic_range
B6_inv_amp,-3.0628300024393376,s02d_binned_timewalk_drift2,s02b_template,2,13206,270,58,dynamic_range
B6_peak_sample,-2.285122425704432,s02d_binned_timewalk_drift2,s02b_template,2,13206,270,58,dynamic_range
B6_area_over_amp,-2.24897380112109,s02d_binned_timewalk_drift2,s02b_template,2,13206,270,58,dynamic_range
B6_template_sse,-0.2273696026450467,s02d_binned_timewalk_drift2,s02b_template,2,13206,270,58,dynamic_range
B8_intercept,-50.03874001972529,s02d_binned_timewalk_drift2,s02b_template,2,13206,270,58,dynamic_range
B8_log_amp,-36.06454440914716,s02d_binned_timewalk_drift2,s02b_template,2,13206,270,58,dynamic_range
B8_log_amp2,32.37468632307524,s02d_binned_timewalk_drift2,s02b_template,2,13206,270,58,dynamic_range
B8_inv_amp,-1.7093350548830046,s02d_binned_timewalk_drift2,s02b_template,2,13206,270,58,dynamic_range
B8_peak_sample,-1.0905620811513068,s02d_binned_timewalk_drift2,s02b_template,2,13206,270,58,dynamic_range
B8_area_over_amp,-2.7182915468975857,s02d_binned_timewalk_drift2,s02b_template,2,13206,270,58,dynamic_range
B8_template_sse,-0.6539837588990814,s02d_binned_timewalk_drift2,s02b_template,2,13206,270,58,dynamic_range
B4_run_z1,0.09893120425421485,s02d_binned_timewalk_drift2,s02b_template,2,13206,270,58,dynamic_range
B6_run_z1,0.17371823290727373,s02d_binned_timewalk_drift2,s02b_template,2,13206,270,58,dynamic_range
B8_run_z1,0.32980812193363823,s02d_binned_timewalk_drift2,s02b_template,2,13206,270,58,dynamic_range
B4_run_z2,0.20320034856822164,s02d_binned_timewalk_drift2,s02b_template,2,13206,270,58,dynamic_range
B6_run_z2,0.1473492403093902,s02d_binned_timewalk_drift2,s02b_template,2,13206,270,58,dynamic_range
B8_run_z2,0.46244114225924776,s02d_binned_timewalk_drift2,s02b_template,2,13206,270,58,dynamic_range
intercept,0.0,s02d_global_timewalk_drift0,template_phase,0,13206,270,58,dynamic_range
B4_intercept,10.564939452164397,s02d_global_timewalk_drift0,template_phase,0,13206,270,58,dynamic_range
B4_log_amp,-15.967469368178861,s02d_global_timewalk_drift0,template_phase,0,13206,270,58,dynamic_range
B4_log_amp2,8.415487323803909,s02d_global_timewalk_drift0,template_phase,0,13206,270,58,dynamic_range
B4_inv_amp,-1.8663960678896252,s02d_global_timewalk_drift0,template_phase,0,13206,270,58,dynamic_range
B4_peak_sample,0.5359940513297577,s02d_global_timewalk_drift0,template_phase,0,13206,270,58,dynamic_range
B4_area_over_amp,-1.3841548821619298,s02d_global_timewalk_drift0,template_phase,0,13206,270,58,dynamic_range
B4_template_sse,0.21527641226422647,s02d_global_timewalk_drift0,template_phase,0,13206,270,58,dynamic_range
B6_intercept,-21.481331286307512,s02d_global_timewalk_drift0,template_phase,0,13206,270,58,dynamic_range
B6_log_amp,53.14493065655244,s02d_global_timewalk_drift0,template_phase,0,13206,270,58,dynamic_range
B6_log_amp2,-26.188383952720102,s02d_global_timewalk_drift0,template_phase,0,13206,270,58,dynamic_range
B6_inv_amp,0.8507220584891378,s02d_global_timewalk_drift0,template_phase,0,13206,270,58,dynamic_range
B6_peak_sample,0.45547985732985374,s02d_global_timewalk_drift0,template_phase,0,13206,270,58,dynamic_range
B6_area_over_amp,-0.337427707403309,s02d_global_timewalk_drift0,template_phase,0,13206,270,58,dynamic_range
B6_template_sse,-0.5303118194183059,s02d_global_timewalk_drift0,template_phase,0,13206,270,58,dynamic_range
B8_intercept,10.916391242523463,s02d_global_timewalk_drift0,template_phase,0,13206,270,58,dynamic_range
B8_log_amp,-2.9066949329290854,s02d_global_timewalk_drift0,template_phase,0,13206,270,58,dynamic_range
B8_log_amp2,-2.375716883999744,s02d_global_timewalk_drift0,template_phase,0,13206,270,58,dynamic_range
B8_inv_amp,0.28980329249845826,s02d_global_timewalk_drift0,template_phase,0,13206,270,58,dynamic_range
B8_peak_sample,0.3429525496603676,s02d_global_timewalk_drift0,template_phase,0,13206,270,58,dynamic_range
B8_area_over_amp,0.9873414372947189,s02d_global_timewalk_drift0,template_phase,0,13206,270,58,dynamic_range
B8_template_sse,0.36688583578962614,s02d_global_timewalk_drift0,template_phase,0,13206,270,58,dynamic_range
intercept,0.0,s02d_global_timewalk_drift1,template_phase,1,13206,270,58,dynamic_range
B4_intercept,10.58201364078676,s02d_global_timewalk_drift1,template_phase,1,13206,270,58,dynamic_range
B4_log_amp,-16.12629851496228,s02d_global_timewalk_drift1,template_phase,1,13206,270,58,dynamic_range
B4_log_amp2,8.525396510561404,s02d_global_timewalk_drift1,template_phase,1,13206,270,58,dynamic_range
B4_inv_amp,-1.8723544835833223,s02d_global_timewalk_drift1,template_phase,1,13206,270,58,dynamic_range
B4_peak_sample,0.5288280314307511,s02d_global_timewalk_drift1,template_phase,1,13206,270,58,dynamic_range
B4_area_over_amp,-1.391373715945824,s02d_global_timewalk_drift1,template_phase,1,13206,270,58,dynamic_range
B4_template_sse,0.2131183396368807,s02d_global_timewalk_drift1,template_phase,1,13206,270,58,dynamic_range
B6_intercept,-21.518466228299953,s02d_global_timewalk_drift1,template_phase,1,13206,270,58,dynamic_range
B6_log_amp,53.10370168538223,s02d_global_timewalk_drift1,template_phase,1,13206,270,58,dynamic_range
B6_log_amp2,-26.175069611791088,s02d_global_timewalk_drift1,template_phase,1,13206,270,58,dynamic_range
B6_inv_amp,0.8507855269782757,s02d_global_timewalk_drift1,template_phase,1,13206,270,58,dynamic_range
B6_peak_sample,0.4569601980699151,s02d_global_timewalk_drift1,template_phase,1,13206,270,58,dynamic_range
B6_area_over_amp,-0.3352705743410665,s02d_global_timewalk_drift1,template_phase,1,13206,270,58,dynamic_range
B6_template_sse,-0.5288910823710882,s02d_global_timewalk_drift1,template_phase,1,13206,270,58,dynamic_range
B8_intercept,10.93645200567536,s02d_global_timewalk_drift1,template_phase,1,13206,270,58,dynamic_range
B8_log_amp,-3.0749290410778043,s02d_global_timewalk_drift1,template_phase,1,13206,270,58,dynamic_range
B8_log_amp2,-2.3029528457699313,s02d_global_timewalk_drift1,template_phase,1,13206,270,58,dynamic_range
B8_inv_amp,0.2780038263083776,s02d_global_timewalk_drift1,template_phase,1,13206,270,58,dynamic_range
B8_peak_sample,0.34639419826805956,s02d_global_timewalk_drift1,template_phase,1,13206,270,58,dynamic_range
B8_area_over_amp,0.9815052795923157,s02d_global_timewalk_drift1,template_phase,1,13206,270,58,dynamic_range
B8_template_sse,0.36941913461481274,s02d_global_timewalk_drift1,template_phase,1,13206,270,58,dynamic_range
B4_run_z1,0.04094313768230904,s02d_global_timewalk_drift1,template_phase,1,13206,270,58,dynamic_range
B6_run_z1,-0.013686425343757747,s02d_global_timewalk_drift1,template_phase,1,13206,270,58,dynamic_range
B8_run_z1,-0.04060411958109093,s02d_global_timewalk_drift1,template_phase,1,13206,270,58,dynamic_range
intercept,0.0,s02d_global_timewalk_drift2,template_phase,2,13206,270,58,dynamic_range
B4_intercept,10.291141869048548,s02d_global_timewalk_drift2,template_phase,2,13206,270,58,dynamic_range
B4_log_amp,-15.330046558138418,s02d_global_timewalk_drift2,template_phase,2,13206,270,58,dynamic_range
B4_log_amp2,8.018256589930331,s02d_global_timewalk_drift2,template_phase,2,13206,270,58,dynamic_range
B4_inv_amp,-1.8569910808341235,s02d_global_timewalk_drift2,template_phase,2,13206,270,58,dynamic_range
B4_peak_sample,0.5430779774077018,s02d_global_timewalk_drift2,template_phase,2,13206,270,58,dynamic_range
B4_area_over_amp,-1.3762327287028036,s02d_global_timewalk_drift2,template_phase,2,13206,270,58,dynamic_range
B4_template_sse,0.21526118249041826,s02d_global_timewalk_drift2,template_phase,2,13206,270,58,dynamic_range
B6_intercept,-21.30186758690957,s02d_global_timewalk_drift2,template_phase,2,13206,270,58,dynamic_range
B6_log_amp,52.47819409561104,s02d_global_timewalk_drift2,template_phase,2,13206,270,58,dynamic_range
B6_log_amp2,-25.806239956029835,s02d_global_timewalk_drift2,template_phase,2,13206,270,58,dynamic_range
B6_inv_amp,0.8391806240316939,s02d_global_timewalk_drift2,template_phase,2,13206,270,58,dynamic_range
B6_peak_sample,0.44931165093879827,s02d_global_timewalk_drift2,template_phase,2,13206,270,58,dynamic_range
B6_area_over_amp,-0.3416123191622588,s02d_global_timewalk_drift2,template_phase,2,13206,270,58,dynamic_range
B6_template_sse,-0.5276529107179725,s02d_global_timewalk_drift2,template_phase,2,13206,270,58,dynamic_range
B8_intercept,11.010725140580162,s02d_global_timewalk_drift2,template_phase,2,13206,270,58,dynamic_range
B8_log_amp,-3.384696607906855,s02d_global_timewalk_drift2,template_phase,2,13206,270,58,dynamic_range
B8_log_amp2,-2.1179189824833067,s02d_global_timewalk_drift2,template_phase,2,13206,270,58,dynamic_range
B8_inv_amp,0.2789118223531083,s02d_global_timewalk_drift2,template_phase,2,13206,270,58,dynamic_range
B8_peak_sample,0.3407303894720191,s02d_global_timewalk_drift2,template_phase,2,13206,270,58,dynamic_range
B8_area_over_amp,0.9901293319830758,s02d_global_timewalk_drift2,template_phase,2,13206,270,58,dynamic_range
B8_template_sse,0.3738110153918005,s02d_global_timewalk_drift2,template_phase,2,13206,270,58,dynamic_range
B4_run_z1,-0.012629721025362764,s02d_global_timewalk_drift2,template_phase,2,13206,270,58,dynamic_range
B6_run_z1,0.006978681368177226,s02d_global_timewalk_drift2,template_phase,2,13206,270,58,dynamic_range
B8_run_z1,-0.0161489990567098,s02d_global_timewalk_drift2,template_phase,2,13206,270,58,dynamic_range
B4_run_z2,-0.12567378175879604,s02d_global_timewalk_drift2,template_phase,2,13206,270,58,dynamic_range
B6_run_z2,0.04850205840787021,s02d_global_timewalk_drift2,template_phase,2,13206,270,58,dynamic_range
B8_run_z2,0.05807585464410828,s02d_global_timewalk_drift2,template_phase,2,13206,270,58,dynamic_range
intercept,0.0,s02d_binned_timewalk_drift0,s02b_template,0,10776,2700,59,dynamic_range
B4_intercept,35.679388785789264,s02d_binned_timewalk_drift0,s02b_template,0,10776,2700,59,dynamic_range
B4_log_amp,-203.61116834815428,s02d_binned_timewalk_drift0,s02b_template,0,10776,2700,59,dynamic_range
B4_log_amp2,103.74991761464021,s02d_binned_timewalk_drift0,s02b_template,0,10776,2700,59,dynamic_range
B4_inv_amp,-9.117073040383232,s02d_binned_timewalk_drift0,s02b_template,0,10776,2700,59,dynamic_range
B4_peak_sample,0.15996553366907368,s02d_binned_timewalk_drift0,s02b_template,0,10776,2700,59,dynamic_range
B4_area_over_amp,-4.450027386342973,s02d_binned_timewalk_drift0,s02b_template,0,10776,2700,59,dynamic_range
B4_template_sse,2.378568621163112,s02d_binned_timewalk_drift0,s02b_template,0,10776,2700,59,dynamic_range
B6_intercept,26.992149331089493,s02d_binned_timewalk_drift0,s02b_template,0,10776,2700,59,dynamic_range
B6_log_amp,-216.44586805811124,s02d_binned_timewalk_drift0,s02b_template,0,10776,2700,59,dynamic_range
B6_log_amp2,128.29585226146997,s02d_binned_timewalk_drift0,s02b_template,0,10776,2700,59,dynamic_range
B6_inv_amp,-3.609015237827994,s02d_binned_timewalk_drift0,s02b_template,0,10776,2700,59,dynamic_range
B6_peak_sample,-2.362699576970736,s02d_binned_timewalk_drift0,s02b_template,0,10776,2700,59,dynamic_range
B6_area_over_amp,-1.957600673098732,s02d_binned_timewalk_drift0,s02b_template,0,10776,2700,59,dynamic_range
B6_template_sse,0.1139130764027206,s02d_binned_timewalk_drift0,s02b_template,0,10776,2700,59,dynamic_range
B8_intercept,-62.671543412452316,s02d_binned_timewalk_drift0,s02b_template,0,10776,2700,59,dynamic_range
B8_log_amp,-30.358113118433682,s02d_binned_timewalk_drift0,s02b_template,0,10776,2700,59,dynamic_range
B8_log_amp2,28.780180986633194,s02d_binned_timewalk_drift0,s02b_template,0,10776,2700,59,dynamic_range
B8_inv_amp,-2.005605263292606,s02d_binned_timewalk_drift0,s02b_template,0,10776,2700,59,dynamic_range
B8_peak_sample,-0.8698843802034227,s02d_binned_timewalk_drift0,s02b_template,0,10776,2700,59,dynamic_range
B8_area_over_amp,-3.113572453698273,s02d_binned_timewalk_drift0,s02b_template,0,10776,2700,59,dynamic_range
B8_template_sse,-0.7108063038987523,s02d_binned_timewalk_drift0,s02b_template,0,10776,2700,59,dynamic_range
intercept,0.0,s02d_binned_timewalk_drift1,s02b_template,1,10776,2700,59,dynamic_range
B4_intercept,35.840490783812015,s02d_binned_timewalk_drift1,s02b_template,1,10776,2700,59,dynamic_range
B4_log_amp,-206.7851377014583,s02d_binned_timewalk_drift1,s02b_template,1,10776,2700,59,dynamic_range
B4_log_amp2,105.50480651879907,s02d_binned_timewalk_drift1,s02b_template,1,10776,2700,59,dynamic_range
B4_inv_amp,-9.22424262310737,s02d_binned_timewalk_drift1,s02b_template,1,10776,2700,59,dynamic_range
B4_peak_sample,0.14452948674971597,s02d_binned_timewalk_drift1,s02b_template,1,10776,2700,59,dynamic_range
B4_area_over_amp,-4.515131284102969,s02d_binned_timewalk_drift1,s02b_template,1,10776,2700,59,dynamic_range
B4_template_sse,2.392694004403785,s02d_binned_timewalk_drift1,s02b_template,1,10776,2700,59,dynamic_range
B6_intercept,26.068811451143315,s02d_binned_timewalk_drift1,s02b_template,1,10776,2700,59,dynamic_range
B6_log_amp,-217.33028948860786,s02d_binned_timewalk_drift1,s02b_template,1,10776,2700,59,dynamic_range
B6_log_amp2,128.79303407323994,s02d_binned_timewalk_drift1,s02b_template,1,10776,2700,59,dynamic_range
B6_inv_amp,-3.630225356179477,s02d_binned_timewalk_drift1,s02b_template,1,10776,2700,59,dynamic_range
B6_peak_sample,-2.366918060462525,s02d_binned_timewalk_drift1,s02b_template,1,10776,2700,59,dynamic_range
B6_area_over_amp,-1.9717118055611689,s02d_binned_timewalk_drift1,s02b_template,1,10776,2700,59,dynamic_range
B6_template_sse,0.11369826590788445,s02d_binned_timewalk_drift1,s02b_template,1,10776,2700,59,dynamic_range
B8_intercept,-61.909307712770264,s02d_binned_timewalk_drift1,s02b_template,1,10776,2700,59,dynamic_range
B8_log_amp,-34.96735169247591,s02d_binned_timewalk_drift1,s02b_template,1,10776,2700,59,dynamic_range
B8_log_amp2,31.410599988872182,s02d_binned_timewalk_drift1,s02b_template,1,10776,2700,59,dynamic_range
B8_inv_amp,-2.038630758379449,s02d_binned_timewalk_drift1,s02b_template,1,10776,2700,59,dynamic_range
B8_peak_sample,-0.8799182811699807,s02d_binned_timewalk_drift1,s02b_template,1,10776,2700,59,dynamic_range
B8_area_over_amp,-3.087951499804397,s02d_binned_timewalk_drift1,s02b_template,1,10776,2700,59,dynamic_range
B8_template_sse,-0.6902557722212036,s02d_binned_timewalk_drift1,s02b_template,1,10776,2700,59,dynamic_range
B4_run_z1,0.11512927353883463,s02d_binned_timewalk_drift1,s02b_template,1,10776,2700,59,dynamic_range
B6_run_z1,0.032801514786731184,s02d_binned_timewalk_drift1,s02b_template,1,10776,2700,59,dynamic_range
B8_run_z1,0.4792776210929624,s02d_binned_timewalk_drift1,s02b_template,1,10776,2700,59,dynamic_range
intercept,0.0,s02d_binned_timewalk_drift2,s02b_template,2,10776,2700,59,dynamic_range
B4_intercept,36.129393496483274,s02d_binned_timewalk_drift2,s02b_template,2,10776,2700,59,dynamic_range
B4_log_amp,-206.2708761074308,s02d_binned_timewalk_drift2,s02b_template,2,10776,2700,59,dynamic_range
B4_log_amp2,105.27416748625079,s02d_binned_timewalk_drift2,s02b_template,2,10776,2700,59,dynamic_range
B4_inv_amp,-9.20483837161952,s02d_binned_timewalk_drift2,s02b_template,2,10776,2700,59,dynamic_range
B4_peak_sample,0.13544159311704682,s02d_binned_timewalk_drift2,s02b_template,2,10776,2700,59,dynamic_range
B4_area_over_amp,-4.5107946067382265,s02d_binned_timewalk_drift2,s02b_template,2,10776,2700,59,dynamic_range
B4_template_sse,2.384586942618761,s02d_binned_timewalk_drift2,s02b_template,2,10776,2700,59,dynamic_range
B6_intercept,25.526987472592044,s02d_binned_timewalk_drift2,s02b_template,2,10776,2700,59,dynamic_range
B6_log_amp,-215.62064025350327,s02d_binned_timewalk_drift2,s02b_template,2,10776,2700,59,dynamic_range
B6_log_amp2,128.14675829120122,s02d_binned_timewalk_drift2,s02b_template,2,10776,2700,59,dynamic_range
B6_inv_amp,-3.593309804350922,s02d_binned_timewalk_drift2,s02b_template,2,10776,2700,59,dynamic_range
B6_peak_sample,-2.433409321451665,s02d_binned_timewalk_drift2,s02b_template,2,10776,2700,59,dynamic_range
B6_area_over_amp,-1.97076214969825,s02d_binned_timewalk_drift2,s02b_template,2,10776,2700,59,dynamic_range
B6_template_sse,0.10264680340078663,s02d_binned_timewalk_drift2,s02b_template,2,10776,2700,59,dynamic_range
B8_intercept,-61.65638642977971,s02d_binned_timewalk_drift2,s02b_template,2,10776,2700,59,dynamic_range
B8_log_amp,-34.431714018081,s02d_binned_timewalk_drift2,s02b_template,2,10776,2700,59,dynamic_range
B8_log_amp2,31.182025029635362,s02d_binned_timewalk_drift2,s02b_template,2,10776,2700,59,dynamic_range
B8_inv_amp,-2.0058367348680677,s02d_binned_timewalk_drift2,s02b_template,2,10776,2700,59,dynamic_range
B8_peak_sample,-0.9012526633468204,s02d_binned_timewalk_drift2,s02b_template,2,10776,2700,59,dynamic_range
B8_area_over_amp,-3.062198128015182,s02d_binned_timewalk_drift2,s02b_template,2,10776,2700,59,dynamic_range
B8_template_sse,-0.6899296502076439,s02d_binned_timewalk_drift2,s02b_template,2,10776,2700,59,dynamic_range
B4_run_z1,0.11642068875082982,s02d_binned_timewalk_drift2,s02b_template,2,10776,2700,59,dynamic_range
B6_run_z1,0.043283005584503965,s02d_binned_timewalk_drift2,s02b_template,2,10776,2700,59,dynamic_range
B8_run_z1,0.482044014457019,s02d_binned_timewalk_drift2,s02b_template,2,10776,2700,59,dynamic_range
B4_run_z2,0.03583234634283969,s02d_binned_timewalk_drift2,s02b_template,2,10776,2700,59,dynamic_range
B6_run_z2,0.24955849652474624,s02d_binned_timewalk_drift2,s02b_template,2,10776,2700,59,dynamic_range
B8_run_z2,0.08522436853274473,s02d_binned_timewalk_drift2,s02b_template,2,10776,2700,59,dynamic_range
intercept,0.0,s02d_global_timewalk_drift0,template_phase,0,10776,2700,59,dynamic_range
B4_intercept,11.203911845156819,s02d_global_timewalk_drift0,template_phase,0,10776,2700,59,dynamic_range
B4_log_amp,-19.725243211688923,s02d_global_timewalk_drift0,template_phase,0,10776,2700,59,dynamic_range
B4_log_amp2,10.621349471195465,s02d_global_timewalk_drift0,template_phase,0,10776,2700,59,dynamic_range
B4_inv_amp,-1.9987755613430718,s02d_global_timewalk_drift0,template_phase,0,10776,2700,59,dynamic_range
B4_peak_sample,0.5581610809170775,s02d_global_timewalk_drift0,template_phase,0,10776,2700,59,dynamic_range
B4_area_over_amp,-1.445061861955811,s02d_global_timewalk_drift0,template_phase,0,10776,2700,59,dynamic_range
B4_template_sse,0.26635086600777075,s02d_global_timewalk_drift0,template_phase,0,10776,2700,59,dynamic_range
B6_intercept,-21.78907995192836,s02d_global_timewalk_drift0,template_phase,0,10776,2700,59,dynamic_range
B6_log_amp,51.39385725326342,s02d_global_timewalk_drift0,template_phase,0,10776,2700,59,dynamic_range
B6_log_amp2,-25.171949849731146,s02d_global_timewalk_drift0,template_phase,0,10776,2700,59,dynamic_range
B6_inv_amp,0.8576002455555027,s02d_global_timewalk_drift0,template_phase,0,10776,2700,59,dynamic_range
B6_peak_sample,0.47928864259998394,s02d_global_timewalk_drift0,template_phase,0,10776,2700,59,dynamic_range
B6_area_over_amp,-0.40494257239060927,s02d_global_timewalk_drift0,template_phase,0,10776,2700,59,dynamic_range
B6_template_sse,-0.583983301855579,s02d_global_timewalk_drift0,template_phase,0,10776,2700,59,dynamic_range
B8_intercept,10.585167475889866,s02d_global_timewalk_drift0,template_phase,0,10776,2700,59,dynamic_range
B8_log_amp,-2.937444372633216,s02d_global_timewalk_drift0,template_phase,0,10776,2700,59,dynamic_range
B8_log_amp2,-2.870207263397288,s02d_global_timewalk_drift0,template_phase,0,10776,2700,59,dynamic_range
B8_inv_amp,-0.20892860366536187,s02d_global_timewalk_drift0,template_phase,0,10776,2700,59,dynamic_range
B8_peak_sample,0.18384411974191486,s02d_global_timewalk_drift0,template_phase,0,10776,2700,59,dynamic_range
B8_area_over_amp,0.6617170681674621,s02d_global_timewalk_drift0,template_phase,0,10776,2700,59,dynamic_range
B8_template_sse,0.46888860884698386,s02d_global_timewalk_drift0,template_phase,0,10776,2700,59,dynamic_range
intercept,0.0,s02d_global_timewalk_drift1,template_phase,1,10776,2700,59,dynamic_range
B4_intercept,11.260021697481857,s02d_global_timewalk_drift1,template_phase,1,10776,2700,59,dynamic_range
B4_log_amp,-19.935436348657202,s02d_global_timewalk_drift1,template_phase,1,10776,2700,59,dynamic_range
B4_log_amp2,10.737573068106943,s02d_global_timewalk_drift1,template_phase,1,10776,2700,59,dynamic_range
B4_inv_amp,-2.0058746182673786,s02d_global_timewalk_drift1,template_phase,1,10776,2700,59,dynamic_range
B4_peak_sample,0.557137804736618,s02d_global_timewalk_drift1,template_phase,1,10776,2700,59,dynamic_range
B4_area_over_amp,-1.4493771107167432,s02d_global_timewalk_drift1,template_phase,1,10776,2700,59,dynamic_range
B4_template_sse,0.26728462465041775,s02d_global_timewalk_drift1,template_phase,1,10776,2700,59,dynamic_range
B6_intercept,-21.79846981448571,s02d_global_timewalk_drift1,template_phase,1,10776,2700,59,dynamic_range
B6_log_amp,51.32146538238254,s02d_global_timewalk_drift1,template_phase,1,10776,2700,59,dynamic_range
B6_log_amp2,-25.13122657120023,s02d_global_timewalk_drift1,template_phase,1,10776,2700,59,dynamic_range
B6_inv_amp,0.8558612005790552,s02d_global_timewalk_drift1,template_phase,1,10776,2700,59,dynamic_range
B6_peak_sample,0.478940384566098,s02d_global_timewalk_drift1,template_phase,1,10776,2700,59,dynamic_range
B6_area_over_amp,-0.40610714550953,s02d_global_timewalk_drift1,template_phase,1,10776,2700,59,dynamic_range
B6_template_sse,-0.5840057231705477,s02d_global_timewalk_drift1,template_phase,1,10776,2700,59,dynamic_range
B8_intercept,10.538447481578997,s02d_global_timewalk_drift1,template_phase,1,10776,2700,59,dynamic_range
B8_log_amp,-2.928204533163311,s02d_global_timewalk_drift1,template_phase,1,10776,2700,59,dynamic_range
B8_log_amp2,-2.875487374718562,s02d_global_timewalk_drift1,template_phase,1,10776,2700,59,dynamic_range
B8_inv_amp,-0.20886445924881464,s02d_global_timewalk_drift1,template_phase,1,10776,2700,59,dynamic_range
B8_peak_sample,0.18386482611790428,s02d_global_timewalk_drift1,template_phase,1,10776,2700,59,dynamic_range
B8_area_over_amp,0.6616653390928678,s02d_global_timewalk_drift1,template_phase,1,10776,2700,59,dynamic_range
B8_template_sse,0.4688483151755035,s02d_global_timewalk_drift1,template_phase,1,10776,2700,59,dynamic_range
B4_run_z1,0.007630904549956581,s02d_global_timewalk_drift1,template_phase,1,10776,2700,59,dynamic_range
B6_run_z1,0.002702825590584374,s02d_global_timewalk_drift1,template_phase,1,10776,2700,59,dynamic_range
B8_run_z1,-0.0009737581722932077,s02d_global_timewalk_drift1,template_phase,1,10776,2700,59,dynamic_range
intercept,0.0,s02d_global_timewalk_drift2,template_phase,2,10776,2700,59,dynamic_range
B4_intercept,11.891154650301319,s02d_global_timewalk_drift2,template_phase,2,10776,2700,59,dynamic_range
B4_log_amp,-21.376804995300137,s02d_global_timewalk_drift2,template_phase,2,10776,2700,59,dynamic_range
B4_log_amp2,11.383645092242443,s02d_global_timewalk_drift2,template_phase,2,10776,2700,59,dynamic_range
B4_inv_amp,-2.06034264768172,s02d_global_timewalk_drift2,template_phase,2,10776,2700,59,dynamic_range
B4_peak_sample,0.5827072917029293,s02d_global_timewalk_drift2,template_phase,2,10776,2700,59,dynamic_range
B4_area_over_amp,-1.4615826208719551,s02d_global_timewalk_drift2,template_phase,2,10776,2700,59,dynamic_range
B4_template_sse,0.2900193641812007,s02d_global_timewalk_drift2,template_phase,2,10776,2700,59,dynamic_range
B6_intercept,-22.091460409336857,s02d_global_timewalk_drift2,template_phase,2,10776,2700,59,dynamic_range
B6_log_amp,51.455927452189314,s02d_global_timewalk_drift2,template_phase,2,10776,2700,59,dynamic_range
B6_log_amp2,-25.181824465980263,s02d_global_timewalk_drift2,template_phase,2,10776,2700,59,dynamic_range
B6_inv_amp,0.8587712651892553,s02d_global_timewalk_drift2,template_phase,2,10776,2700,59,dynamic_range
B6_peak_sample,0.473642532952248,s02d_global_timewalk_drift2,template_phase,2,10776,2700,59,dynamic_range
B6_area_over_amp,-0.4060247426594597,s02d_global_timewalk_drift2,template_phase,2,10776,2700,59,dynamic_range
B6_template_sse,-0.584868997630503,s02d_global_timewalk_drift2,template_phase,2,10776,2700,59,dynamic_range
B8_intercept,10.20030509320837,s02d_global_timewalk_drift2,template_phase,2,10776,2700,59,dynamic_range
B8_log_amp,-2.713094922095913,s02d_global_timewalk_drift2,template_phase,2,10776,2700,59,dynamic_range
B8_log_amp2,-2.9671756276588597,s02d_global_timewalk_drift2,template_phase,2,10776,2700,59,dynamic_range
B8_inv_amp,-0.1956487277271618,s02d_global_timewalk_drift2,template_phase,2,10776,2700,59,dynamic_range
B8_peak_sample,0.17525161660138946,s02d_global_timewalk_drift2,template_phase,2,10776,2700,59,dynamic_range
B8_area_over_amp,0.6720695491679918,s02d_global_timewalk_drift2,template_phase,2,10776,2700,59,dynamic_range
