alpha_global,alpha_dev,fold,sigma68_ns,n_pair_residuals,heldout_run,model,alpha
100.0,1.0,-1,2.708976647711492,0,65,traditional_hierarchical,
100.0,10.0,0,1.5536852068372096,3018,65,traditional_hierarchical,
100.0,10.0,1,1.848356351883941,3534,65,traditional_hierarchical,
100.0,10.0,2,2.0372249730471674,4710,65,traditional_hierarchical,
100.0,10.0,-1,1.8130888439227728,0,65,traditional_hierarchical,
100.0,100.0,0,1.3830991220646212,3018,65,traditional_hierarchical,
100.0,100.0,1,1.0221843317562056,3534,65,traditional_hierarchical,
100.0,100.0,2,1.078828452549831,4710,65,traditional_hierarchical,
100.0,100.0,-1,1.161370635456886,0,65,traditional_hierarchical,
100.0,1000.0,0,1.9666127686302655,3018,65,traditional_hierarchical,
100.0,1000.0,1,1.2825098132301724,3534,65,traditional_hierarchical,
100.0,1000.0,2,1.3912313271350985,4710,65,traditional_hierarchical,
100.0,1000.0,-1,1.5467846363318454,0,65,traditional_hierarchical,
100.0,10000.0,0,2.0517262046631317,3018,65,traditional_hierarchical,
100.0,10000.0,1,1.3340323000565395,3534,65,traditional_hierarchical,
100.0,10000.0,2,1.4227121642020668,4710,65,traditional_hierarchical,
100.0,10000.0,-1,1.6028235563072462,0,65,traditional_hierarchical,
,,0,2.0752232599217315,3018,65,ml_charge_ridge,0.1
,,1,1.5376739388820158,3534,65,ml_charge_ridge,0.1
,,2,1.5671549035948984,4710,65,ml_charge_ridge,0.1
,,-1,1.726684034132882,0,65,ml_charge_ridge,0.1
,,0,2.0657678652597498,3018,65,ml_charge_ridge,1.0
,,1,1.5356968766176649,3534,65,ml_charge_ridge,1.0
,,2,1.5669762165345964,4710,65,ml_charge_ridge,1.0
,,-1,1.722813652804004,0,65,ml_charge_ridge,1.0
,,0,2.0739279481901236,3018,65,ml_charge_ridge,10.0
,,1,1.5106059532422669,3534,65,ml_charge_ridge,10.0
,,2,1.5532074776274691,4710,65,ml_charge_ridge,10.0
,,-1,1.7125804596866196,0,65,ml_charge_ridge,10.0
,,0,2.0268681149837007,3018,65,ml_charge_ridge,100.0
,,1,1.4268641873162027,3534,65,ml_charge_ridge,100.0
,,2,1.4901912776884148,4710,65,ml_charge_ridge,100.0
,,-1,1.6479745266627728,0,65,ml_charge_ridge,100.0
,,0,1.76627898796823,3018,65,ml_charge_ridge,1000.0
,,1,1.139584386993391,3534,65,ml_charge_ridge,1000.0
,,2,1.21271773310357,4710,65,ml_charge_ridge,1000.0
,,-1,1.3728603693550638,0,65,ml_charge_ridge,1000.0
