event,track_id,pdg,particle,y_deuteron,pseudo_run,total_edep_MeV,early_edep_MeV,downstream_edep_MeV,early_fraction,deepest_layer,n_layers_hit,layer_centroid,max_layer_edep_MeV,B2_edep_MeV,B4_edep_MeV,B6_edep_MeV,B8_edep_MeV,edep_l0,edep_l1,edep_l2,edep_l3,edep_l4,edep_l5,edep_l6,edep_l7,benchmark_sample
754,2,1000010020,deuteron,1,0,12.547235,12.547235,0,1,0,1,0,12.547235,12.547235,0,0,0,12.547235,0,0,0,0,0,0,0,True
757,2,1000010020,deuteron,1,0,76.693787,76.693787,0,1,1,2,0.44733053,42.386314,76.693787,0,0,0,42.386314,34.307472,0,0,0,0,0,0,True
760,2,1000010020,deuteron,1,0,61.274052,61.274052,0,1,1,2,0.38671482,37.578468,61.274052,0,0,0,37.578468,23.695583,0,0,0,0,0,0,True
760,1,2212,proton,0,0,43.131439,43.131439,0,1,0,1,0,43.131439,43.131439,0,0,0,43.131439,0,0,0,0,0,0,0,True
763,2,1000010020,deuteron,1,0,51.131577,51.131577,0,1,0,1,0,51.131577,51.131577,0,0,0,51.131577,0,0,0,0,0,0,0,True
773,2,1000010020,deuteron,1,0,64.846245,64.846245,0,1,0,1,0,64.846245,64.846245,0,0,0,64.846245,0,0,0,0,0,0,0,True
782,2,1000010020,deuteron,1,0,95.566879,93.483711,2.0831656,0.97820199,2,3,0.71126515,63.80706,93.483711,2.0831656,0,0,29.676649,63.80706,2.0831656,0,0,0,0,0,True
785,1,2212,proton,0,0,22.155811,22.155811,0,1,1,2,0.41628674,12.93264,22.155811,0,0,0,12.93264,9.2231703,0,0,0,0,0,0,True
786,2,1000010020,deuteron,1,0,71.850594,71.850594,0,1,1,2,0.35148898,46.595901,71.850594,0,0,0,46.595901,25.254692,0,0,0,0,0,0,True
803,2,1000010020,deuteron,1,0,120.56565,53.96357,66.602081,0.4475866,3,4,1.4143748,59.803185,53.96357,66.602081,0,0,23.441597,30.521971,59.803185,6.7988935,0,0,0,0,True
804,1,2212,proton,0,0,119.91791,22.073902,97.844009,0.18407512,7,8,4.0823059,24.150084,22.073902,25.561802,29.429661,42.852547,10.997698,11.076204,12.534308,13.027494,14.099384,15.330276,18.702461,24.150084,True
807,2,1000010020,deuteron,1,0,63.014198,63.014198,0,1,1,2,0.42417002,36.285465,63.014198,0,0,0,36.285465,26.728733,0,0,0,0,0,0,True
807,1,2212,proton,0,0,81.447357,45.791763,35.65559,0.56222528,2,3,1.1982297,35.65559,45.791763,35.65559,0,0,19.510311,26.281452,35.65559,0,0,0,0,0,True
815,2,1000010020,deuteron,1,0,74.346313,74.346313,0,1,1,2,0.4063881,44.132854,74.346313,0,0,0,44.132854,30.213457,0,0,0,0,0,0,True
818,2,1000010020,deuteron,1,0,68.630165,68.630165,0,1,1,2,0.19789799,55.048393,68.630165,0,0,0,55.048393,13.581772,0,0,0,0,0,0,True
819,1,2212,proton,0,0,61.762798,61.762798,0,1,1,2,0.56579947,34.945358,61.762798,0,0,0,26.81744,34.945358,0,0,0,0,0,0,True
820,2,1000010020,deuteron,1,0,63.424995,63.424995,0,1,0,1,0,63.424995,63.424995,0,0,0,63.424995,0,0,0,0,0,0,0,True
820,1,2212,proton,0,0,60.973579,60.973579,0,1,1,2,0.56387037,34.381195,60.973579,0,0,0,26.592384,34.381195,0,0,0,0,0,0,True
828,2,1000010020,deuteron,1,0,51.009819,51.009819,0,1,0,1,0,51.009819,51.009819,0,0,0,51.009819,0,0,0,0,0,0,0,True
828,1,2212,proton,0,0,84.488319,42.859673,41.628647,0.50728518,2,3,1.2723433,41.628647,42.859673,41.628647,0,0,18.61882,24.240854,41.628647,0,0,0,0,0,True
829,2,1000010020,deuteron,1,0,65.732483,65.732483,0,1,0,1,0,65.732483,65.732483,0,0,0,65.732483,0,0,0,0,0,0,0,True
833,2,1000010020,deuteron,1,0,135.39302,49.319862,86.073158,0.36427182,3,4,1.8406138,50.397598,49.319862,86.073158,0,0,22.657505,26.662355,35.67556,50.397598,0,0,0,0,True
847,1,2212,proton,0,0,118.184,22.302853,95.881149,0.18871297,7,8,4.0517125,22.940489,22.302853,24.861858,30.355194,40.664093,10.866759,11.436094,12.438516,12.423344,13.436577,16.918617,17.723602,22.940489,True
852,2,1000010020,deuteron,1,0,123.73941,53.060066,70.679344,0.4288049,3,4,1.5301834,51.453632,53.060066,70.679344,0,0,24.300472,28.759594,51.453632,19.225712,0,0,0,0,True
863,2,1000010020,deuteron,1,0,8.5460825,8.5460825,0,1,0,1,0,8.5460825,8.5460825,0,0,0,8.5460825,0,0,0,0,0,0,0,True
863,1,2212,proton,0,0,80.803177,44.902908,35.900265,0.55570722,2,3,1.2093143,35.900265,44.902908,35.900265,0,0,18.986996,25.915911,35.900265,0,0,0,0,0,True
873,1,2212,proton,0,0,133.48122,25.807442,107.67378,0.19334137,6,7,3.5051353,33.58432,25.807442,33.492256,54.676109,19.505413,12.440294,13.367148,15.295421,18.196836,21.091791,33.58432,19.505413,0,True
882,1,2212,proton,0,0,115.36434,21.798927,93.565407,0.18895724,7,8,4.0270715,22.245506,21.798927,24.928774,29.193447,39.443192,10.782881,11.016046,12.470287,12.458487,13.62353,15.569917,17.197683,22.245506,True
883,2,1000010020,deuteron,1,0,60.788036,60.788036,0,1,0,1,0,60.788036,60.788036,0,0,0,60.788036,0,0,0,0,0,0,0,True
883,1,2212,proton,0,0,66.954086,66.954086,0,1,1,2,0.64451844,43.153145,66.954086,0,0,0,23.800941,43.153145,0,0,0,0,0,0,True
884,1,2212,proton,0,0,129.2877,27.261747,102.02596,0.2108611,5,6,3.2115989,43.412457,27.261747,34.110168,67.915794,0,13.372182,13.889565,16.075443,18.034723,24.503336,43.412457,0,0,True
899,2,1000010020,deuteron,1,0,67.879707,67.879707,0,1,1,2,0.22009519,52.939713,67.879707,0,0,0,52.939713,14.939997,0,0,0,0,0,0,True
904,2,1000010020,deuteron,1,0,77.775299,48.376236,29.399067,0.62199998,2,3,1.0963758,29.399067,48.376236,29.399067,0,0,21.903412,26.472826,29.399067,0,0,0,0,0,True
905,2,1000010020,deuteron,1,0,89.651352,89.651352,0,1,1,2,0.62509751,56.040836,89.651352,0,0,0,33.610516,56.040836,0,0,0,0,0,0,True
908,1,2212,proton,0,0,114.6966,22.06916,92.627441,0.19241337,7,8,4.0281024,21.531649,22.06916,24.01268,29.305454,39.309311,10.820767,11.248393,11.414487,12.598193,13.777071,15.528384,17.777662,21.531649,True
909,2,1000010020,deuteron,1,0,73.854614,73.854614,0,1,1,2,0.41204128,43.423466,73.854614,0,0,0,43.423466,30.43115,0,0,0,0,0,0,True
909,1,2212,proton,0,0,52.101646,52.101646,0,1,1,2,0.32260764,35.293259,52.101646,0,0,0,35.293259,16.80839,0,0,0,0,0,0,True
910,2,1000010020,deuteron,1,0,57.85379,57.85379,0,1,0,1,0,57.85379,57.85379,0,0,0,57.85379,0,0,0,0,0,0,0,True
910,1,2212,proton,0,0,88.464859,40.140972,48.323891,0.45375049,2,3,1.3462988,48.323891,40.140972,48.323891,0,0,17.68862,22.452353,48.323891,0,0,0,0,0,True
920,2,1000010020,deuteron,1,0,66.577332,66.577332,0,1,0,1,0,66.577332,66.577332,0,0,0,66.577332,0,0,0,0,0,0,0,True
922,2,1000010020,deuteron,1,0,86.576309,86.576309,0,1,1,2,0.60364217,52.261108,86.576309,0,0,0,34.315201,52.261108,0,0,0,0,0,0,True
922,1,2212,proton,0,0,64.268333,64.268333,0,1,1,2,0.60883337,39.128708,64.268333,0,0,0,25.139626,39.128708,0,0,0,0,0,0,True
926,1,2212,proton,0,0,143.02737,24.782757,118.24462,0.17327282,6,7,3.9079242,47.40139,24.782757,30.057493,40.785736,47.40139,11.551233,13.231524,14.498903,15.55859,18.301983,22.483755,47.40139,0,True
933,2,1000010020,deuteron,1,0,76.078835,76.078835,0,1,1,2,0.45154357,41.725925,76.078835,0,0,0,41.725925,34.352909,0,0,0,0,0,0,True
935,2,1000010020,deuteron,1,0,37.794643,37.794643,0,1,0,1,0,37.794643,37.794643,0,0,0,37.794643,0,0,0,0,0,0,0,True
935,1,2212,proton,0,0,64.691414,64.691414,0,1,1,2,0.61541355,39.811974,64.691414,0,0,0,24.879442,39.811974,0,0,0,0,0,0,True
946,1,2212,proton,0,0,138.50488,24.993719,113.51116,0.1804537,6,7,3.7655513,37.356606,24.993719,31.432419,44.722137,37.356606,11.786051,13.207668,14.902295,16.530125,18.805683,25.916456,37.356606,0,True
947,2,1000010020,deuteron,1,0,77.762512,77.762512,0,1,1,2,0.48222339,40.263607,77.762512,0,0,0,40.263607,37.498901,0,0,0,0,0,0,True
951,1,2212,proton,0,0,137.15115,25.962337,111.18881,0.18929726,6,7,3.6805263,31.726122,25.962337,31.008423,48.454269,31.726122,11.607717,14.354621,14.733519,16.274904,20.486023,27.968246,31.726122,0,True
959,2,1000010020,deuteron,1,0,67.140732,67.140732,0,1,1,2,0.15101559,57.001431,67.140732,0,0,0,57.001431,10.139297,0,0,0,0,0,0,True
974,1,2212,proton,0,0,1.651902,1.651902,0,1,0,1,0,1.651902,1.651902,0,0,0,1.651902,0,0,0,0,0,0,0,True
976,2,1000010020,deuteron,1,0,54.195484,54.195484,0,1,0,1,0,54.195484,54.195484,0,0,0,54.195484,0,0,0,0,0,0,0,True
987,1,2212,proton,0,0,135.85973,26.013729,109.846,0.19147491,6,7,3.6498177,30.395645,26.013729,31.136873,48.31348,30.395645,12.473506,13.540222,14.917503,16.21937,20.111368,28.202112,30.395645,0,True
997,1,2212,proton,0,0,123.5862,21.888697,101.69749,0.17711279,7,8,4.1758289,26.65666,21.888697,24.924084,30.526203,46.247208,10.544312,11.344385,12.122306,12.801777,14.690432,15.835771,19.590549,26.65666,True
1006,2,1000010020,deuteron,1,0,48.894184,48.894184,0,1,0,1,0,48.894184,48.894184,0,0,0,48.894184,0,0,0,0,0,0,0,True
1010,1,2212,proton,0,0,45.836285,35.750954,10.08533,0.77997059,2,3,0.85284519,18.920595,35.750954,10.08533,0,0,16.830359,18.920595,10.08533,0,0,0,0,0,True
1027,2,1000010020,deuteron,1,0,66.780731,66.780731,0,1,1,2,0.16454796,55.792099,66.780731,0,0,0,55.792099,10.988633,0,0,0,0,0,0,True
1027,1,2212,proton,0,0,9.6817217,9.6817217,0,1,0,1,0,9.6817217,9.6817217,0,0,0,9.6817217,0,0,0,0,0,0,0,True
1038,2,1000010020,deuteron,1,0,22.992971,22.992971,0,1,0,1,0,22.992971,22.992971,0,0,0,22.992971,0,0,0,0,0,0,0,True
1042,1,2212,proton,0,0,133.89948,25.090462,108.80902,0.18738282,5,6,3.4423368,56.594601,25.090462,29.897331,78.911682,0,12.079349,13.011114,14.017344,15.879988,22.317085,56.594601,0,0,True
1043,2,1000010020,deuteron,1,0,15.47077,15.47077,0,1,0,1,0,15.47077,15.47077,0,0,0,15.47077,0,0,0,0,0,0,0,True
1046,2,1000010020,deuteron,1,0,79.557892,79.557892,0,1,1,2,0.505274,40.198536,79.557892,0,0,0,39.359356,40.198536,0,0,0,0,0,0,True
1049,2,1000010020,deuteron,1,0,80.144882,80.144882,0,1,1,2,0.52332699,41.941978,80.144882,0,0,0,38.2029,41.941978,0,0,0,0,0,0,True
1049,1,2212,proton,0,0,46.165821,46.165821,0,1,0,1,0,46.165821,46.165821,0,0,0,46.165821,0,0,0,0,0,0,0,True
1058,2,1000010020,deuteron,1,0,10.090972,10.090972,0,1,0,1,0,10.090972,10.090972,0,0,0,10.090972,0,0,0,0,0,0,0,True
1058,1,2212,proton,0,0,85.37886,41.94072,43.438145,0.49123073,2,3,1.2961694,43.438145,41.94072,43.438145,0,0,18.151541,23.789179,43.438145,0,0,0,0,0,True
1059,2,1000010020,deuteron,1,0,52.684967,52.684967,0,1,0,1,0,52.684967,52.684967,0,0,0,52.684967,0,0,0,0,0,0,0,True
1061,2,1000010020,deuteron,1,0,74.174377,74.174377,0,1,1,2,0.41293567,43.545135,74.174377,0,0,0,43.545135,30.629246,0,0,0,0,0,0,True
1062,1,2212,proton,0,0,147.00311,24.082783,122.92033,0.16382499,7,8,4.1957397,33.65892,24.082783,27.62442,40.571922,54.723995,11.558609,12.524173,12.835608,14.788813,18.043682,22.528238,33.65892,21.065075,True
1068,2,1000010020,deuteron,1,0,79.168121,79.168121,0,1,1,2,0.51765978,40.982151,79.168121,0,0,0,38.185974,40.982151,0,0,0,0,0,0,True
1068,1,2212,proton,0,0,39.228363,39.228363,0,1,0,1,0,39.228363,39.228363,0,0,0,39.228363,0,0,0,0,0,0,0,True
1077,1,2212,proton,0,0,45.60788,22.782461,22.825417,0.49952906,3,4,1.4790736,12.984899,22.782461,22.825417,0,0,10.816401,11.966061,12.984899,9.840518,0,0,0,0,True
1086,2,1000010020,deuteron,1,0,64.568169,64.568169,0,1,0,1,0,64.568169,64.568169,0,0,0,64.568169,0,0,0,0,0,0,0,True
1086,1,2212,proton,0,0,58.248901,58.248901,0,1,1,2,0.51721013,30.126923,58.248901,0,0,0,28.121977,30.126923,0,0,0,0,0,0,True
1107,2,1000010020,deuteron,1,0,56.958313,51.039803,5.9185123,0.89609051,2,3,0.70120293,28.10231,51.039803,5.9185123,0,0,22.93749,28.10231,5.9185123,0,0,0,0,0,True
1109,1,2212,proton,0,0,19.591583,19.591583,0,1,1,2,0.31035215,13.511292,19.591583,0,0,0,13.511292,6.0802898,0,0,0,0,0,0,True
1111,1,2212,proton,0,0,97.079865,35.738052,61.341808,0.36813045,3,4,1.8069553,33.547363,35.738052,61.341808,0,0,16.550068,19.187986,27.794445,33.547363,0,0,0,0,True
1113,2,1000010020,deuteron,1,0,68.147728,68.147728,0,1,1,2,0.20987661,53.845112,68.147728,0,0,0,53.845112,14.302614,0,0,0,0,0,0,True
1115,1,2212,proton,0,0,127.87151,27.129223,100.74229,0.21216004,5,6,3.2029734,42.799557,27.129223,34.583015,66.159279,0,12.888942,14.240281,15.856993,18.726023,23.35972,42.799557,0,0,True
1127,2,1000010020,deuteron,1,0,127.14339,51.292496,75.850891,0.40342245,3,4,1.6734505,43.33004,51.292496,75.850891,0,0,22.746983,28.545511,43.33004,32.520855,0,0,0,0,True
1141,2,1000010020,deuteron,1,0,84.281509,84.281509,0,1,1,2,0.5737657,48.357838,84.281509,0,0,0,35.923668,48.357838,0,0,0,0,0,0,True
1165,2,1000010020,deuteron,1,0,85.775948,85.775948,0,1,1,2,0.58917403,50.536961,85.775948,0,0,0,35.238987,50.536961,0,0,0,0,0,0,True
1167,2,1000010020,deuteron,1,0,118.84962,55.717327,63.132301,0.46880525,2,3,1.3253275,63.132301,55.717327,63.132301,0,0,24.467243,31.250084,63.132301,0,0,0,0,0,True
1167,1,2212,proton,0,0,4.7883511,4.7883511,0,1,0,1,0,4.7883511,4.7883511,0,0,0,4.7883511,0,0,0,0,0,0,0,True
1168,1,2212,proton,0,0,138.23299,25.318624,112.91437,0.18315907,6,7,3.7787938,38.436932,25.318624,30.241545,44.235886,38.436932,12.081404,13.237221,14.592743,15.648802,18.816193,25.419695,38.436932,0,True
1177,1,2212,proton,0,0,144.40344,24.399338,120.00411,0.16896646,7,8,4.1531692,33.786648,24.399338,28.22805,38.102188,53.673862,11.518914,12.880424,13.169436,15.058614,17.104551,20.997639,33.786648,19.887215,True
1181,1,2212,proton,0,0,139.46443,25.150759,114.31367,0.18033816,6,7,3.8006618,39.991146,25.150759,30.699087,43.623444,39.991146,12.253345,12.897414,14.017401,16.681686,18.984234,24.639212,39.991146,0,True
1190,2,1000010020,deuteron,1,0,76.652954,76.652954,0,1,1,2,0.47418225,40.305485,76.652954,0,0,0,40.305485,36.347469,0,0,0,0,0,0,True
1191,1,2212,proton,0,0,131.11984,27.247532,103.87231,0.20780632,6,7,3.3478558,41.598343,27.247532,32.573067,63.656807,7.6424351,12.688643,14.55889,15.387913,17.185154,22.058462,41.598343,7.6424351,0,True
1194,1,2212,proton,0,0,142.82173,23.765371,119.05637,0.16639885,7,8,4.0439115,38.240341,23.765371,29.738384,39.479542,49.838448,11.16407,12.601301,14.179368,15.559016,18.105165,21.374376,38.240341,11.598104,True
1200,2,1000010020,deuteron,1,0,107.51525,47.556938,59.958313,0.44232738,3,4,1.5936272,34.043846,47.556938,59.958313,0,0,22.048784,25.508156,34.043846,25.914465,0,0,0,0,True
1203,1,2212,proton,0,0,126.8951,26.14838,100.74673,0.20606296,6,7,3.2795591,41.876472,26.14838,33.079643,64.507324,3.1597626,12.964977,13.183404,15.126674,17.952969,22.63085,41.876472,3.1597626,0,True
1205,2,1000010020,deuteron,1,0,72.582169,72.582169,0,1,1,2,0.37337473,45.481819,72.582169,0,0,0,45.481819,27.100348,0,0,0,0,0,0,True
1205,1,2212,proton,0,0,59.177879,59.177879,0,1,1,2,0.53361976,31.578485,59.177879,0,0,0,27.599396,31.578485,0,0,0,0,0,0,True
1208,1,2212,proton,0,0,134.22044,25.67194,108.54851,0.19126698,6,7,3.6323643,29.822636,25.67194,31.015526,49.989273,27.543701,11.847327,13.824614,14.375584,16.639942,20.166639,29.822636,27.543701,0,True
1211,1,2212,proton,0,0,136.69484,25.297291,111.39754,0.18506397,6,7,3.7113397,34.465008,25.297291,31.334717,45.597816,34.465008,12.66106,12.63623,14.751456,16.583261,19.347088,26.250731,34.465008,0,True
1219,1,2212,proton,0,0,87.618683,25.573948,62.044739,0.29187781,5,6,2.6682582,17.750072,25.573948,28.990818,33.053917,0,12.518448,13.0555,13.758215,15.232603,17.750072,15.303846,0,0,True
1227,2,1000010020,deuteron,1,0,74.380562,74.380562,0,1,1,2,0.40085867,44.564468,74.380562,0,0,0,44.564468,29.816093,0,0,0,0,0,0,True
1229,2,1000010020,deuteron,1,0,38.596432,38.596432,0,1,0,1,0,38.596432,38.596432,0,0,0,38.596432,0,0,0,0,0,0,0,True
1229,1,2212,proton,0,0,133.11443,27.040346,106.07407,0.2031361,6,7,3.4341805,34.857586,27.040346,33.068279,56.461388,16.544409,13.335241,13.705105,15.740586,17.327692,21.603804,34.857586,16.544409,0,True
1239,2,1000010020,deuteron,1,0,41.651001,41.651001,0,1,1,2,0.10291157,37.364632,41.651001,0,0,0,37.364632,4.2863698,0,0,0,0,0,0,True
1239,1,2212,proton,0,0,1.0634609,1.0634609,0,1,0,1,0,1.0634609,1.0634609,0,0,0,1.0634609,0,0,0,0,0,0,0,True
1246,1,2212,proton,0,0,140.46597,26.090908,114.37505,0.1857454,6,7,3.764581,39.334892,26.090908,31.243404,43.796753,39.334892,12.995505,13.095402,14.899323,16.344082,18.123844,25.672909,39.334892,0,True
1249,1,2212,proton,0,0,129.95456,26.697451,103.25711,0.20543681,5,6,3.2475977,45.434204,26.697451,34.44136,68.81575,0,12.697833,13.999618,15.980772,18.46059,23.381546,45.434204,0,0,True
1252,2,1000010020,deuteron,1,0,65.255966,65.255966,0,1,1,2,0.44597012,36.153759,65.255966,0,0,0,36.153759,29.102211,0,0,0,0,0,0,True
1252,1,2212,proton,0,0,86.863289,43.383682,43.479607,0.49944785,2,3,1.2796828,43.479607,43.383682,43.479607,0,0,19.18544,24.19824,43.479607,0,0,0,0,0,True
1268,2,1000010020,deuteron,1,0,120.80812,54.669323,66.138802,0.45253021,3,4,1.3939594,60.917271,54.669323,66.138802,0,0,23.766836,30.902487,60.917271,5.2215285,0,0,0,0,True
1268,1,2212,proton,0,0,57.495995,57.495995,0,1,1,2,0.47660848,30.092918,57.495995,0,0,0,30.092918,27.403078,0,0,0,0,0,0,True
1272,2,1000010020,deuteron,1,0,42.935894,42.935894,0,1,0,1,0,42.935894,42.935894,0,0,0,42.935894,0,0,0,0,0,0,0,True
1272,1,2212,proton,0,0,6.5380454,6.5380454,0,1,0,1,0,6.5380454,6.5380454,0,0,0,6.5380454,0,0,0,0,0,0,0,True
1273,1,2212,proton,0,0,124.23883,23.123394,101.11543,0.18612051,7,8,4.1049509,25.616961,23.123394,25.168188,31.351503,44.595741,11.50807,11.615325,11.96691,13.201278,15.107586,16.243917,18.978781,25.616961,True
1279,1,2212,proton,0,0,120.94665,22.323406,98.623245,0.18457234,7,8,4.0884929,24.679094,22.323406,25.68692,29.934378,43.001945,10.695878,11.627528,12.786954,12.899965,13.77453,16.159847,18.322853,24.679094,True
1281,2,1000010020,deuteron,1,0,131.37463,48.828239,82.546387,0.37167174,3,4,1.7962765,44.602501,48.828239,82.546387,0,0,22.538322,26.289917,37.943882,44.602501,0,0,0,0,True
1288,2,1000010020,deuteron,1,0,77.164497,77.164497,0,1,1,2,0.46321544,41.420712,77.164497,0,0,0,41.420712,35.743786,0,0,0,0,0,0,True
1291,1,2212,proton,0,0,63.056217,63.056217,0,1,1,2,0.59540415,37.543934,63.056217,0,0,0,25.512283,37.543934,0,0,0,0,0,0,True
1294,1,2212,proton,0,0,31.540781,26.854475,4.6863055,0.85142076,2,3,0.72551686,13.510756,26.854475,4.6863055,0,0,13.343719,13.510756,4.6863055,0,0,0,0,0,True
1295,2,1000010020,deuteron,1,0,41.301968,41.301968,0,1,1,2,0.19753039,33.143574,41.301968,0,0,0,33.143574,8.1583939,0,0,0,0,0,0,True
1297,2,1000010020,deuteron,1,0,35.863041,35.863041,0,1,0,1,0,35.863041,35.863041,0,0,0,35.863041,0,0,0,0,0,0,0,True
1297,1,2212,proton,0,0,41.840702,41.840702,0,1,0,1,0,41.840702,41.840702,0,0,0,41.840702,0,0,0,0,0,0,0,True
1301,1,2212,proton,0,0,65.135941,65.135941,0,1,1,2,0.60568851,39.452091,65.135941,0,0,0,25.683851,39.452091,0,0,0,0,0,0,True
1303,1,2212,proton,0,0,132.3844,26.444283,105.94012,0.19975376,6,7,3.4207511,38.81242,26.444283,32.786621,60.989281,12.164219,12.703018,13.741264,15.001923,17.784697,22.176861,38.81242,12.164219,0,True
1310,1,2212,proton,0,0,136.54073,25.580111,110.96062,0.18734418,6,7,3.6818762,31.195578,25.580111,30.867496,48.897549,31.195578,12.004692,13.575418,14.241076,16.626421,20.871986,28.025562,31.195578,0,True
1315,1,2212,proton,0,0,136.98602,26.402716,110.5833,0.19274022,6,7,3.6250992,30.257294,26.402716,31.519148,50.488194,28.575962,13.040311,13.362405,14.99777,16.521378,20.2309,30.257294,28.575962,0,True
1324,1,2212,proton,0,0,61.901085,61.901085,0,1,1,2,0.56757116,35.13327,61.901085,0,0,0,26.767813,35.13327,0,0,0,0,0,0,True
1327,1,2212,proton,0,0,129.61108,27.941978,101.66911,0.21558325,5,6,3.1820104,42.569191,27.941978,34.680836,66.988274,0,13.647753,14.294225,16.435186,18.245649,24.419083,42.569191,0,0,True
1332,2,1000010020,deuteron,1,0,82.849556,82.849556,0,1,1,2,0.5512107,45.667561,82.849556,0,0,0,37.181995,45.667561,0,0,0,0,0,0,True
1342,1,2212,proton,0,0,116.59637,21.694887,94.901474,0.1860683,7,8,4.0709872,23.617704,21.694887,24.813612,28.995604,41.092258,10.684617,11.01027,11.858378,12.955234,14.079692,14.915912,17.474554,23.617704,True
1343,1,2212,proton,0,0,92.247673,38.159229,54.088448,0.41366062,3,4,1.6520116,30.929417,38.159229,54.088448,0,0,17.100927,21.058302,30.929417,23.159029,0,0,0,0,True
1344,1,2212,proton,0,0,11.03685,11.03685,0,1,0,1,0,11.03685,11.03685,0,0,0,11.03685,0,0,0,0,0,0,0,True
1348,1,2212,proton,0,0,19.261129,19.261129,0,1,1,2,0.11710413,17.005571,19.261129,0,0,0,17.005571,2.2555578,0,0,0,0,0,0,True
1351,1,2212,proton,0,0,35.461842,27.819836,7.642005,0.7845006,2,3,0.84766531,14.775762,27.819836,7.642005,0,0,13.044074,14.775762,7.642005,0,0,0,0,0,True
1368,2,1000010020,deuteron,1,0,84.665939,84.665939,0,1,1,2,0.58063215,49.159767,84.665939,0,0,0,35.506168,49.159767,0,0,0,0,0,0,True
1368,1,2212,proton,0,0,85.055145,42.792767,42.262375,0.50311792,2,3,1.2828137,42.262375,42.792767,42.262375,0,0,18.207615,24.585152,42.262375,0,0,0,0,0,True
1370,1,2212,proton,0,0,138.37097,25.040894,113.33008,0.18096927,6,7,3.7776999,38.566326,25.040894,31.137861,43.625889,38.566326,11.824925,13.215967,14.972721,16.16514,18.460188,25.165701,38.566326,0,True
1372,1,2212,proton,0,0,140.08936,25.629562,114.45979,0.18295154,6,7,3.8562431,44.234333,25.629562,28.899462,41.325996,44.234333,12.409618,13.219945,13.785367,15.114095,17.950344,23.375652,44.234333,0,True
1375,1,2212,proton,0,0,130.96954,27.535969,103.43356,0.21024711,5,6,3.2514353,46.604481,27.535969,33.679672,69.753899,0,13.158083,14.377887,15.197962,18.481709,23.149416,46.604481,0,0,True
1382,1,2212,proton,0,0,129.78662,23.300842,106.48578,0.17953193,7,8,4.1550751,28.188692,23.300842,26.614353,31.754444,48.116989,11.392056,11.908786,12.954928,13.659425,15.186616,16.567827,19.928295,28.188692,True
1390,2,1000010020,deuteron,1,0,73.729286,73.729286,0,1,1,2,0.41434282,43.180088,73.729286,0,0,0,43.180088,30.5492,0,0,0,0,0,0,True
1392,2,1000010020,deuteron,1,0,121.76619,53.037354,68.728828,0.43556717,3,4,1.5064757,52.123898,53.037354,68.728828,0,0,23.662138,29.375217,52.123898,16.604933,0,0,0,0,True
1412,2,1000010020,deuteron,1,0,67.525467,67.525467,0,1,1,2,0.19859348,54.115345,67.525467,0,0,0,54.115345,13.410118,0,0,0,0,0,0,True
1419,2,1000010020,deuteron,1,0,71.884094,71.884094,0,1,1,2,0.35103273,46.650425,71.884094,0,0,0,46.650425,25.233671,0,0,0,0,0,0,True
1424,2,1000010020,deuteron,1,0,83.515373,83.515373,0,1,1,2,0.57133621,47.715355,83.515373,0,0,0,35.800018,47.715355,0,0,0,0,0,0,True
1424,1,2212,proton,0,0,33.699581,33.699581,0,1,0,1,0,33.699581,33.699581,0,0,0,33.699581,0,0,0,0,0,0,0,True
1432,1,2212,proton,0,0,128.14941,27.978554,100.17087,0.2183276,5,6,3.1030502,36.713028,27.978554,37.089809,63.081062,0,13.143007,14.835546,17.488167,19.601643,26.368032,36.713028,0,0,True
