event,track_id,pdg,particle,y_deuteron,pseudo_run,total_edep_MeV,early_edep_MeV,downstream_edep_MeV,early_fraction,deepest_layer,n_layers_hit,layer_centroid,max_layer_edep_MeV,B2_edep_MeV,B4_edep_MeV,B6_edep_MeV,B8_edep_MeV,edep_l0,edep_l1,edep_l2,edep_l3,edep_l4,edep_l5,edep_l6,edep_l7,benchmark_sample
44317,2,1000010020,deuteron,1,2,122.76447,53.511921,69.252548,0.43589097,3,4,1.5121827,51.513119,53.511921,69.252548,0,0,24.114134,29.397787,51.513119,17.739429,0,0,0,0,True
44324,2,1000010020,deuteron,1,2,131.36874,49.460655,81.908081,0.37650245,3,4,1.7821701,43.938251,49.460655,81.908081,0,0,23.093628,26.367025,37.969833,43.938251,0,0,0,0,True
44325,2,1000010020,deuteron,1,2,130.23245,50.774513,79.457939,0.38987604,3,4,1.7452903,40.746986,50.774513,79.457939,0,0,23.14395,27.630562,38.710953,40.746986,0,0,0,0,True
44326,1,2212,proton,0,2,113.24425,21.859024,91.385223,0.19302547,7,8,3.992214,21.071411,21.859024,24.894978,28.036842,38.453407,10.654438,11.204586,12.049514,12.845464,13.720799,14.316043,17.381996,21.071411,True
44327,2,1000010020,deuteron,1,2,85.428177,85.428177,0,1,1,2,0.58536404,50.006584,85.428177,0,0,0,35.421597,50.006584,0,0,0,0,0,0,True
44327,1,2212,proton,0,2,0.019177498,0.019177498,0,1,0,1,0,0.019177498,0.019177498,0,0,0,0.019177498,0,0,0,0,0,0,0,True
44332,1,2212,proton,0,2,133.62567,25.365261,108.26041,0.18982327,6,7,3.6252537,30.586718,25.365261,30.851017,50.768959,26.640432,12.221949,13.143312,14.774591,16.076426,20.182243,30.586718,26.640432,0,True
44341,2,1000010020,deuteron,1,2,91.060577,49.013454,42.047115,0.5382511,3,4,1.2915863,35.499008,49.013454,42.047115,0,0,22.0432,26.970255,35.499008,6.5481081,0,0,0,0,True
44358,2,1000010020,deuteron,1,2,75.983833,75.983833,0,1,1,2,0.45032132,41.766693,75.983833,0,0,0,41.766693,34.21714,0,0,0,0,0,0,True
44358,1,2212,proton,0,2,44.830563,44.830563,0,1,0,1,0,44.830563,44.830563,0,0,0,44.830563,0,0,0,0,0,0,0,True
44362,1,2212,proton,0,2,122.80691,23.052349,99.754555,0.18771215,7,8,4.1087875,25.695425,23.052349,25.570812,29.100143,45.083595,10.715916,12.336433,12.664027,12.906785,13.495134,15.60501,19.388172,25.695425,True
44369,1,2212,proton,0,2,128.82983,26.81642,102.01341,0.2081538,6,7,3.2852857,42.886715,26.81642,33.188324,65.174194,3.6508977,13.028702,13.787718,15.598785,17.589539,22.287479,42.886715,3.6508977,0,True
44374,1,2212,proton,0,2,126.26486,28.290676,97.974182,0.22405818,5,6,3.1034107,36.620548,28.290676,35.094978,62.879204,0,13.390878,14.899798,16.470379,18.624599,26.258656,36.620548,0,0,True
44384,2,1000010020,deuteron,1,2,68.012787,68.012787,0,1,0,1,0,68.012787,68.012787,0,0,0,68.012787,0,0,0,0,0,0,0,True
44388,2,1000010020,deuteron,1,2,66.350174,66.350174,0,1,1,2,0.092575386,60.207783,66.350174,0,0,0,60.207783,6.1423931,0,0,0,0,0,0,True
44408,1,2212,proton,0,2,127.76392,26.612637,101.15128,0.2082954,5,6,3.2291324,43.381168,26.612637,34.055035,67.096252,0,12.839214,13.773423,15.138101,18.916935,23.71508,43.381168,0,0,True
44409,2,1000010020,deuteron,1,2,36.964703,36.964703,0,1,1,2,0.17087935,30.648199,36.964703,0,0,0,30.648199,6.3165045,0,0,0,0,0,0,True
44417,2,1000010020,deuteron,1,2,92.205109,92.205109,0,1,1,2,0.65952575,60.811642,92.205109,0,0,0,31.393463,60.811642,0,0,0,0,0,0,True
44417,1,2212,proton,0,2,42.113464,42.113464,0,1,0,1,0,42.113464,42.113464,0,0,0,42.113464,0,0,0,0,0,0,0,True
44421,1,2212,proton,0,2,12.496759,12.496759,0,1,0,1,0,12.496759,12.496759,0,0,0,12.496759,0,0,0,0,0,0,0,True
44425,2,1000010020,deuteron,1,2,51.298923,51.298923,0,1,0,1,0,51.298923,51.298923,0,0,0,51.298923,0,0,0,0,0,0,0,True
44425,1,2212,proton,0,2,88.647934,41.134911,47.513027,0.46402559,2,3,1.3317871,47.513027,41.134911,47.513027,0,0,18.100784,23.034128,47.513027,0,0,0,0,0,True
44431,1,2212,proton,0,2,42.151707,42.151707,0,1,0,1,0,42.151707,42.151707,0,0,0,42.151707,0,0,0,0,0,0,0,True
44458,2,1000010020,deuteron,1,2,76.400635,76.400635,0,1,1,2,0.45355165,41.749004,76.400635,0,0,0,41.749004,34.651634,0,0,0,0,0,0,True
44466,2,1000010020,deuteron,1,2,72.368454,72.368454,0,1,1,2,0.35359198,46.779549,72.368454,0,0,0,46.779549,25.588905,0,0,0,0,0,0,True
44467,1,2212,proton,0,2,120.30135,22.472445,97.828903,0.18680127,7,8,4.0568619,23.751133,22.472445,25.90546,29.327473,42.59597,11.421105,11.051339,12.845528,13.059932,13.840577,15.486897,18.844839,23.751133,True
44468,2,1000010020,deuteron,1,2,23.252562,23.252562,0,1,0,1,0,23.252562,23.252562,0,0,0,23.252562,0,0,0,0,0,0,0,True
44468,1,2212,proton,0,2,38.997028,38.997028,0,1,1,2,0.30044481,27.280575,38.997028,0,0,0,27.280575,11.716455,0,0,0,0,0,0,True
44474,2,1000010020,deuteron,1,2,22.883858,22.883858,0,1,0,1,0,22.883858,22.883858,0,0,0,22.883858,0,0,0,0,0,0,0,True
44477,2,1000010020,deuteron,1,2,61.963234,61.963234,0,1,1,2,0.23866838,47.174568,61.963234,0,0,0,47.174568,14.788665,0,0,0,0,0,0,True
44487,2,1000010020,deuteron,1,2,6.9325337,6.9325337,0,1,0,1,0,6.9325337,6.9325337,0,0,0,6.9325337,0,0,0,0,0,0,0,True
44489,2,1000010020,deuteron,1,2,6.5703349,6.5703349,0,1,0,1,0,6.5703349,6.5703349,0,0,0,6.5703349,0,0,0,0,0,0,0,True
44494,1,2212,proton,0,2,57.125366,57.125366,0,1,1,2,0.4850761,29.415218,57.125366,0,0,0,29.415218,27.71015,0,0,0,0,0,0,True
44503,1,2212,proton,0,2,10.872764,10.872764,0,1,0,1,0,10.872764,10.872764,0,0,0,10.872764,0,0,0,0,0,0,0,True
44513,1,2212,proton,0,2,142.85869,25.266335,117.59235,0.17686243,6,7,3.8633673,44.830338,25.266335,30.556717,42.205292,44.830338,12.147906,13.118428,14.508814,16.047903,18.372686,23.832607,44.830338,0,True
44520,2,1000010020,deuteron,1,2,66.071892,66.071892,0,1,0,1,0,66.071892,66.071892,0,0,0,66.071892,0,0,0,0,0,0,0,True
44525,1,2212,proton,0,2,91.915298,38.203171,53.712124,0.41563451,3,4,1.5975115,35.77066,38.203171,53.712124,0,0,16.733126,21.470045,35.77066,17.941463,0,0,0,0,True
44528,2,1000010020,deuteron,1,2,95.383545,95.383545,0,1,1,2,0.67011648,63.918083,95.383545,0,0,0,31.46546,63.918083,0,0,0,0,0,0,True
44528,1,2212,proton,0,2,47.910152,47.910152,0,1,0,1,0,47.910152,47.910152,0,0,0,47.910152,0,0,0,0,0,0,0,True
44532,2,1000010020,deuteron,1,2,69.049973,69.049973,0,1,1,2,0.27258486,50.227993,69.049973,0,0,0,50.227993,18.821978,0,0,0,0,0,0,True
44537,2,1000010020,deuteron,1,2,73.947731,73.947731,0,1,1,2,0.39104879,45.03056,73.947731,0,0,0,45.03056,28.91717,0,0,0,0,0,0,True
44551,2,1000010020,deuteron,1,2,84.131531,84.131531,0,1,1,2,0.57576412,48.439919,84.131531,0,0,0,35.691608,48.439919,0,0,0,0,0,0,True
44551,1,2212,proton,0,2,89.309875,39.676308,49.633568,0.44425443,3,4,1.4609193,40.25663,39.676308,49.633568,0,0,17.845856,21.83045,40.25663,9.3769369,0,0,0,0,True
44554,2,1000010020,deuteron,1,2,49.812897,48.575886,1.237009,0.97516686,2,3,0.58882415,26.857019,48.575886,1.237009,0,0,21.718866,26.857019,1.237009,0,0,0,0,0,True
44559,1,2212,proton,0,2,68.815071,40.688232,28.126841,0.5912692,2,3,1.1465451,28.126841,40.688232,28.126841,0,0,18.042336,22.645897,28.126841,0,0,0,0,0,True
44563,2,1000010020,deuteron,1,2,82.85952,82.85952,0,1,1,2,0.55276948,45.802212,82.85952,0,0,0,37.057308,45.802212,0,0,0,0,0,0,True
44563,1,2212,proton,0,2,28.155914,28.155914,0,1,0,1,0,28.155914,28.155914,0,0,0,28.155914,0,0,0,0,0,0,0,True
44573,1,2212,proton,0,2,131.36714,27.035847,104.3313,0.20580372,6,7,3.3058684,46.054829,27.035847,33.568565,68.069542,2.6931918,12.702907,14.33294,15.24834,18.320227,22.014713,46.054829,2.6931918,0,True
44574,1,2212,proton,0,2,116.57633,22.229076,94.347252,0.19068259,7,8,4.0203786,22.060028,22.229076,24.826036,29.970146,39.551071,10.921696,11.30738,12.054157,12.771879,14.267526,15.702621,17.491041,22.060028,True
44575,2,1000010020,deuteron,1,2,101.81982,48.159225,53.660595,0.47298476,3,4,1.4957885,34.442284,48.159225,53.660595,0,0,22.397804,25.761419,34.442284,19.218311,0,0,0,0,True
44581,2,1000010020,deuteron,1,2,123.89435,52.717125,71.177231,0.42550063,3,4,1.5797447,47.604259,52.717125,71.177231,0,0,22.923117,29.794008,47.604259,23.572971,0,0,0,0,True
44585,2,1000010020,deuteron,1,2,86.523453,86.523453,0,1,1,2,0.60042119,51.950512,86.523453,0,0,0,34.572945,51.950512,0,0,0,0,0,0,True
44589,1,2212,proton,0,2,86.98439,28.392544,58.591854,0.32640964,4,5,2.2404854,21.348408,28.392544,37.243446,21.348408,0,13.431925,14.960618,17.197317,20.046127,21.348408,0,0,0,True
44597,2,1000010020,deuteron,1,2,121.96086,54.21888,67.741982,0.44455966,3,4,1.475584,53.802769,54.21888,67.741982,0,0,23.678553,30.540329,53.802769,13.93921,0,0,0,0,True
44600,2,1000010020,deuteron,1,2,56.594257,56.594257,0,1,0,1,0,56.594257,56.594257,0,0,0,56.594257,0,0,0,0,0,0,0,True
44600,1,2212,proton,0,2,90.671539,39.907963,50.76358,0.44013771,3,4,1.5130438,37.342335,39.907963,50.76358,0,0,17.666357,22.241606,37.342335,13.421245,0,0,0,0,True
44606,2,1000010020,deuteron,1,2,77.501343,77.501343,0,1,1,2,0.47463429,40.716549,77.501343,0,0,0,40.716549,36.784794,0,0,0,0,0,0,True
44619,2,1000010020,deuteron,1,2,81.253952,81.253952,0,1,1,2,0.54203534,44.042515,81.253952,0,0,0,37.211433,44.042515,0,0,0,0,0,0,True
44619,1,2212,proton,0,2,41.878647,41.878647,0,1,0,1,0,41.878647,41.878647,0,0,0,41.878647,0,0,0,0,0,0,0,True
44629,2,1000010020,deuteron,1,2,124.01849,53.095543,70.922951,0.42812601,3,4,1.5730442,47.260078,53.095543,70.922951,0,0,23.517767,29.577776,47.260078,23.662874,0,0,0,0,True
44636,1,2212,proton,0,2,128.88544,26.743565,102.14187,0.20749873,5,6,3.2314985,43.97139,26.743565,34.311264,67.830605,0,12.487588,14.255978,15.990499,18.320765,23.859217,43.97139,0,0,True
44651,2,1000010020,deuteron,1,2,68.12178,68.12178,0,1,1,2,0.2552911,50.7309,68.12178,0,0,0,50.7309,17.390884,0,0,0,0,0,0,True
44656,1,2212,proton,0,2,124.95816,22.471363,102.48679,0.1798311,7,8,4.1911092,27.517931,22.471363,23.943741,31.489208,47.053852,10.571555,11.899807,12.128984,11.814755,15.175817,16.313391,19.535921,27.517931,True
44657,2,1000010020,deuteron,1,2,63.301163,63.301163,0,1,0,1,0,63.301163,63.301163,0,0,0,63.301163,0,0,0,0,0,0,0,True
44657,1,2212,proton,0,2,58.062405,58.062405,0,1,1,2,0.50444621,29.28936,58.062405,0,0,0,28.773045,29.28936,0,0,0,0,0,0,True
44658,2,1000010020,deuteron,1,2,64.829529,64.829529,0,1,0,1,0,64.829529,64.829529,0,0,0,64.829529,0,0,0,0,0,0,0,True
44659,2,1000010020,deuteron,1,2,66.528595,66.528595,0,1,1,2,0.10883847,59.287727,66.528595,0,0,0,59.287727,7.2408705,0,0,0,0,0,0,True
44661,1,2212,proton,0,2,56.821373,56.821373,0,1,1,2,0.47529599,29.814402,56.821373,0,0,0,29.814402,27.006971,0,0,0,0,0,0,True
44684,1,2212,proton,0,2,139.76163,26.56584,113.1958,0.19007964,6,7,3.7403445,38.428673,26.56584,30.596226,44.170898,38.428673,13.32136,13.24448,14.887539,15.708687,18.815523,25.355377,38.428673,0,True
44687,1,2212,proton,0,2,140.95297,25.31599,115.63698,0.17960593,6,7,3.8576853,43.861942,25.31599,29.684166,42.090874,43.861942,12.146373,13.169618,14.25945,15.424715,17.836508,24.254364,43.861942,0,True
44689,2,1000010020,deuteron,1,2,2.2810242,2.2810242,0,1,0,1,0,2.2810242,2.2810242,0,0,0,2.2810242,0,0,0,0,0,0,0,True
44690,1,2212,proton,0,2,146.66571,25.05052,121.61519,0.17080012,7,8,4.1897073,30.380014,25.05052,28.416359,37.527519,55.67131,12.099025,12.951495,13.746118,14.670242,16.92487,20.602652,30.380014,25.291298,True
44692,2,1000010020,deuteron,1,2,76.375885,76.375885,0,1,1,2,0.45518345,41.610847,76.375885,0,0,0,41.610847,34.765038,0,0,0,0,0,0,True
44704,1,2212,proton,0,2,58.343826,58.343826,0,1,1,2,0.47053677,30.890909,58.343826,0,0,0,30.890909,27.452915,0,0,0,0,0,0,True
44706,2,1000010020,deuteron,1,2,79.880295,79.880295,0,1,1,2,0.51090425,40.811184,79.880295,0,0,0,39.069107,40.811184,0,0,0,0,0,0,True
44707,2,1000010020,deuteron,1,2,18.200043,18.200043,0,1,0,1,0,18.200043,18.200043,0,0,0,18.200043,0,0,0,0,0,0,0,True
44722,1,2212,proton,0,2,135.16208,25.533264,109.62882,0.18890849,6,7,3.6268582,29.922506,25.533264,31.933586,50.007912,27.687325,12.181626,13.351639,15.01678,16.916805,20.085403,29.922506,27.687325,0,True
44754,2,1000010020,deuteron,1,2,62.058765,62.058765,0,1,0,1,0,62.058765,62.058765,0,0,0,62.058765,0,0,0,0,0,0,0,True
44754,1,2212,proton,0,2,67.506218,67.506218,0,1,1,2,0.64785224,43.734055,67.506218,0,0,0,23.772161,43.734055,0,0,0,0,0,0,True
44757,1,2212,proton,0,2,116.52248,22.60088,93.9216,0.19396155,7,8,4.022675,22.473696,22.60088,24.667973,28.842945,40.41069,11.042464,11.558414,12.178969,12.489003,13.803857,15.039088,17.936993,22.473696,True
44777,2,1000010020,deuteron,1,2,84.247948,84.247948,0,1,1,2,0.56788373,47.843037,84.247948,0,0,0,36.404911,47.843037,0,0,0,0,0,0,True
44777,1,2212,proton,0,2,32.08622,32.08622,0,1,0,1,0,32.08622,32.08622,0,0,0,32.08622,0,0,0,0,0,0,0,True
44782,1,2212,proton,0,2,147.09955,25.608747,121.49081,0.17409126,7,8,4.0917869,33.73782,25.608747,29.933338,38.374557,53.182911,12.259193,13.349554,14.182332,15.751006,17.482536,20.892023,33.73782,19.445091,True
44783,2,1000010020,deuteron,1,2,54.501564,54.501564,0,1,0,1,0,54.501564,54.501564,0,0,0,54.501564,0,0,0,0,0,0,0,True
44785,2,1000010020,deuteron,1,2,131.46954,49.806,81.663544,0.3788406,3,4,1.7839748,44.154366,49.806,81.663544,0,0,22.749107,27.05689,37.509178,44.154366,0,0,0,0,True
44789,1,2212,proton,0,2,128.60353,26.477686,102.12585,0.20588616,5,6,3.2113883,42.227741,26.477686,35.167961,66.957886,0,13.077312,13.400374,15.967656,19.200306,24.730145,42.227741,0,0,True
44790,2,1000010020,deuteron,1,2,80.819916,80.819916,0,1,1,2,0.52663809,42.562847,80.819916,0,0,0,38.257072,42.562847,0,0,0,0,0,0,True
44790,1,2212,proton,0,2,93.696587,33.339272,60.357315,0.35582161,3,4,1.8843118,38.441433,33.339272,60.357315,0,0,15.941747,17.397526,21.915882,38.441433,0,0,0,0,True
44813,1,2212,proton,0,2,52.155704,23.203577,28.952127,0.4448905,3,4,1.6272931,14.808248,23.203577,28.952127,0,0,11.043457,12.16012,14.14388,14.808248,0,0,0,0,True
44820,2,1000010020,deuteron,1,2,108.87801,50.302086,58.57592,0.4620041,3,4,1.496178,40.496769,50.302086,58.57592,0,0,22.632196,27.669889,40.496769,18.079149,0,0,0,0,True
44823,2,1000010020,deuteron,1,2,35.002785,35.002785,0,1,1,2,0.35672909,22.516275,35.002785,0,0,0,22.516275,12.486511,0,0,0,0,0,0,True
44837,1,2212,proton,0,2,135.95926,25.412315,110.54694,0.18691126,6,7,3.6738005,31.466434,25.412315,31.635431,47.445076,31.466434,12.032607,13.379708,14.758593,16.876839,20.064222,27.380852,31.466434,0,True
44838,1,2212,proton,0,2,51.127159,22.544495,28.582666,0.4409495,2,3,1.3394262,28.582666,22.544495,28.582666,0,0,11.22877,11.315723,28.582666,0,0,0,0,0,True
44841,2,1000010020,deuteron,1,2,120.79823,54.843582,65.954643,0.45400983,3,4,1.3675879,62.904411,54.843582,65.954643,0,0,24.60092,30.242661,62.904411,3.0502355,0,0,0,0,True
44848,1,2212,proton,0,2,22.683208,22.683208,0,1,1,2,0.40108517,13.58531,22.683208,0,0,0,13.58531,9.0978985,0,0,0,0,0,0,True
44858,1,2212,proton,0,2,11.791309,11.791309,0,1,0,1,0,11.791309,11.791309,0,0,0,11.791309,0,0,0,0,0,0,0,True
44860,2,1000010020,deuteron,1,2,81.748833,81.748833,0,1,1,2,0.55350721,45.248569,81.748833,0,0,0,36.500263,45.248569,0,0,0,0,0,0,True
44866,2,1000010020,deuteron,1,2,71.991882,71.991882,0,1,1,2,0.33622405,47.786484,71.991882,0,0,0,47.786484,24.205402,0,0,0,0,0,0,True
44869,1,2212,proton,0,2,6.8533721,6.8533721,0,1,0,1,0,6.8533721,6.8533721,0,0,0,6.8533721,0,0,0,0,0,0,0,True
44870,2,1000010020,deuteron,1,2,62.170818,62.170818,0,1,0,1,0,62.170818,62.170818,0,0,0,62.170818,0,0,0,0,0,0,0,True
44870,1,2212,proton,0,2,63.172844,63.172844,0,1,1,2,0.59975821,37.888432,63.172844,0,0,0,25.284414,37.888432,0,0,0,0,0,0,True
44874,1,2212,proton,0,2,120.53342,22.011955,98.521469,0.18262118,7,8,4.0939941,24.265461,22.011955,25.58737,29.998692,42.935402,10.673432,11.338524,12.574651,13.012719,13.934274,16.064419,18.669939,24.265461,True
44884,1,2212,proton,0,2,114.63258,21.535118,93.097473,0.1878621,7,8,4.0286603,21.698015,21.535118,24.974846,28.707996,39.414635,10.4211,11.114019,12.269072,12.705774,13.679534,15.028461,17.716618,21.698015,True
44885,2,1000010020,deuteron,1,2,78.413521,78.413521,0,1,1,2,0.49904385,39.281734,78.413521,0,0,0,39.281734,39.131786,0,0,0,0,0,0,True
44885,1,2212,proton,0,2,47.109238,47.109238,0,1,0,1,0,47.109238,47.109238,0,0,0,47.109238,0,0,0,0,0,0,0,True
44887,2,1000010020,deuteron,1,2,131.97772,52.890759,79.086967,0.4007552,3,4,1.6899693,44.814266,52.890759,79.086967,0,0,22.299089,30.591669,44.814266,34.272701,0,0,0,0,True
44888,1,2212,proton,0,2,62.436729,27.426823,35.009903,0.43927386,3,4,1.6372452,18.349638,27.426823,35.009903,0,0,13.572031,13.854791,16.660267,18.349638,0,0,0,0,True
44889,2,1000010020,deuteron,1,2,42.354263,42.354263,0,1,0,1,0,42.354263,42.354263,0,0,0,42.354263,0,0,0,0,0,0,0,True
44895,1,2212,proton,0,2,113.60628,21.40654,92.199738,0.18842743,7,8,4.0567803,21.798317,21.40654,24.386036,28.112343,39.701355,9.9135227,11.493018,11.363088,13.022948,12.980494,15.131849,17.903038,21.798317,True
44904,1,2212,proton,0,2,129.80727,27.392155,102.41511,0.21102174,5,6,3.2032495,43.64389,27.392155,35.201683,67.213425,0,13.775092,13.617063,15.914639,19.287045,23.569536,43.64389,0,0,True
44907,2,1000010020,deuteron,1,2,33.257607,33.257607,0,1,0,1,0,33.257607,33.257607,0,0,0,33.257607,0,0,0,0,0,0,0,True
44907,1,2212,proton,0,2,134.58,25.559055,109.02095,0.18991719,6,7,3.6297803,29.728764,25.559055,31.431084,49.824684,27.765182,12.626716,12.932341,14.348316,17.082767,20.095921,29.728764,27.765182,0,True
44915,1,2212,proton,0,2,115.76385,21.093449,94.67041,0.18221101,7,8,4.100421,23.107346,21.093449,24.152828,29.671356,40.846222,9.6329651,11.460485,12.056857,12.095971,13.723067,15.948289,17.738876,23.107346,True
44916,2,1000010020,deuteron,1,2,58.991646,58.991646,0,1,0,1,0,58.991646,58.991646,0,0,0,58.991646,0,0,0,0,0,0,0,True
44928,2,1000010020,deuteron,1,2,61.18222,61.18222,0,1,0,1,0,61.18222,61.18222,0,0,0,61.18222,0,0,0,0,0,0,0,True
44928,1,2212,proton,0,2,68.143715,68.143715,0,1,1,2,0.65472949,44.6157,68.143715,0,0,0,23.528017,44.6157,0,0,0,0,0,0,True
44929,2,1000010020,deuteron,1,2,81.316566,81.316566,0,1,1,2,0.52270752,42.50478,81.316566,0,0,0,38.811787,42.50478,0,0,0,0,0,0,True
44941,1,2212,proton,0,2,135.03569,25.417576,109.61811,0.18822858,6,7,3.5628877,32.639992,25.417576,32.832928,54.033531,22.751656,12.503392,12.914185,15.580014,17.252914,21.393539,32.639992,22.751656,0,True
44950,2,1000010020,deuteron,1,2,119.30128,55.240078,64.061211,0.46303004,2,3,1.3350767,64.061211,55.240078,64.061211,0,0,24.08614,31.153938,64.061211,0,0,0,0,0,True
44952,1,2212,proton,0,2,117.81252,22.123234,95.689293,0.18778338,7,8,4.037468,22.527962,22.123234,25.479015,29.589321,40.620956,10.715693,11.407541,12.570022,12.908993,13.810594,15.778728,18.092995,22.527962,True
44954,2,1000010020,deuteron,1,2,68.545898,68.545898,0,1,1,2,0.24020781,52.080635,68.545898,0,0,0,52.080635,16.46526,0,0,0,0,0,0,True
44957,2,1000010020,deuteron,1,2,65.304878,65.304878,0,1,0,1,0,65.304878,65.304878,0,0,0,65.304878,0,0,0,0,0,0,0,True
44973,2,1000010020,deuteron,1,2,132.6946,50.482414,82.212173,0.38044062,3,4,1.7859563,44.598637,50.482414,82.212173,0,0,22.518671,27.963743,37.613541,44.598637,0,0,0,0,True
44974,2,1000010020,deuteron,1,2,55.856144,55.856144,0,1,0,1,0,55.856144,55.856144,0,0,0,55.856144,0,0,0,0,0,0,0,True
44974,1,2212,proton,0,2,90.357384,38.69223,51.665154,0.42821327,3,4,1.558534,35.751823,38.69223,51.665154,0,0,17.110811,21.581421,35.751823,15.913331,0,0,0,0,True
44978,2,1000010020,deuteron,1,2,123.17226,52.2006,70.971664,0.4238016,3,4,1.5760734,48.041977,52.2006,70.971664,0,0,22.94508,29.255522,48.041977,22.929684,0,0,0,0,True
44982,2,1000010020,deuteron,1,2,15.559048,15.559048,0,1,0,1,0,15.559048,15.559048,0,0,0,15.559048,0,0,0,0,0,0,0,True
44988,2,1000010020,deuteron,1,2,74.836372,74.836372,0,1,1,2,0.41946924,43.444817,74.836372,0,0,0,43.444817,31.391556,0,0,0,0,0,0,True
44992,1,2212,proton,0,2,54.043259,54.043259,0,1,1,2,0.39173868,32.872421,54.043259,0,0,0,32.872421,21.170835,0,0,0,0,0,0,True
45002,1,2212,proton,0,3,139.02092,24.321205,114.69971,0.17494637,6,7,3.8504472,41.144585,24.321205,29.873898,43.681236,41.144585,11.387551,12.933655,13.488708,16.385189,19.047628,24.633608,41.144585,0,True
45004,1,2212,proton,0,3,134.34148,26.180891,108.16058,0.19488315,6,7,3.4397838,37.364559,26.180891,34.258671,59.675583,14.226328,12.572702,13.608189,15.703424,18.555248,22.311024,37.364559,14.226328,0,True
45006,2,1000010020,deuteron,1,3,33.663052,33.663052,0,1,0,1,0,33.663052,33.663052,0,0,0,33.663052,0,0,0,0,0,0,0,True
45006,1,2212,proton,0,3,134.07854,26.071516,108.00703,0.19444959,6,7,3.5637956,31.241806,26.071516,32.022953,52.298561,23.685511,12.101587,13.969929,14.759429,17.263525,21.056757,31.241806,23.685511,0,True
45008,2,1000010020,deuteron,1,3,54.008308,54.008308,0,1,0,1,0,54.008308,54.008308,0,0,0,54.008308,0,0,0,0,0,0,0,True
45009,1,2212,proton,0,3,129.93845,26.380219,103.55824,0.20302089,5,6,3.2743745,47.037407,26.380219,34.113312,69.444931,0,12.647217,13.733001,15.42293,18.69038,22.407522,47.037407,0,0,True
45013,2,1000010020,deuteron,1,3,82.530411,82.530411,0,1,1,2,0.54561192,45.029575,82.530411,0,0,0,37.500832,45.029575,0,0,0,0,0,0,True
45013,1,2212,proton,0,3,83.619705,42.963245,40.656456,0.51379329,2,3,1.2643234,40.656456,42.963245,40.656456,0,0,18.553814,24.409431,40.656456,0,0,0,0,0,True
45021,2,1000010020,deuteron,1,3,58.277699,58.277699,0,1,0,1,0,58.277699,58.277699,0,0,0,58.277699,0,0,0,0,0,0,0,True
45021,1,2212,proton,0,3,89.287025,40.15921,49.127815,0.44977656,2,3,1.3462949,49.127815,40.15921,49.127815,0,0,18.208181,21.951031,49.127815,0,0,0,0,0,True
45027,1,2212,proton,0,3,70.240051,27.107582,43.132469,0.38592771,4,5,1.9584305,18.417225,27.107582,33.72089,9.411581,0,13.05265,14.054932,15.303664,18.417225,9.411581,0,0,0,True
45040,1,2212,proton,0,3,126.91588,26.060051,100.85582,0.20533326,5,6,3.257602,44.422131,26.060051,32.87632,67.979507,0,12.663001,13.397051,14.924747,17.951574,23.557375,44.422131,0,0,True
45043,2,1000010020,deuteron,1,3,121.12235,54.206505,66.915848,0.4475351,3,4,1.4360949,56.849087,54.206505,66.915848,0,0,24.161785,30.044718,56.849087,10.066763,0,0,0,0,True
45043,1,2212,proton,0,3,9.4923935,9.4923935,0,1,0,1,0,9.4923935,9.4923935,0,0,0,9.4923935,0,0,0,0,0,0,0,True
45044,1,2212,proton,0,3,127.73116,29.221912,98.509254,0.22877671,5,6,3.0649586,35.407841,29.221912,36.606018,61.903236,0,14.0344,15.187513,16.535656,20.070362,26.495396,35.407841,0,0,True
45046,2,1000010020,deuteron,1,3,64.029037,64.029037,0,1,0,1,0,64.029037,64.029037,0,0,0,64.029037,0,0,0,0,0,0,0,True
45050,2,1000010020,deuteron,1,3,120.63722,56.232712,64.40451,0.4661307,2,3,1.3282965,64.40451,56.232712,64.40451,0,0,24.799728,31.432983,64.40451,0,0,0,0,0,True
45050,1,2212,proton,0,3,45.389252,45.389252,0,1,0,1,0,45.389252,45.389252,0,0,0,45.389252,0,0,0,0,0,0,0,True
45052,2,1000010020,deuteron,1,3,133.17091,48.240139,84.930779,0.36224231,3,4,1.8425506,48.820202,48.240139,84.930779,0,0,21.547756,26.692383,36.110577,48.820202,0,0,0,0,True
45084,2,1000010020,deuteron,1,3,72.223495,72.223495,0,1,1,2,0.37323925,45.266853,72.223495,0,0,0,45.266853,26.956644,0,0,0,0,0,0,True
45084,1,2212,proton,0,3,50.390099,50.390099,0,1,1,2,0.24327493,38.131451,50.390099,0,0,0,38.131451,12.258648,0,0,0,0,0,0,True
45102,1,2212,proton,0,3,9.6372919,9.6372919,0,1,0,1,0,9.6372919,9.6372919,0,0,0,9.6372919,0,0,0,0,0,0,0,True
45112,1,2212,proton,0,3,138.23434,25.480083,112.75426,0.18432528,6,7,3.7111859,34.793369,25.480083,31.957058,46.00383,34.793369,12.377669,13.102414,15.353854,16.603203,19.385731,26.618099,34.793369,0,True
45113,2,1000010020,deuteron,1,3,51.048622,51.048622,0,1,1,2,0.37484458,31.913322,51.048622,0,0,0,31.913322,19.1353,0,0,0,0,0,0,True
