method,n,harm_rate,flag_rate,precision,recall,f1,accepted_coverage,accepted_charge_bias_frac,accepted_charge_res68_frac,accepted_timing_abs68_ns,accepted_timing_tail_frac_gt5ns,calibration_ece,precision_ci95,recall_ci95,accepted_coverage_ci95,accepted_charge_res68_frac_ci95,accepted_timing_abs68_ns_ci95,accepted_timing_tail_frac_gt5ns_ci95,flag_rate_ci95,stave,run
mlp,323,0.5510835913312694,0.5851393188854489,0.9206349206349206,0.9775280898876404,0.9482288828337875,0.4148606811145511,0.015017261587909062,0.05748408064510423,0.19158343023999846,0.05223880597014925,0.033763919420060545,"[0.9206349206349206, 0.9206349206349206]","[0.9775280898876404, 0.9775280898876404]","[0.4148606811145511, 0.4148606811145511]","[0.05748408064510423, 0.05748408064510423]","[0.19158343023999846, 0.19158343023999846]","[0.05223880597014925, 0.05223880597014925]","[0.5851393188854489, 0.5851393188854489]",B6,65
cnn_1d,323,0.5510835913312694,0.8359133126934984,0.6481481481481481,0.9831460674157303,0.7812500000000001,0.16408668730650156,0.0003009593231542507,0.0452990750551183,0.09589605807608702,0.03773584905660377,0.1722354495396186,"[0.6481481481481481, 0.6481481481481481]","[0.9831460674157303, 0.9831460674157303]","[0.16408668730650156, 0.16408668730650156]","[0.0452990750551183, 0.0452990750551183]","[0.09589605807608702, 0.09589605807608702]","[0.03773584905660377, 0.03773584905660377]","[0.8359133126934984, 0.8359133126934984]",B6,65
wavegate_resnet,323,0.5510835913312694,0.8452012383900929,0.6446886446886447,0.9887640449438202,0.7804878048780487,0.15479876160990713,0.000354536098194204,0.032188415132620156,0.056503075334167645,0.0,0.18259215339926008,"[0.6446886446886447, 0.6446886446886447]","[0.9887640449438202, 0.9887640449438202]","[0.15479876160990713, 0.15479876160990713]","[0.032188415132620156, 0.032188415132620156]","[0.056503075334167645, 0.056503075334167645]","[0.0, 0.0]","[0.8452012383900929, 0.8452012383900929]",B6,65
shuffled_target_gbt,323,0.5510835913312694,0.0,0.0,0.0,0.0,1.0,0.05589100029392284,0.3413569445846532,0.1560205547575248,0.11455108359133127,0.2142622756477564,"[0.0, 0.0]","[0.0, 0.0]","[1.0, 1.0]","[0.3413569445846532, 0.3413569445846532]","[0.1560205547575248, 0.1560205547575248]","[0.11455108359133127, 0.11455108359133127]","[0.0, 0.0]",B6,65
traditional_rule,114,0.543859649122807,0.42105263157894735,0.6666666666666666,0.5161290322580645,0.5818181818181819,0.5789473684210527,-0.05439177360511871,0.17286030444917544,0.08184863084050137,0.015151515151515152,0.17105263157894737,"[0.6666666666666666, 0.6666666666666666]","[0.5161290322580645, 0.5161290322580645]","[0.5789473684210527, 0.5789473684210527]","[0.17286030444917544, 0.17286030444917544]","[0.08184863084050137, 0.08184863084050137]","[0.015151515151515152, 0.015151515151515152]","[0.42105263157894735, 0.42105263157894735]",B8,58
ridge,114,0.543859649122807,0.7543859649122807,0.6046511627906976,0.8387096774193549,0.7027027027027026,0.24561403508771928,-0.04611165671947798,0.08127646935137242,0.043962804693702257,0.03571428571428571,0.18300789646935045,"[0.6046511627906976, 0.6046511627906976]","[0.8387096774193549, 0.8387096774193549]","[0.24561403508771928, 0.24561403508771928]","[0.08127646935137242, 0.08127646935137242]","[0.043962804693702257, 0.043962804693702257]","[0.03571428571428571, 0.03571428571428571]","[0.7543859649122807, 0.7543859649122807]",B8,58
gradient_boosted_trees,114,0.543859649122807,0.6666666666666666,0.7368421052631579,0.9032258064516129,0.8115942028985507,0.3333333333333333,-0.02703581390672909,0.07396434877063891,0.09780136398742742,0.13157894736842105,0.121545258618971,"[0.7368421052631579, 0.7368421052631579]","[0.9032258064516129, 0.9032258064516129]","[0.3333333333333333, 0.3333333333333333]","[0.07396434877063891, 0.07396434877063891]","[0.09780136398742742, 0.09780136398742742]","[0.13157894736842105, 0.13157894736842105]","[0.6666666666666666, 0.6666666666666666]",B8,58
mlp,114,0.543859649122807,0.5614035087719298,0.90625,0.9354838709677419,0.9206349206349206,0.43859649122807015,-0.010748748404504266,0.06981878370001186,0.13796765824199014,0.12,0.06727043675916822,"[0.90625, 0.90625]","[0.9354838709677419, 0.9354838709677419]","[0.43859649122807015, 0.43859649122807015]","[0.06981878370001186, 0.06981878370001186]","[0.13796765824199014, 0.13796765824199014]","[0.12, 0.12]","[0.5614035087719298, 0.5614035087719298]",B8,58
cnn_1d,114,0.543859649122807,0.8245614035087719,0.5851063829787234,0.8870967741935484,0.7051282051282052,0.17543859649122806,-0.042423323401505925,0.09276809473333784,0.05048893738460209,0.05,0.23512495897318186,"[0.5851063829787234, 0.5851063829787234]","[0.8870967741935484, 0.8870967741935484]","[0.17543859649122806, 0.17543859649122806]","[0.09276809473333784, 0.09276809473333784]","[0.05048893738460209, 0.05048893738460209]","[0.05, 0.05]","[0.8245614035087719, 0.8245614035087719]",B8,58
wavegate_resnet,114,0.543859649122807,0.7192982456140351,0.6097560975609756,0.8064516129032258,0.6944444444444445,0.2807017543859649,-0.04611165671947798,0.08007200831584192,0.051652692196565805,0.03125,0.21812351593715057,"[0.6097560975609756, 0.6097560975609756]","[0.8064516129032258, 0.8064516129032258]","[0.2807017543859649, 0.2807017543859649]","[0.08007200831584192, 0.08007200831584192]","[0.051652692196565805, 0.051652692196565805]","[0.03125, 0.03125]","[0.7192982456140351, 0.7192982456140351]",B8,58
shuffled_target_gbt,114,0.543859649122807,0.0,0.0,0.0,0.0,1.0,0.030605973707175466,0.37570653238890694,0.08906364836613877,0.10526315789473684,0.19916203807400862,"[0.0, 0.0]","[0.0, 0.0]","[1.0, 1.0]","[0.37570653238890694, 0.37570653238890694]","[0.08906364836613877, 0.08906364836613877]","[0.10526315789473684, 0.10526315789473684]","[0.0, 0.0]",B8,58
traditional_rule,919,0.3068552774755169,0.20239390642002175,0.6021505376344086,0.3971631205673759,0.47863247863247865,0.7976060935799782,-0.018421014400935933,0.0681071043276791,0.07888739948117718,0.021828103683492497,0.04270946681175192,"[0.6021505376344086, 0.6021505376344086]","[0.3971631205673759, 0.3971631205673759]","[0.7976060935799782, 0.7976060935799782]","[0.0681071043276791, 0.0681071043276791]","[0.07888739948117718, 0.07888739948117718]","[0.021828103683492497, 0.021828103683492497]","[0.20239390642002175, 0.20239390642002175]",B8,59
ridge,919,0.3068552774755169,0.5636561479869423,0.3552123552123552,0.6524822695035462,0.46,0.4363438520130577,-0.02912471423232877,0.06899615610461553,0.056954441745787676,0.02493765586034913,0.23359964322602791,"[0.3552123552123552, 0.3552123552123552]","[0.6524822695035462, 0.6524822695035462]","[0.4363438520130577, 0.4363438520130577]","[0.06899615610461553, 0.06899615610461553]","[0.056954441745787676, 0.056954441745787676]","[0.02493765586034913, 0.02493765586034913]","[0.5636561479869423, 0.5636561479869423]",B8,59
gradient_boosted_trees,919,0.3068552774755169,0.4885745375408052,0.5456570155902004,0.8687943262411347,0.6703146374829001,0.5114254624591947,-0.012221895396964546,0.0523933557466062,0.10103451029030225,0.0425531914893617,0.19226662237981218,"[0.5456570155902004, 0.5456570155902004]","[0.8687943262411347, 0.8687943262411347]","[0.5114254624591947, 0.5114254624591947]","[0.0523933557466062, 0.0523933557466062]","[0.10103451029030225, 0.10103451029030225]","[0.0425531914893617, 0.0425531914893617]","[0.4885745375408052, 0.4885745375408052]",B8,59
mlp,919,0.3068552774755169,0.35038084874863984,0.7888198757763976,0.900709219858156,0.8410596026490067,0.6496191512513602,-0.0020715764199124484,0.05596994430604237,0.18148232968692615,0.10050251256281408,0.07743309099668907,"[0.7888198757763976, 0.7888198757763976]","[0.900709219858156, 0.900709219858156]","[0.6496191512513602, 0.6496191512513602]","[0.05596994430604237, 0.05596994430604237]","[0.18148232968692615, 0.18148232968692615]","[0.10050251256281408, 0.10050251256281408]","[0.35038084874863984, 0.35038084874863984]",B8,59
cnn_1d,919,0.3068552774755169,0.6202393906420022,0.3526315789473684,0.7127659574468085,0.47183098591549283,0.3797606093579978,-0.0283968627288809,0.06936798189908183,0.05694011375612092,0.025787965616045846,0.31642122753167184,"[0.3526315789473684, 0.3526315789473684]","[0.7127659574468085, 0.7127659574468085]","[0.3797606093579978, 0.3797606093579978]","[0.06936798189908183, 0.06936798189908183]","[0.05694011375612092, 0.05694011375612092]","[0.025787965616045846, 0.025787965616045846]","[0.6202393906420022, 0.6202393906420022]",B8,59
wavegate_resnet,919,0.3068552774755169,0.4689880304678999,0.4408352668213457,0.6737588652482269,0.5329593267882188,0.5310119695321001,-0.024923960445764684,0.06121481376277107,0.05698596883938365,0.00819672131147541,0.25002264206564223,"[0.4408352668213457, 0.4408352668213457]","[0.6737588652482269, 0.6737588652482269]","[0.5310119695321001, 0.5310119695321001]","[0.06121481376277107, 0.06121481376277107]","[0.05698596883938365, 0.05698596883938365]","[0.00819672131147541, 0.00819672131147541]","[0.4689880304678999, 0.4689880304678999]",B8,59
shuffled_target_gbt,919,0.3068552774755169,0.0,0.0,0.0,0.0,1.0,-0.0036017135698896514,0.13854522698418234,0.18056082854597422,0.13928182807399347,0.04709500689832339,"[0.0, 0.0]","[0.0, 0.0]","[1.0, 1.0]","[0.13854522698418234, 0.13854522698418234]","[0.18056082854597422, 0.18056082854597422]","[0.13928182807399347, 0.13928182807399347]","[0.0, 0.0]",B8,59
traditional_rule,927,0.36461704422869473,0.24379719525350593,0.672566371681416,0.44970414201183434,0.5390070921985816,0.756202804746494,-0.02627856614526545,0.07514391408017855,0.06738362228430364,0.015691868758915834,0.05501618122977346,"[0.672566371681416, 0.672566371681416]","[0.44970414201183434, 0.44970414201183434]","[0.756202804746494, 0.756202804746494]","[0.07514391408017855, 0.07514391408017855]","[0.06738362228430364, 0.06738362228430364]","[0.015691868758915834, 0.015691868758915834]","[0.24379719525350593, 0.24379719525350593]",B8,60
ridge,927,0.36461704422869473,0.47896440129449835,0.5045045045045045,0.6627218934911243,0.5728900255754475,0.5210355987055016,-0.033887599163481816,0.0751107309877957,0.06844439472400743,0.028985507246376812,0.18911878168261423,"[0.5045045045045045, 0.5045045045045045]","[0.6627218934911243, 0.6627218934911243]","[0.5210355987055016, 0.5210355987055016]","[0.0751107309877957, 0.0751107309877957]","[0.06844439472400743, 0.06844439472400743]","[0.028985507246376812, 0.028985507246376812]","[0.47896440129449835, 0.47896440129449835]",B8,60
gradient_boosted_trees,927,0.36461704422869473,0.49730312837108953,0.648590021691974,0.8846153846153846,0.7484355444305382,0.5026968716289104,-0.01390166199537735,0.06128402071246839,0.23346815955241504,0.04721030042918455,0.14500568510113107,"[0.648590021691974, 0.648590021691974]","[0.8846153846153846, 0.8846153846153846]","[0.5026968716289104, 0.5026968716289104]","[0.06128402071246839, 0.06128402071246839]","[0.23346815955241504, 0.23346815955241504]","[0.04721030042918455, 0.04721030042918455]","[0.49730312837108953, 0.49730312837108953]",B8,60
mlp,927,0.36461704422869473,0.4034519956850054,0.8181818181818182,0.9053254437869822,0.8595505617977528,0.5965480043149946,-0.003238841302452242,0.06391775573494445,0.41357364322007445,0.0922242314647378,0.06501198277565497,"[0.8181818181818182, 0.8181818181818182]","[0.9053254437869822, 0.9053254437869822]","[0.5965480043149946, 0.5965480043149946]","[0.06391775573494445, 0.06391775573494445]","[0.41357364322007445, 0.41357364322007445]","[0.0922242314647378, 0.0922242314647378]","[0.4034519956850054, 0.4034519956850054]",B8,60
cnn_1d,927,0.36461704422869473,0.5620280474649406,0.45873320537428025,0.7071005917159763,0.5564610011641443,0.43797195253505933,-0.032396732823793836,0.07903887877333128,0.11205595781847538,0.03694581280788178,0.2081862305046864,"[0.45873320537428025, 0.45873320537428025]","[0.7071005917159763, 0.7071005917159763]","[0.43797195253505933, 0.43797195253505933]","[0.07903887877333128, 0.07903887877333128]","[0.11205595781847538, 0.11205595781847538]","[0.03694581280788178, 0.03694581280788178]","[0.5620280474649406, 0.5620280474649406]",B8,60
wavegate_resnet,927,0.36461704422869473,0.4368932038834951,0.5259259259259259,0.6301775147928994,0.5733512786002691,0.5631067961165048,-0.03356054308881428,0.07228765780276572,0.058448821722102764,0.01532567049808429,0.17227674994950246,"[0.5259259259259259, 0.5259259259259259]","[0.6301775147928994, 0.6301775147928994]","[0.5631067961165048, 0.5631067961165048]","[0.07228765780276572, 0.07228765780276572]","[0.058448821722102764, 0.058448821722102764]","[0.01532567049808429, 0.01532567049808429]","[0.4368932038834951, 0.4368932038834951]",B8,60
shuffled_target_gbt,927,0.36461704422869473,0.0,0.0,0.0,0.0,1.0,-0.002090232502666278,0.19879213731820908,0.25631762123357515,0.13268608414239483,0.01319020251463325,"[0.0, 0.0]","[0.0, 0.0]","[1.0, 1.0]","[0.19879213731820908, 0.19879213731820908]","[0.25631762123357515, 0.25631762123357515]","[0.13268608414239483, 0.13268608414239483]","[0.0, 0.0]",B8,60
traditional_rule,1059,0.31350330500472146,0.21813031161473087,0.6363636363636364,0.4427710843373494,0.5222024866785079,0.7818696883852692,-0.028183513794846217,0.06737250166658883,0.06616926317860745,0.01932367149758454,0.054532577903682725,"[0.6363636363636364, 0.6363636363636364]","[0.4427710843373494, 0.4427710843373494]","[0.7818696883852692, 0.7818696883852692]","[0.06737250166658883, 0.06737250166658883]","[0.06616926317860745, 0.06616926317860745]","[0.01932367149758454, 0.01932367149758454]","[0.21813031161473087, 0.21813031161473087]",B8,61
ridge,1059,0.31350330500472146,0.4664778092540132,0.3967611336032389,0.5903614457831325,0.4745762711864407,0.5335221907459868,-0.03343114620676265,0.07099258260563118,0.059947646463819663,0.024778761061946902,0.2063430326518526,"[0.3967611336032389, 0.3967611336032389]","[0.5903614457831325, 0.5903614457831325]","[0.5335221907459868, 0.5335221907459868]","[0.07099258260563118, 0.07099258260563118]","[0.059947646463819663, 0.059947646463819663]","[0.024778761061946902, 0.024778761061946902]","[0.4664778092540132, 0.4664778092540132]",B8,61
gradient_boosted_trees,1059,0.31350330500472146,0.493862134088763,0.5678776290630975,0.8945783132530121,0.6947368421052632,0.506137865911237,-0.017701962783917946,0.051712918661598085,0.08314422331374877,0.03171641791044776,0.19187137614120492,"[0.5678776290630975, 0.5678776290630975]","[0.8945783132530121, 0.8945783132530121]","[0.506137865911237, 0.506137865911237]","[0.051712918661598085, 0.051712918661598085]","[0.08314422331374877, 0.08314422331374877]","[0.03171641791044776, 0.03171641791044776]","[0.493862134088763, 0.493862134088763]",B8,61
mlp,1059,0.31350330500472146,0.336166194523135,0.8455056179775281,0.9066265060240963,0.8749999999999999,0.663833805476865,-0.0071745174001418294,0.05348046103806375,0.10106133060039739,0.07254623044096728,0.04875836432494826,"[0.8455056179775281, 0.8455056179775281]","[0.9066265060240963, 0.9066265060240963]","[0.663833805476865, 0.663833805476865]","[0.05348046103806375, 0.05348046103806375]","[0.10106133060039739, 0.10106133060039739]","[0.07254623044096728, 0.07254623044096728]","[0.336166194523135, 0.336166194523135]",B8,61
cnn_1d,1059,0.31350330500472146,0.6081208687440982,0.36645962732919257,0.7108433734939759,0.4836065573770493,0.3918791312559018,-0.03219450408093701,0.07554560555917254,0.07187042853672937,0.02650602409638554,0.26709422070226996,"[0.36645962732919257, 0.36645962732919257]","[0.7108433734939759, 0.7108433734939759]","[0.3918791312559018, 0.3918791312559018]","[0.07554560555917254, 0.07554560555917254]","[0.07187042853672937, 0.07187042853672937]","[0.02650602409638554, 0.02650602409638554]","[0.6081208687440982, 0.6081208687440982]",B8,61
wavegate_resnet,1059,0.31350330500472146,0.43531633616619453,0.4403470715835141,0.6114457831325302,0.5119798234552333,0.5646836638338055,-0.03275423939590945,0.06487425743280212,0.05993891819253222,0.013377926421404682,0.22154927042724493,"[0.4403470715835141, 0.4403470715835141]","[0.6114457831325302, 0.6114457831325302]","[0.5646836638338055, 0.5646836638338055]","[0.06487425743280212, 0.06487425743280212]","[0.05993891819253222, 0.05993891819253222]","[0.013377926421404682, 0.013377926421404682]","[0.43531633616619453, 0.43531633616619453]",B8,61
shuffled_target_gbt,1059,0.31350330500472146,0.0,0.0,0.0,0.0,1.0,-0.006770577368826719,0.10802183738103414,0.12846609913124182,0.12936732766761094,0.04918524291989986,"[0.0, 0.0]","[0.0, 0.0]","[1.0, 1.0]","[0.10802183738103414, 0.10802183738103414]","[0.12846609913124182, 0.12846609913124182]","[0.12936732766761094, 0.12936732766761094]","[0.0, 0.0]",B8,61
traditional_rule,929,0.3240043057050592,0.2238966630785791,0.6057692307692307,0.4186046511627907,0.49508840864440073,0.7761033369214209,-0.023182481862002544,0.07101999272519216,0.07075451845949346,0.019417475728155338,0.029601722282023686,"[0.6057692307692307, 0.6057692307692307]","[0.4186046511627907, 0.4186046511627907]","[0.7761033369214209, 0.7761033369214209]","[0.07101999272519216, 0.07101999272519216]","[0.07075451845949346, 0.07075451845949346]","[0.019417475728155338, 0.019417475728155338]","[0.2238966630785791, 0.2238966630785791]",B8,62
ridge,929,0.3240043057050592,0.5156081808396125,0.40292275574112735,0.6411960132890365,0.4948717948717949,0.48439181916038754,-0.02869673801102017,0.07522985195921614,0.06477761458286166,0.017777777777777778,0.2095743738860694,"[0.40292275574112735, 0.40292275574112735]","[0.6411960132890365, 0.6411960132890365]","[0.48439181916038754, 0.48439181916038754]","[0.07522985195921614, 0.07522985195921614]","[0.06477761458286166, 0.06477761458286166]","[0.017777777777777778, 0.017777777777777778]","[0.5156081808396125, 0.5156081808396125]",B8,62
gradient_boosted_trees,929,0.3240043057050592,0.49730893433799783,0.5822510822510822,0.893687707641196,0.7051114023591087,0.5026910656620022,-0.012243411506320565,0.05662951215356302,0.11509251525709514,0.042826552462526764,0.18058403594042932,"[0.5822510822510822, 0.5822510822510822]","[0.893687707641196, 0.893687707641196]","[0.5026910656620022, 0.5026910656620022]","[0.05662951215356302, 0.05662951215356302]","[0.11509251525709514, 0.11509251525709514]","[0.042826552462526764, 0.042826552462526764]","[0.49730893433799783, 0.49730893433799783]",B8,62
mlp,929,0.3240043057050592,0.3767491926803014,0.8057142857142857,0.9368770764119602,0.8663594470046083,0.6232508073196986,-0.004360535111067956,0.05236740447157311,0.1283804044335432,0.0846286701208981,0.06889867467999804,"[0.8057142857142857, 0.8057142857142857]","[0.9368770764119602, 0.9368770764119602]","[0.6232508073196986, 0.6232508073196986]","[0.05236740447157311, 0.05236740447157311]","[0.1283804044335432, 0.1283804044335432]","[0.0846286701208981, 0.0846286701208981]","[0.3767491926803014, 0.3767491926803014]",B8,62
cnn_1d,929,0.3240043057050592,0.6081808396124866,0.368141592920354,0.6910299003322259,0.4803695150115474,0.39181916038751347,-0.031990913324106654,0.07882344678601512,0.07804192581147647,0.016483516483516484,0.264023706974588,"[0.368141592920354, 0.368141592920354]","[0.6910299003322259, 0.6910299003322259]","[0.39181916038751347, 0.39181916038751347]","[0.07882344678601512, 0.07882344678601512]","[0.07804192581147647, 0.07804192581147647]","[0.016483516483516484, 0.016483516483516484]","[0.6081808396124866, 0.6081808396124866]",B8,62
wavegate_resnet,929,0.3240043057050592,0.33584499461786865,0.5833333333333334,0.6046511627906976,0.5938009787928222,0.6641550053821313,-0.019919991358722366,0.06327713832347262,0.06337467064562108,0.012965964343598054,0.1477787558819429,"[0.5833333333333334, 0.5833333333333334]","[0.6046511627906976, 0.6046511627906976]","[0.6641550053821313, 0.6641550053821313]","[0.06327713832347262, 0.06327713832347262]","[0.06337467064562108, 0.06337467064562108]","[0.012965964343598054, 0.012965964343598054]","[0.33584499461786865, 0.33584499461786865]",B8,62
shuffled_target_gbt,929,0.3240043057050592,0.0,0.0,0.0,0.0,1.0,-0.004360535111067956,0.14601736237054277,0.17400150172455853,0.14208826695371368,0.024686635514779398,"[0.0, 0.0]","[0.0, 0.0]","[1.0, 1.0]","[0.14601736237054277, 0.14601736237054277]","[0.17400150172455853, 0.17400150172455853]","[0.14208826695371368, 0.14208826695371368]","[0.0, 0.0]",B8,62
traditional_rule,453,0.3686534216335541,0.24503311258278146,0.6846846846846847,0.4550898203592814,0.5467625899280576,0.7549668874172185,-0.02951190800683945,0.07627858180724291,0.08536506522802456,0.017543859649122806,0.053532008830022085,"[0.6846846846846847, 0.6846846846846847]","[0.4550898203592814, 0.4550898203592814]","[0.7549668874172185, 0.7549668874172185]","[0.07627858180724291, 0.07627858180724291]","[0.08536506522802456, 0.08536506522802456]","[0.017543859649122806, 0.017543859649122806]","[0.24503311258278146, 0.24503311258278146]",B8,63
ridge,453,0.3686534216335541,0.5629139072847682,0.4666666666666667,0.7125748502994012,0.5639810426540284,0.4370860927152318,-0.03704357697852527,0.06872431695166653,0.06445376256971401,0.025252525252525252,0.19106840366954048,"[0.4666666666666667, 0.4666666666666667]","[0.7125748502994012, 0.7125748502994012]","[0.4370860927152318, 0.4370860927152318]","[0.06872431695166653, 0.06872431695166653]","[0.06445376256971401, 0.06445376256971401]","[0.025252525252525252, 0.025252525252525252]","[0.5629139072847682, 0.5629139072847682]",B8,63
gradient_boosted_trees,453,0.3686534216335541,0.49448123620309054,0.6741071428571429,0.9041916167664671,0.772378516624041,0.5055187637969095,-0.016699028137005717,0.0578684654597743,0.12196972080810992,0.034934497816593885,0.14548976145133993,"[0.6741071428571429, 0.6741071428571429]","[0.9041916167664671, 0.9041916167664671]","[0.5055187637969095, 0.5055187637969095]","[0.0578684654597743, 0.0578684654597743]","[0.12196972080810992, 0.12196972080810992]","[0.034934497816593885, 0.034934497816593885]","[0.49448123620309054, 0.49448123620309054]",B8,63
mlp,453,0.3686534216335541,0.39514348785871967,0.8715083798882681,0.9341317365269461,0.9017341040462428,0.6048565121412803,-0.007679974609308492,0.0531328892440452,0.11262337123168639,0.06204379562043796,0.0377844224051105,"[0.8715083798882681, 0.8715083798882681]","[0.9341317365269461, 0.9341317365269461]","[0.6048565121412803, 0.6048565121412803]","[0.0531328892440452, 0.0531328892440452]","[0.11262337123168639, 0.11262337123168639]","[0.06204379562043796, 0.06204379562043796]","[0.39514348785871967, 0.39514348785871967]",B8,63
cnn_1d,453,0.3686534216335541,0.6048565121412803,0.45255474452554745,0.7425149700598802,0.562358276643991,0.39514348785871967,-0.03715619212922985,0.07263087755380475,0.07039192192227546,0.027932960893854747,0.242377701891837,"[0.45255474452554745, 0.45255474452554745]","[0.7425149700598802, 0.7425149700598802]","[0.39514348785871967, 0.39514348785871967]","[0.07263087755380475, 0.07263087755380475]","[0.07039192192227546, 0.07039192192227546]","[0.027932960893854747, 0.027932960893854747]","[0.6048565121412803, 0.6048565121412803]",B8,63
wavegate_resnet,453,0.3686534216335541,0.565121412803532,0.48046875,0.7365269461077845,0.5815602836879432,0.434878587196468,-0.035720661942344106,0.07077497963864168,0.07052095497874547,0.030456852791878174,0.2139342049975565,"[0.48046875, 0.48046875]","[0.7365269461077845, 0.7365269461077845]","[0.434878587196468, 0.434878587196468]","[0.07077497963864168, 0.07077497963864168]","[0.07052095497874547, 0.07052095497874547]","[0.030456852791878174, 0.030456852791878174]","[0.565121412803532, 0.565121412803532]",B8,63
shuffled_target_gbt,453,0.3686534216335541,0.0,0.0,0.0,0.0,1.0,-0.006658262469405284,0.197733304627803,0.15818918170199842,0.13024282560706402,0.02615243193947981,"[0.0, 0.0]","[0.0, 0.0]","[1.0, 1.0]","[0.197733304627803, 0.197733304627803]","[0.15818918170199842, 0.15818918170199842]","[0.13024282560706402, 0.13024282560706402]","[0.0, 0.0]",B8,63
traditional_rule,271,0.39114391143911437,0.22878228782287824,0.7258064516129032,0.42452830188679247,0.5357142857142857,0.7712177121771218,-0.02718839966144209,0.08388327711355906,0.08367891762262927,0.019138755980861243,0.09225092250922512,"[0.7258064516129032, 0.7258064516129032]","[0.42452830188679247, 0.42452830188679247]","[0.7712177121771218, 0.7712177121771218]","[0.08388327711355906, 0.08388327711355906]","[0.08367891762262927, 0.08367891762262927]","[0.019138755980861243, 0.019138755980861243]","[0.22878228782287824, 0.22878228782287824]",B8,64
ridge,271,0.39114391143911437,0.6051660516605166,0.4634146341463415,0.7169811320754716,0.562962962962963,0.3948339483394834,-0.02842153688460202,0.07100098640210153,0.06840680110550351,0.037383177570093455,0.18845766980709627,"[0.4634146341463415, 0.4634146341463415]","[0.7169811320754716, 0.7169811320754716]","[0.3948339483394834, 0.3948339483394834]","[0.07100098640210153, 0.07100098640210153]","[0.06840680110550351, 0.06840680110550351]","[0.037383177570093455, 0.037383177570093455]","[0.6051660516605166, 0.6051660516605166]",B8,64
gradient_boosted_trees,271,0.39114391143911437,0.5645756457564576,0.5816993464052288,0.839622641509434,0.6872586872586873,0.4354243542435424,-0.025116478957080378,0.06516565900990803,0.08397087298307868,0.01694915254237288,0.1792139634294813,"[0.5816993464052288, 0.5816993464052288]","[0.839622641509434, 0.839622641509434]","[0.4354243542435424, 0.4354243542435424]","[0.06516565900990803, 0.06516565900990803]","[0.08397087298307868, 0.08397087298307868]","[0.01694915254237288, 0.01694915254237288]","[0.5645756457564576, 0.5645756457564576]",B8,64
mlp,271,0.39114391143911437,0.36900369003690037,0.86,0.8113207547169812,0.8349514563106797,0.6309963099630996,-0.013840767587741238,0.06746737583494826,0.10862462250027961,0.07602339181286549,0.07919797486763903,"[0.86, 0.86]","[0.8113207547169812, 0.8113207547169812]","[0.6309963099630996, 0.6309963099630996]","[0.06746737583494826, 0.06746737583494826]","[0.10862462250027961, 0.10862462250027961]","[0.07602339181286549, 0.07602339181286549]","[0.36900369003690037, 0.36900369003690037]",B8,64
cnn_1d,271,0.39114391143911437,0.7712177121771218,0.40669856459330145,0.8018867924528302,0.5396825396825398,0.22878228782287824,-0.04856806337049148,0.0843442296573047,0.1480397738118353,0.03225806451612903,0.2985222554624741,"[0.40669856459330145, 0.40669856459330145]","[0.8018867924528302, 0.8018867924528302]","[0.22878228782287824, 0.22878228782287824]","[0.0843442296573047, 0.0843442296573047]","[0.1480397738118353, 0.1480397738118353]","[0.03225806451612903, 0.03225806451612903]","[0.7712177121771218, 0.7712177121771218]",B8,64
wavegate_resnet,271,0.39114391143911437,0.5940959409594095,0.4906832298136646,0.7452830188679245,0.5917602996254682,0.4059040590405904,-0.03759732630048351,0.06544368510955109,0.05956211407754099,0.0,0.23782115238564042,"[0.4906832298136646, 0.4906832298136646]","[0.7452830188679245, 0.7452830188679245]","[0.4059040590405904, 0.4059040590405904]","[0.06544368510955109, 0.06544368510955109]","[0.05956211407754099, 0.05956211407754099]","[0.0, 0.0]","[0.5940959409594095, 0.5940959409594095]",B8,64
shuffled_target_gbt,271,0.39114391143911437,0.0,0.0,0.0,0.0,1.0,-0.007500171807697303,0.2003849684452583,0.14194585396417972,0.11808118081180811,0.04084214706151098,"[0.0, 0.0]","[0.0, 0.0]","[1.0, 1.0]","[0.2003849684452583, 0.2003849684452583]","[0.14194585396417972, 0.14194585396417972]","[0.11808118081180811, 0.11808118081180811]","[0.0, 0.0]",B8,64
traditional_rule,105,0.4380952380952381,0.3047619047619048,0.625,0.43478260869565216,0.5128205128205128,0.6952380952380952,-0.028097461748659906,0.07603005635820911,0.08198057868796725,0.0136986301369863,0.1261904761904762,"[0.625, 0.625]","[0.43478260869565216, 0.43478260869565216]","[0.6952380952380952, 0.6952380952380952]","[0.07603005635820911, 0.07603005635820911]","[0.08198057868796725, 0.08198057868796725]","[0.0136986301369863, 0.0136986301369863]","[0.3047619047619048, 0.3047619047619048]",B8,65
ridge,105,0.4380952380952381,0.6476190476190476,0.5147058823529411,0.7608695652173914,0.6140350877192983,0.3523809523809524,-0.029784026942148836,0.05983447050100629,0.05768477934248068,0.0,0.231858941203072,"[0.5147058823529411, 0.5147058823529411]","[0.7608695652173914, 0.7608695652173914]","[0.3523809523809524, 0.3523809523809524]","[0.05983447050100629, 0.05983447050100629]","[0.05768477934248068, 0.05768477934248068]","[0.0, 0.0]","[0.6476190476190476, 0.6476190476190476]",B8,65
