baseline,amp_cut_adc,pickoff_kind,pickoff_value,events_total,selected_pulses,downstream_ge2,clean,violating,ambiguous,labelled_events,scope,delta_labelled,delta_clean,delta_violating,target_l1_distance,target_exact_match
median4,1500.0,cfd,0.1,1096728,607286,13883,6536,2120,5227,8656,doc_32_runs,-3491,-4100,609,8200,False
mean4,1250.0,cfd,0.25,650970,368676,12091,6558,1481,4052,8039,analysis_21_runs,-4108,-4078,-30,8216,False
median4,500.0,cfd,0.35,298034,155179,12153,6869,1166,4118,8035,sample_ii_8_runs,-4112,-3767,-345,8224,False
median4,500.0,leading_adc,500.0,298034,155179,12153,6520,1882,3751,8402,sample_ii_8_runs,-3745,-4116,371,8232,False
median4,1250.0,cfd,0.6,650970,366253,12044,6538,1490,4016,8028,analysis_21_runs,-4119,-4098,-21,8238,False
mean4,1250.0,leading_adc,750.0,650970,368676,12091,6510,1976,3605,8486,analysis_21_runs,-3661,-4126,465,8252,False
median4,1000.0,leading_adc,250.0,650970,377362,12588,6504,1940,4144,8444,analysis_21_runs,-3703,-4132,429,8264,False
median4,1250.0,cfd,0.5,650970,366253,12044,6578,1428,4038,8006,analysis_21_runs,-4141,-4058,-83,8282,False
mean4,500.0,cfd,0.8,298034,156577,12355,6493,1540,4322,8033,sample_ii_8_runs,-4114,-4143,29,8286,False
mean4,1250.0,cfd,0.2,650970,368676,12091,6500,1501,4090,8001,analysis_21_runs,-4146,-4136,-10,8292,False
mean4,1000.0,cfd,0.8,650970,380297,12804,6483,1904,4417,8387,analysis_21_runs,-3760,-4153,393,8306,False
median4,750.0,leading_adc,750.0,650970,389429,13176,6479,2677,4020,9156,analysis_21_runs,-2991,-4157,1166,8314,False
median4,1000.0,cfd,0.2,650970,377362,12588,6470,1585,4533,8055,analysis_21_runs,-4092,-4166,74,8332,False
median4,1000.0,leading_adc,750.0,650970,377362,12588,6468,2272,3848,8740,analysis_21_runs,-3407,-4168,761,8336,False
median4,1250.0,leading_adc,500.0,650970,366253,12044,6466,1796,3782,8262,analysis_21_runs,-3885,-4170,285,8340,False
median4,1250.0,cfd,0.4,650970,366253,12044,6565,1407,4072,7972,analysis_21_runs,-4175,-4071,-104,8350,False
mean4,500.0,leading_adc,1000.0,298034,156577,12355,6459,2160,3736,8619,sample_ii_8_runs,-3528,-4177,649,8354,False
mean4,750.0,cfd,0.4,298034,148882,11840,6891,1069,3880,7960,sample_ii_8_runs,-4187,-3745,-442,8374,False
median4,500.0,cfd,0.3,298034,155179,12153,6796,1163,4194,7959,sample_ii_8_runs,-4188,-3840,-348,8376,False
median4,750.0,leading_adc,1000.0,650970,389429,13176,6430,2793,3953,9223,analysis_21_runs,-2924,-4206,1282,8412,False
median4,500.0,leading_adc,1500.0,650970,404199,13919,6429,3344,4146,9773,analysis_21_runs,-2374,-4207,1833,8414,False
mean4,1250.0,cfd,0.7,650970,368676,12091,6418,1616,4057,8034,analysis_21_runs,-4113,-4218,105,8436,False
mean4,1250.0,cfd,0.15,650970,368676,12091,6409,1533,4149,7942,analysis_21_runs,-4205,-4227,22,8454,False
median4,500.0,leading_adc,750.0,298034,155179,12153,6409,1968,3776,8377,sample_ii_8_runs,-3770,-4227,457,8454,False
mean4,750.0,cfd,0.35,298034,148882,11840,6860,1056,3924,7916,sample_ii_8_runs,-4231,-3776,-455,8462,False
median4,1000.0,cfd,0.8,650970,377362,12588,6402,1815,4371,8217,analysis_21_runs,-3930,-4234,304,8468,False
median4,1250.0,cfd,0.7,650970,366253,12044,6400,1578,4066,7978,analysis_21_runs,-4169,-4236,67,8472,False
mean4,750.0,cfd,0.5,298034,148882,11840,6809,1099,3932,7908,sample_ii_8_runs,-4239,-3827,-412,8478,False
median4,750.0,leading_adc,500.0,298034,146909,11612,6387,1592,3633,7979,sample_ii_8_runs,-4168,-4249,81,8498,False
mean4,750.0,leading_adc,1500.0,650970,392502,13439,6386,3312,3741,9698,analysis_21_runs,-2449,-4250,1801,8500,False
median4,500.0,cfd,0.8,298034,155179,12153,6389,1502,4262,7891,sample_ii_8_runs,-4256,-4247,-9,8512,False
median4,500.0,cfd,0.25,298034,155179,12153,6708,1176,4269,7884,sample_ii_8_runs,-4263,-3928,-335,8526,False
median4,1250.0,cfd,0.35,650970,366253,12044,6480,1401,4163,7881,analysis_21_runs,-4266,-4156,-110,8532,False
mean4,750.0,cfd,0.3,298034,148882,11840,6816,1059,3965,7875,sample_ii_8_runs,-4272,-3820,-452,8544,False
median4,1250.0,leading_adc,750.0,650970,366253,12044,6362,1972,3710,8334,analysis_21_runs,-3813,-4274,461,8548,False
median4,1500.0,leading_adc,1500.0,1649802,1042551,15043,6356,4728,3959,11084,all_b_53_runs,-1063,-4280,3217,8560,False
mean4,750.0,cfd,0.6,298034,148882,11840,6699,1165,3976,7864,sample_ii_8_runs,-4283,-3937,-346,8566,False
mean4,1000.0,leading_adc,500.0,298034,141738,11296,6499,1353,3444,7852,sample_ii_8_runs,-4295,-4137,-158,8590,False
median4,500.0,cfd,0.2,298034,155179,12153,6655,1188,4310,7843,sample_ii_8_runs,-4304,-3981,-323,8608,False
mean4,1500.0,leading_adc,500.0,650970,357735,11326,6330,1617,3379,7947,analysis_21_runs,-4200,-4306,106,8612,False
mean4,750.0,cfd,0.25,298034,148882,11840,6772,1067,4001,7839,sample_ii_8_runs,-4308,-3864,-444,8616,False
median4,750.0,leading_adc,250.0,298034,146909,11612,6360,1459,3793,7819,sample_ii_8_runs,-4328,-4276,-52,8656,False
mean4,750.0,cfd,0.2,298034,148882,11840,6748,1066,4026,7814,sample_ii_8_runs,-4333,-3888,-445,8666,False
mean4,750.0,leading_adc,750.0,298034,148882,11840,6303,1952,3585,8255,sample_ii_8_runs,-3892,-4333,441,8666,False
mean4,1500.0,leading_adc,1500.0,1649802,1045680,14907,6302,4705,3900,11007,all_b_53_runs,-1140,-4334,3194,8668,False
median4,1250.0,cfd,0.3,650970,366253,12044,6397,1416,4231,7813,analysis_21_runs,-4334,-4239,-95,8668,False
median4,1000.0,cfd,0.15,650970,377362,12588,6292,1617,4679,7909,analysis_21_runs,-4238,-4344,106,8688,False
median4,1500.0,leading_adc,2000.0,1096728,607286,13883,6273,4094,3516,10367,doc_32_runs,-1780,-4363,2583,8726,False
mean4,750.0,cfd,0.7,298034,148882,11840,6516,1264,4060,7780,sample_ii_8_runs,-4367,-4120,-247,8734,False
mean4,1000.0,leading_adc,250.0,298034,141738,11296,6529,1251,3516,7780,sample_ii_8_runs,-4367,-4107,-260,8734,False
median4,750.0,leading_adc,1500.0,650970,389429,13176,6264,3314,3598,9578,analysis_21_runs,-2569,-4372,1803,8744,False
median4,500.0,leading_adc,1000.0,298034,155179,12153,6262,2071,3820,8333,sample_ii_8_runs,-3814,-4374,560,8748,False
median4,1250.0,leading_adc,250.0,650970,366253,12044,6261,1744,4039,8005,analysis_21_runs,-4142,-4375,233,8750,False
mean4,1500.0,leading_adc,2000.0,1096728,609685,13757,6258,3960,3539,10218,doc_32_runs,-1929,-4378,2449,8756,False
mean4,750.0,cfd,0.15,298034,148882,11840,6694,1075,4071,7769,sample_ii_8_runs,-4378,-3942,-436,8756,False
mean4,1250.0,cfd,0.1,650970,368676,12091,6249,1599,4243,7848,analysis_21_runs,-4299,-4387,88,8774,False
mean4,1250.0,cfd,0.8,650970,368676,12091,6243,1678,4170,7921,analysis_21_runs,-4226,-4393,167,8786,False
mean4,750.0,cfd,0.1,298034,148882,11840,6631,1122,4087,7753,sample_ii_8_runs,-4394,-4005,-389,8788,False
mean4,1000.0,leading_adc,750.0,298034,141738,11296,6242,1592,3462,7834,sample_ii_8_runs,-4313,-4394,81,8788,False
median4,1250.0,cfd,0.8,650970,366253,12044,6235,1642,4167,7877,analysis_21_runs,-4270,-4401,131,8802,False
mean4,1500.0,leading_adc,750.0,650970,357735,11326,6230,1723,3373,7953,analysis_21_runs,-4194,-4406,212,8812,False
mean4,1000.0,leading_adc,1000.0,650970,380297,12804,6229,2816,3759,9045,analysis_21_runs,-3102,-4407,1305,8814,False
median4,1500.0,leading_adc,500.0,650970,356300,11430,6222,1605,3603,7827,analysis_21_runs,-4320,-4414,94,8828,False
median4,1250.0,cfd,0.25,650970,366253,12044,6284,1442,4318,7726,analysis_21_runs,-4421,-4352,-69,8842,False
median4,500.0,leading_adc,2000.0,650970,404199,13919,6212,3312,4395,9524,analysis_21_runs,-2623,-4424,1801,8848,False
mean4,500.0,leading_adc,2000.0,650970,406681,14202,6203,3200,4799,9403,analysis_21_runs,-2744,-4433,1689,8866,False
median4,500.0,cfd,0.1,298034,155179,12153,6471,1240,4442,7711,sample_ii_8_runs,-4436,-4165,-271,8872,False
median4,1000.0,cfd,0.1,650970,377362,12588,6196,1688,4704,7884,analysis_21_runs,-4263,-4440,177,8880,False
mean4,750.0,leading_adc,1000.0,298034,148882,11840,6194,2133,3513,8327,sample_ii_8_runs,-3820,-4442,622,8884,False
median4,500.0,cfd,0.15,298034,155179,12153,6511,1194,4448,7705,sample_ii_8_runs,-4442,-4125,-317,8884,False
median4,1500.0,leading_adc,750.0,650970,356300,11430,6187,1718,3525,7905,analysis_21_runs,-4242,-4449,207,8898,False
mean4,1250.0,leading_adc,1000.0,650970,368676,12091,6172,2321,3598,8493,analysis_21_runs,-3654,-4464,810,8928,False
median4,750.0,cfd,0.5,298034,146909,11612,6618,1055,3939,7673,sample_ii_8_runs,-4474,-4018,-456,8948,False
mean4,1500.0,cfd,0.4,650970,357735,11326,6321,1348,3657,7669,analysis_21_runs,-4478,-4315,-163,8956,False
mean4,1500.0,leading_adc,250.0,650970,357735,11326,6156,1604,3566,7760,analysis_21_runs,-4387,-4480,93,8960,False
mean4,1500.0,cfd,0.6,650970,357735,11326,6255,1409,3662,7664,analysis_21_runs,-4483,-4381,-102,8966,False
median4,750.0,cfd,0.6,298034,146909,11612,6554,1109,3949,7663,sample_ii_8_runs,-4484,-4082,-402,8968,False
median4,750.0,cfd,0.4,298034,146909,11612,6635,1024,3953,7659,sample_ii_8_runs,-4488,-4001,-487,8976,False
mean4,1500.0,cfd,0.5,650970,357735,11326,6299,1357,3670,7656,analysis_21_runs,-4491,-4337,-154,8982,False
median4,1500.0,cfd,0.6,650970,356300,11430,6277,1377,3776,7654,analysis_21_runs,-4493,-4359,-134,8986,False
median4,1250.0,cfd,0.2,650970,366253,12044,6171,1472,4401,7643,analysis_21_runs,-4504,-4465,-39,9008,False
mean4,1000.0,leading_adc,1500.0,650970,380297,12804,6128,3277,3399,9405,analysis_21_runs,-2742,-4508,1766,9016,False
mean4,750.0,cfd,0.8,298034,148882,11840,6271,1367,4202,7638,sample_ii_8_runs,-4509,-4365,-144,9018,False
median4,1500.0,cfd,0.5,650970,356300,11430,6300,1321,3809,7621,analysis_21_runs,-4526,-4336,-190,9052,False
median4,750.0,cfd,0.7,298034,146909,11612,6408,1207,3997,7615,sample_ii_8_runs,-4532,-4228,-304,9064,False
median4,1500.0,cfd,0.7,650970,356300,11430,6161,1449,3820,7610,analysis_21_runs,-4537,-4475,-62,9074,False
mean4,1500.0,cfd,0.35,650970,357735,11326,6255,1341,3730,7596,analysis_21_runs,-4551,-4381,-170,9102,False
median4,750.0,leading_adc,2000.0,650970,389429,13176,6083,3285,3808,9368,analysis_21_runs,-2779,-4553,1774,9106,False
mean4,500.0,leading_adc,1500.0,298034,156577,12355,6081,2545,3729,8626,sample_ii_8_runs,-3521,-4555,1034,9110,False
mean4,1500.0,cfd,0.7,650970,357735,11326,6122,1469,3735,7591,analysis_21_runs,-4556,-4514,-42,9112,False
mean4,750.0,leading_adc,2000.0,650970,392502,13439,6076,3173,4190,9249,analysis_21_runs,-2898,-4560,1662,9120,False
median4,1500.0,cfd,0.4,650970,356300,11430,6270,1308,3852,7578,analysis_21_runs,-4569,-4366,-203,9138,False
median4,750.0,cfd,0.35,298034,146909,11612,6557,1016,4039,7573,sample_ii_8_runs,-4574,-4079,-495,9148,False
median4,1250.0,leading_adc,1000.0,650970,366253,12044,6056,2311,3677,8367,analysis_21_runs,-3780,-4580,800,9160,False
median4,1500.0,leading_adc,1500.0,1096728,607286,13883,6049,4117,3717,10166,doc_32_runs,-1981,-4587,2606,9174,False
mean4,1000.0,cfd,0.4,298034,141738,11296,6603,956,3737,7559,sample_ii_8_runs,-4588,-4033,-555,9176,False
mean4,1500.0,cfd,0.3,650970,357735,11326,6199,1357,3770,7556,analysis_21_runs,-4591,-4437,-154,9182,False
median4,1000.0,leading_adc,500.0,298034,139726,11108,6199,1344,3565,7543,sample_ii_8_runs,-4604,-4437,-167,9208,False
median4,750.0,leading_adc,750.0,298034,146909,11612,6030,1920,3662,7950,sample_ii_8_runs,-4197,-4606,409,9212,False
median4,1000.0,leading_adc,750.0,298034,139726,11108,6028,1571,3509,7599,sample_ii_8_runs,-4548,-4608,60,9216,False
median4,1000.0,leading_adc,1000.0,650970,377362,12588,6015,2738,3835,8753,analysis_21_runs,-3394,-4621,1227,9242,False
mean4,1500.0,leading_adc,1000.0,650970,357735,11326,6004,1972,3350,7976,analysis_21_runs,-4171,-4632,461,9264,False
mean4,1000.0,cfd,0.5,298034,141738,11296,6531,983,3782,7514,sample_ii_8_runs,-4633,-4105,-528,9266,False
mean4,1500.0,leading_adc,1500.0,1096728,609685,13757,5999,4100,3658,10099,doc_32_runs,-2048,-4637,2589,9274,False
mean4,1000.0,cfd,0.35,298034,141738,11296,6561,948,3787,7509,sample_ii_8_runs,-4638,-4075,-563,9276,False
median4,1500.0,cfd,0.8,650970,356300,11430,5997,1504,3929,7501,analysis_21_runs,-4646,-4639,-7,9292,False
median4,750.0,cfd,0.3,298034,146909,11612,6479,1019,4114,7498,sample_ii_8_runs,-4649,-4157,-492,9298,False
median4,1500.0,leading_adc,250.0,650970,356300,11430,5982,1591,3857,7573,analysis_21_runs,-4574,-4654,80,9308,False
median4,1000.0,leading_adc,1500.0,650970,377362,12588,5978,3283,3327,9261,analysis_21_runs,-2886,-4658,1772,9316,False
median4,1250.0,cfd,0.15,650970,366253,12044,5981,1507,4556,7488,analysis_21_runs,-4659,-4655,-4,9318,False
median4,750.0,leading_adc,1000.0,298034,146909,11612,5974,2042,3596,8016,sample_ii_8_runs,-4131,-4662,531,9324,False
mean4,1000.0,cfd,0.6,298034,141738,11296,6439,1045,3812,7484,sample_ii_8_runs,-4663,-4197,-466,9326,False
median4,1500.0,leading_adc,1000.0,650970,356300,11430,5972,1969,3489,7941,analysis_21_runs,-4206,-4664,458,9328,False
mean4,1500.0,cfd,0.25,650970,357735,11326,6099,1383,3844,7482,analysis_21_runs,-4665,-4537,-128,9330,False
median4,1500.0,cfd,0.35,650970,356300,11430,6180,1298,3952,7478,analysis_21_runs,-4669,-4456,-213,9338,False
median4,500.0,leading_adc,1500.0,298034,155179,12153,5961,2552,3640,8513,sample_ii_8_runs,-3634,-4675,1041,9350,False
median4,750.0,cfd,0.8,298034,146909,11612,6155,1315,4142,7470,sample_ii_8_runs,-4677,-4481,-196,9354,False
mean4,1500.0,cfd,0.8,650970,357735,11326,5957,1513,3856,7470,analysis_21_runs,-4677,-4679,2,9358,False
mean4,1000.0,cfd,0.3,298034,141738,11296,6506,959,3831,7465,sample_ii_8_runs,-4682,-4130,-552,9364,False
mean4,750.0,leading_adc,1500.0,298034,148882,11840,5942,2531,3367,8473,sample_ii_8_runs,-3674,-4694,1020,9388,False
mean4,1500.0,cfd,0.2,650970,357735,11326,6023,1408,3895,7431,analysis_21_runs,-4716,-4613,-103,9432,False
mean4,1000.0,leading_adc,2000.0,650970,380297,12804,5919,3157,3728,9076,analysis_21_runs,-3071,-4717,1646,9434,False
mean4,1000.0,cfd,0.25,298034,141738,11296,6456,971,3869,7427,sample_ii_8_runs,-4720,-4180,-540,9440,False
median4,1000.0,leading_adc,2000.0,650970,377362,12588,5912,3267,3409,9179,analysis_21_runs,-2968,-4724,1756,9448,False
median4,750.0,cfd,0.25,298034,146909,11612,6381,1037,4194,7418,sample_ii_8_runs,-4729,-4255,-474,9458,False
mean4,1000.0,cfd,0.7,298034,141738,11296,6275,1135,3886,7410,sample_ii_8_runs,-4737,-4361,-376,9474,False
median4,1500.0,cfd,0.3,650970,356300,11430,6088,1317,4025,7405,analysis_21_runs,-4742,-4548,-194,9484,False
mean4,1000.0,cfd,0.2,298034,141738,11296,6420,982,3894,7402,sample_ii_8_runs,-4745,-4216,-529,9490,False
median4,1250.0,cfd,0.1,650970,366253,12044,5868,1575,4601,7443,analysis_21_runs,-4704,-4768,64,9536,False
mean4,1250.0,leading_adc,750.0,298034,134507,10667,6057,1317,3293,7374,sample_ii_8_runs,-4773,-4579,-194,9546,False
mean4,1250.0,leading_adc,500.0,298034,134507,10667,6221,1151,3295,7372,sample_ii_8_runs,-4775,-4415,-360,9550,False
median4,750.0,cfd,0.2,298034,146909,11612,6315,1056,4241,7371,sample_ii_8_runs,-4776,-4321,-455,9552,False
mean4,1500.0,cfd,0.15,650970,357735,11326,5925,1439,3962,7364,analysis_21_runs,-4783,-4711,-72,9566,False
mean4,1000.0,cfd,0.15,298034,141738,11296,6356,999,3941,7355,sample_ii_8_runs,-4792,-4280,-512,9584,False
median4,1000.0,leading_adc,250.0,298034,139726,11108,6098,1251,3759,7349,sample_ii_8_runs,-4798,-4538,-260,9596,False
median4,750.0,leading_adc,1500.0,298034,146909,11612,5822,2539,3251,8361,sample_ii_8_runs,-3786,-4814,1028,9628,False
mean4,1000.0,cfd,0.1,298034,141738,11296,6261,1051,3984,7312,sample_ii_8_runs,-4835,-4375,-460,9670,False
median4,1500.0,cfd,0.25,650970,356300,11430,5961,1345,4124,7306,analysis_21_runs,-4841,-4675,-166,9682,False
median4,1000.0,cfd,0.6,298034,139726,11108,6324,979,3805,7303,sample_ii_8_runs,-4844,-4312,-532,9688,False
median4,500.0,leading_adc,2000.0,298034,155179,12153,5791,2502,3860,8293,sample_ii_8_runs,-3854,-4845,991,9690,False
median4,1000.0,cfd,0.5,298034,139726,11108,6371,925,3812,7296,sample_ii_8_runs,-4851,-4265,-586,9702,False
mean4,500.0,leading_adc,2000.0,298034,156577,12355,5776,2397,4182,8173,sample_ii_8_runs,-3974,-4860,886,9720,False
mean4,1000.0,cfd,0.8,298034,141738,11296,6062,1222,4012,7284,sample_ii_8_runs,-4863,-4574,-289,9726,False
mean4,1000.0,leading_adc,1000.0,298034,141738,11296,5773,2088,3435,7861,sample_ii_8_runs,-4286,-4863,577,9726,False
mean4,1250.0,leading_adc,250.0,298034,134507,10667,6171,1102,3394,7273,sample_ii_8_runs,-4874,-4465,-409,9748,False
median4,1000.0,cfd,0.7,298034,139726,11108,6199,1069,3840,7268,sample_ii_8_runs,-4879,-4437,-442,9758,False
median4,1000.0,cfd,0.4,298034,139726,11108,6361,902,3845,7263,sample_ii_8_runs,-4884,-4275,-609,9768,False
median4,1250.0,leading_adc,750.0,298034,132922,10637,5950,1308,3379,7258,sample_ii_8_runs,-4889,-4686,-203,9778,False
mean4,1500.0,cfd,0.1,650970,357735,11326,5749,1500,4077,7249,analysis_21_runs,-4898,-4887,-11,9796,False
mean4,1250.0,leading_adc,1000.0,298034,134507,10667,5737,1637,3293,7374,sample_ii_8_runs,-4773,-4899,126,9798,False
median4,750.0,cfd,0.1,298034,146909,11612,6111,1118,4383,7229,sample_ii_8_runs,-4918,-4525,-393,9836,False
median4,750.0,cfd,0.15,298034,146909,11612,6156,1070,4386,7226,sample_ii_8_runs,-4921,-4480,-441,9842,False
median4,1500.0,cfd,0.2,650970,356300,11430,5843,1377,4210,7220,analysis_21_runs,-4927,-4793,-134,9854,False
mean4,1250.0,leading_adc,2000.0,650970,368676,12091,5704,3122,3265,8826,analysis_21_runs,-3321,-4932,1611,9864,False
mean4,1000.0,leading_adc,1500.0,298034,141738,11296,5702,2507,3087,8209,sample_ii_8_runs,-3938,-4934,996,9868,False
mean4,1250.0,leading_adc,1500.0,650970,368676,12091,5700,3211,3180,8911,analysis_21_runs,-3236,-4936,1700,9872,False
median4,1250.0,leading_adc,2000.0,650970,366253,12044,5693,3233,3118,8926,analysis_21_runs,-3221,-4943,1722,9886,False
median4,750.0,leading_adc,2000.0,298034,146909,11612,5687,2489,3436,8176,sample_ii_8_runs,-3971,-4949,978,9898,False
mean4,750.0,leading_adc,2000.0,298034,148882,11840,5672,2384,3784,8056,sample_ii_8_runs,-4091,-4964,873,9928,False
median4,1000.0,cfd,0.35,298034,139726,11108,6275,897,3936,7172,sample_ii_8_runs,-4975,-4361,-614,9950,False
median4,1250.0,leading_adc,500.0,298034,132922,10637,6035,1135,3467,7170,sample_ii_8_runs,-4977,-4601,-376,9954,False
median4,1250.0,leading_adc,1000.0,298034,132922,10637,5650,1621,3366,7271,sample_ii_8_runs,-4876,-4986,110,9972,False
median4,1250.0,leading_adc,1500.0,650970,366253,12044,5642,3232,3170,8874,analysis_21_runs,-3273,-4994,1721,9988,False
median4,1000.0,cfd,0.8,298034,139726,11108,5993,1158,3957,7151,sample_ii_8_runs,-4996,-4643,-353,9992,False
mean4,1250.0,cfd,0.4,298034,134507,10667,6276,849,3542,7125,sample_ii_8_runs,-5022,-4360,-662,10044,False
median4,1000.0,leading_adc,1000.0,298034,139726,11108,5598,2010,3500,7608,sample_ii_8_runs,-4539,-5038,499,10076,False
mean4,1250.0,cfd,0.5,298034,134507,10667,6226,869,3572,7095,sample_ii_8_runs,-5052,-4410,-642,10104,False
median4,1000.0,cfd,0.3,298034,139726,11108,6187,906,4015,7093,sample_ii_8_runs,-5054,-4449,-605,10108,False
mean4,1250.0,cfd,0.6,298034,134507,10667,6166,920,3581,7086,sample_ii_8_runs,-5061,-4470,-591,10122,False
median4,1000.0,leading_adc,1500.0,298034,139726,11108,5565,2521,3022,8086,sample_ii_8_runs,-4061,-5071,1010,10142,False
median4,1500.0,cfd,0.15,650970,356300,11430,5657,1412,4361,7069,analysis_21_runs,-5078,-4979,-99,10156,False
mean4,1250.0,cfd,0.35,298034,134507,10667,6207,845,3615,7052,sample_ii_8_runs,-5095,-4429,-666,10190,False
median4,1000.0,leading_adc,2000.0,298034,139726,11108,5530,2481,3097,8011,sample_ii_8_runs,-4136,-5106,970,10212,False
mean4,1000.0,leading_adc,2000.0,298034,141738,11296,5525,2377,3394,7902,sample_ii_8_runs,-4245,-5111,866,10222,False
mean4,1250.0,cfd,0.7,298034,134507,10667,6021,993,3653,7014,sample_ii_8_runs,-5133,-4615,-518,10266,False
median4,1000.0,cfd,0.25,298034,139726,11108,6082,929,4097,7011,sample_ii_8_runs,-5136,-4554,-582,10272,False
median4,1250.0,cfd,0.6,298034,132922,10637,6137,874,3626,7011,sample_ii_8_runs,-5136,-4499,-637,10272,False
mean4,1250.0,cfd,0.3,298034,134507,10667,6144,860,3663,7004,sample_ii_8_runs,-5143,-4492,-651,10286,False
median4,1500.0,cfd,0.1,650970,356300,11430,5524,1477,4429,7001,analysis_21_runs,-5146,-5112,-34,10292,False
median4,1250.0,cfd,0.5,298034,132922,10637,6167,823,3647,6990,sample_ii_8_runs,-5157,-4469,-688,10314,False
median4,1250.0,cfd,0.7,298034,132922,10637,6026,958,3653,6984,sample_ii_8_runs,-5163,-4610,-553,10326,False
median4,1250.0,leading_adc,250.0,298034,132922,10637,5889,1084,3664,6973,sample_ii_8_runs,-5174,-4747,-427,10348,False
median4,1000.0,cfd,0.2,298034,139726,11108,6014,953,4141,6967,sample_ii_8_runs,-5180,-4622,-558,10360,False
mean4,1250.0,cfd,0.25,298034,134507,10667,6064,884,3719,6948,sample_ii_8_runs,-5199,-4572,-627,10398,False
median4,1250.0,cfd,0.4,298034,132922,10637,6142,802,3693,6944,sample_ii_8_runs,-5203,-4494,-709,10406,False
mean4,1250.0,cfd,0.2,298034,134507,10667,6016,900,3751,6916,sample_ii_8_runs,-5231,-4620,-611,10462,False
mean4,1250.0,cfd,0.8,298034,134507,10667,5841,1057,3769,6898,sample_ii_8_runs,-5249,-4795,-454,10498,False
mean4,1500.0,leading_adc,1000.0,298034,127470,9966,5583,1313,3070,6896,sample_ii_8_runs,-5251,-5053,-198,10502,False
mean4,1500.0,leading_adc,750.0,298034,127470,9966,5802,1088,3076,6890,sample_ii_8_runs,-5257,-4834,-423,10514,False
median4,1250.0,cfd,0.8,298034,132922,10637,5853,1027,3757,6880,sample_ii_8_runs,-5267,-4783,-484,10534,False
median4,1500.0,leading_adc,1000.0,298034,126599,10073,5568,1310,3195,6878,sample_ii_8_runs,-5269,-5068,-201,10538,False
mean4,1500.0,leading_adc,500.0,298034,127470,9966,5888,989,3089,6877,sample_ii_8_runs,-5270,-4748,-522,10540,False
median4,1500.0,leading_adc,750.0,298034,126599,10073,5782,1083,3208,6865,sample_ii_8_runs,-5282,-4854,-428,10564,False
mean4,1250.0,cfd,0.15,298034,134507,10667,5935,923,3809,6858,sample_ii_8_runs,-5289,-4701,-588,10578,False
median4,1250.0,cfd,0.35,298034,132922,10637,6052,800,3785,6852,sample_ii_8_runs,-5295,-4584,-711,10590,False
mean4,1500.0,leading_adc,2000.0,650970,357735,11326,5340,3079,2907,8419,analysis_21_runs,-3728,-5296,1568,10592,False
median4,1500.0,leading_adc,2000.0,650970,356300,11430,5333,3195,2902,8528,analysis_21_runs,-3619,-5303,1684,10606,False
median4,1250.0,leading_adc,2000.0,298034,132922,10637,5328,2465,2844,7793,sample_ii_8_runs,-4354,-5308,954,10616,False
mean4,1250.0,leading_adc,2000.0,298034,134507,10667,5324,2360,2983,7684,sample_ii_8_runs,-4463,-5312,849,10624,False
median4,1000.0,cfd,0.15,298034,139726,11108,5849,974,4285,6823,sample_ii_8_runs,-5324,-4787,-537,10648,False
mean4,1250.0,leading_adc,1500.0,298034,134507,10667,5300,2463,2904,7763,sample_ii_8_runs,-4384,-5336,952,10672,False
median4,1000.0,cfd,0.1,298034,139726,11108,5781,1029,4298,6810,sample_ii_8_runs,-5337,-4855,-482,10674,False
mean4,1250.0,cfd,0.1,298034,134507,10667,5817,973,3877,6790,sample_ii_8_runs,-5357,-4819,-538,10714,False
median4,1500.0,leading_adc,500.0,298034,126599,10073,5808,974,3291,6782,sample_ii_8_runs,-5365,-4828,-537,10730,False
median4,1250.0,cfd,0.3,298034,132922,10637,5961,813,3863,6774,sample_ii_8_runs,-5373,-4675,-698,10746,False
median4,1250.0,leading_adc,1500.0,298034,132922,10637,5253,2492,2892,7745,sample_ii_8_runs,-4402,-5383,981,10766,False
mean4,1500.0,leading_adc,250.0,298034,127470,9966,5758,980,3228,6738,sample_ii_8_runs,-5409,-4878,-531,10818,False
median4,1500.0,cfd,0.6,298034,126599,10073,5894,786,3393,6680,sample_ii_8_runs,-5467,-4742,-725,10934,False
mean4,1500.0,cfd,0.6,298034,127470,9966,5860,814,3292,6674,sample_ii_8_runs,-5473,-4776,-697,10946,False
median4,1250.0,cfd,0.25,298034,132922,10637,5833,839,3965,6672,sample_ii_8_runs,-5475,-4803,-672,10950,False
median4,1500.0,leading_adc,1500.0,650970,356300,11430,5157,3173,3100,8330,analysis_21_runs,-3817,-5479,1662,10958,False
mean4,1500.0,cfd,0.5,298034,127470,9966,5884,773,3309,6657,sample_ii_8_runs,-5490,-4752,-738,10980,False
mean4,1500.0,cfd,0.4,298034,127470,9966,5894,762,3310,6656,sample_ii_8_runs,-5491,-4742,-749,10982,False
median4,1500.0,cfd,0.7,298034,126599,10073,5797,857,3419,6654,sample_ii_8_runs,-5493,-4839,-654,10986,False
median4,1500.0,cfd,0.5,298034,126599,10073,5908,739,3426,6647,sample_ii_8_runs,-5500,-4728,-772,11000,False
mean4,1500.0,cfd,0.7,298034,127470,9966,5745,872,3349,6617,sample_ii_8_runs,-5530,-4891,-639,11060,False
median4,1250.0,cfd,0.2,298034,132922,10637,5749,868,4020,6617,sample_ii_8_runs,-5530,-4887,-643,11060,False
