granularity,dimension,stratum,pair,method,method_label,sigma68_ci_low_ns,sigma68_ci_high_ns,bias_ci_low_ns,bias_ci_high_ns,n,bias_ns,median_ns,sigma68_ns,full_rms_ns,tail_frac_abs_gt3ns,tail_frac_abs_gt5ns,tail_frac_abs_gt8ns
pairwise,baseline_bin,"baseline_rms[16,32)",B4-B8,mlp,MLP residual,1.1859366045597803,1.599305023362343,1.4433822268496228,2.4114836814318363,311,1.9280888307924777,1.9302327490750457,1.3764473083160302,1.8542051893483982,0.04823151125401929,0.012861736334405145,0.00964630225080386
pairwise,baseline_bin,"baseline_rms[16,32)",B6-B8,mlp,MLP residual,0.9959086154473437,1.4581003254805012,-0.4503569085783846,-0.013945901758652663,310,-0.21704351378821843,-0.15537183347387895,1.2658459922136953,1.5416087686025464,0.025806451612903226,0.00967741935483871,0.0064516129032258064
pairwise,baseline_bin,"baseline_rms[16,32)",B4-B6,ridge,Ridge residual,0.9776111710936303,1.694996813244949,1.729848984827022,2.8422164411202733,314,2.200372831149455,2.0065257835527177,1.386788906026795,1.704082572616946,0.07006369426751592,0.009554140127388535,0.006369426751592357
pairwise,baseline_bin,"baseline_rms[16,32)",B4-B8,ridge,Ridge residual,1.1221697705868359,1.7222206090698595,1.1713145432755956,2.2781774643549424,311,1.727843878291665,1.6597112759618398,1.420118444758686,1.9191002020478467,0.07395498392282958,0.02572347266881029,0.006430868167202572
pairwise,baseline_bin,"baseline_rms[16,32)",B6-B8,ridge,Ridge residual,0.9657950332547561,1.3185116918562068,-0.5535459001137744,-0.1107134158631477,310,-0.33471910196603594,-0.28653127616263063,1.141524280579485,1.647424699043309,0.04516129032258064,0.00967741935483871,0.0064516129032258064
pairwise,baseline_bin,"baseline_rms[16,32)",B4-B6,traditional,S02/S03 analytic template-phase,1.0359759865479692,1.769092046906042,1.6622711840965627,2.864168746609987,314,2.197977326788424,2.0433922721146125,1.551643272756376,1.9161641280264912,0.10191082802547771,0.012738853503184714,0.006369426751592357
pairwise,baseline_bin,"baseline_rms[16,32)",B4-B8,traditional,S02/S03 analytic template-phase,1.264932233067797,1.9670498687113416,1.100462598751782,2.4197367740290225,311,1.7140739357622414,1.6193191512781269,1.6911188065216995,2.0219036768709984,0.0932475884244373,0.01929260450160772,0.006430868167202572
pairwise,baseline_bin,"baseline_rms[16,32)",B6-B8,traditional,S02/S03 analytic template-phase,0.8762594555712447,1.478206155754267,-0.5431068704244145,-0.12181051192990536,310,-0.335309642849255,-0.2437628315299989,1.1147444286839474,1.6935411828256022,0.07096774193548387,0.0064516129032258064,0.0064516129032258064
pairwise,baseline_bin,"baseline_rms[32,64)",B4-B6,atom_gated_cnn,Atom-gated residual CNN,0.8860667710112664,1.523327945687391,2.1824860219116435,3.4667710422819957,106,2.8027266142052225,2.3335100775800335,1.1848537640448291,2.6013327750486996,0.03773584905660377,0.02830188679245283,0.018867924528301886
pairwise,baseline_bin,"baseline_rms[32,64)",B4-B8,atom_gated_cnn,Atom-gated residual CNN,0.8188059656443449,1.3714728730663424,1.0623173463412157,2.8273774473040283,110,2.0668696122006263,1.9898382422933736,1.089222333514306,3.6604723363620684,0.03636363636363636,0.03636363636363636,0.02727272727272727
pairwise,baseline_bin,"baseline_rms[32,64)",B6-B8,atom_gated_cnn,Atom-gated residual CNN,0.3735161356034961,0.7623123922347987,-0.43750793595955045,0.023455925845243263,92,-0.2111471549100369,-0.15245194323549782,0.5571985721588135,0.7296715354912787,0.0,0.0,0.0
pairwise,baseline_bin,"baseline_rms[32,64)",B4-B6,cnn1d,1D-CNN residual,1.0384606865992414,1.7996251569605959,2.000383876382807,3.5054754898859626,106,2.7857979037400615,2.4352871185194864,1.5375200010914682,3.1967697875594148,0.04716981132075472,0.02830188679245283,0.018867924528301886
pairwise,baseline_bin,"baseline_rms[32,64)",B4-B8,cnn1d,1D-CNN residual,0.8170306761031506,1.337863009945191,1.1994376198339438,2.8395713572175274,110,2.0028432374921037,1.8333334622392812,1.1030056802184003,3.9593942582084787,0.045454545454545456,0.02727272727272727,0.02727272727272727
pairwise,baseline_bin,"baseline_rms[32,64)",B6-B8,cnn1d,1D-CNN residual,0.381660601831919,0.8429841409329623,-0.5969110035328635,0.01078567586065705,92,-0.2914159940412678,-0.23098575274220323,0.6529264349881269,0.8787149195067988,0.010869565217391304,0.0,0.0
pairwise,baseline_bin,"baseline_rms[32,64)",B4-B6,gradient_boosted_trees,HistGradientBoosting residual,1.0295747476073864,1.9071653389103578,1.595985302368933,3.199269633669087,106,2.540083155383919,2.109746616991899,1.571008186350565,2.3469110167973093,0.04716981132075472,0.03773584905660377,0.02830188679245283
pairwise,baseline_bin,"baseline_rms[32,64)",B4-B8,gradient_boosted_trees,HistGradientBoosting residual,0.7204490819718582,1.5923483040901134,1.0669676234257206,2.4840161975053525,110,1.859322806739149,1.7934203183683586,1.0952592725693013,3.3324781219393484,0.05454545454545454,0.03636363636363636,0.03636363636363636
pairwise,baseline_bin,"baseline_rms[32,64)",B6-B8,gradient_boosted_trees,HistGradientBoosting residual,0.3718454635907385,0.9357692914871367,-0.42721602686838167,0.16636507167182327,92,-0.16043485238737887,-0.09134094440247154,0.6411801383106434,0.965768114170756,0.021739130434782608,0.0,0.0
pairwise,baseline_bin,"baseline_rms[32,64)",B4-B6,mlp,MLP residual,1.2184709472308273,2.1212817502823493,1.8623875594801538,3.247722465878263,106,2.6311431013018383,2.4539494857662163,1.5864751579903142,2.666299287874549,0.07547169811320754,0.018867924528301886,0.018867924528301886
pairwise,baseline_bin,"baseline_rms[32,64)",B4-B8,mlp,MLP residual,0.8504739464752189,1.5427220254461484,1.0073360816544958,2.783551055072463,110,1.9241363002765588,1.709747984176623,1.1930479937250311,3.50421759947233,0.05454545454545454,0.045454545454545456,0.02727272727272727
pairwise,baseline_bin,"baseline_rms[32,64)",B6-B8,mlp,MLP residual,0.49734503016570164,1.0631484172025534,-0.5520104054164657,0.0252523378035522,92,-0.23424381951626602,-0.13878920747653822,0.8069957221011161,0.9910187272200687,0.010869565217391304,0.0,0.0
pairwise,baseline_bin,"baseline_rms[32,64)",B4-B6,ridge,Ridge residual,1.1373163158860027,2.0120353249676146,1.5345487040931454,3.286490263610687,106,2.5082983983686433,1.8717796349871527,1.6912760902315749,3.880960895214772,0.04716981132075472,0.02830188679245283,0.02830188679245283
pairwise,baseline_bin,"baseline_rms[32,64)",B4-B8,ridge,Ridge residual,0.7799394432580569,1.474560797214508,0.8768079738268592,2.795784643395579,110,1.870388488430801,1.4968179606375713,1.1397343374176665,4.311214850549246,0.08181818181818182,0.02727272727272727,0.02727272727272727
pairwise,baseline_bin,"baseline_rms[32,64)",B6-B8,ridge,Ridge residual,0.44513178911473456,1.1872468590736354,-0.39123510009750667,0.05338997405961821,92,-0.16099218190634754,0.009616920054462241,0.6389050081744254,0.9287518322490983,0.010869565217391304,0.0,0.0
pairwise,baseline_bin,"baseline_rms[32,64)",B4-B6,traditional,S02/S03 analytic template-phase,1.1255096158151907,2.263083457709872,1.6932298892190352,3.6298437389422396,106,2.769118073713853,2.0188709323115113,1.7669186547955151,4.289325358475343,0.10377358490566038,0.02830188679245283,0.02830188679245283
pairwise,baseline_bin,"baseline_rms[32,64)",B4-B8,traditional,S02/S03 analytic template-phase,0.8690549904960221,1.75393186969982,0.8677139133593288,2.934251529958313,110,1.93178848716381,1.6135702915848817,1.2423999297307302,4.632578427566358,0.07272727272727272,0.02727272727272727,0.02727272727272727
pairwise,baseline_bin,"baseline_rms[32,64)",B6-B8,traditional,S02/S03 analytic template-phase,0.23497772151248955,0.9310911063400364,-0.5544950276441544,-0.0849147481263947,92,-0.33557538464225084,-0.18616606307460515,0.3650027131262141,0.7979103330429652,0.021739130434782608,0.0,0.0
pairwise,baseline_bin,"baseline_rms[64,inf)",B4-B6,atom_gated_cnn,Atom-gated residual CNN,0.20728193332933315,0.321563196182251,1.910708450768187,2.428074095434746,1071,2.18516851625223,2.1479807523848464,0.26847851415566304,2.9249015402808016,0.025210084033613446,0.02054154995331466,0.014939309056956116
pairwise,baseline_bin,"baseline_rms[64,inf)",B4-B8,atom_gated_cnn,Atom-gated residual CNN,0.2584432622645365,0.42404135771809565,1.3271867726661606,2.015819724809977,1077,1.6989487965381367,1.831256761449339,0.33008051748563383,3.7959531485472477,0.029712163416898793,0.02414113277623027,0.02042711234911792
pairwise,baseline_bin,"baseline_rms[64,inf)",B6-B8,atom_gated_cnn,Atom-gated residual CNN,0.19453952477076594,0.3014212204823793,-0.7577109403055811,-0.30426956029973556,919,-0.5307006752118345,-0.33858159494735673,0.25374517255988,2.867214770366241,0.015233949945593036,0.013057671381936888,0.01088139281828074
pairwise,baseline_bin,"baseline_rms[64,inf)",B4-B6,cnn1d,1D-CNN residual,0.24234467894186812,0.32856359802133495,1.9479225002400298,2.4785359863981173,1071,2.2361370257918436,2.2139136739887917,0.2966945721336629,2.8464029268939726,0.02427637721755369,0.02054154995331466,0.015873015873015872
pairwise,baseline_bin,"baseline_rms[64,inf)",B4-B8,cnn1d,1D-CNN residual,0.30479444654897314,0.43347561139369073,1.2904138017619555,2.0288027073323187,1077,1.700912937660836,1.8625922939834467,0.37897859301729453,3.665991583013065,0.028783658310120707,0.025069637883008356,0.02135561745589601
pairwise,baseline_bin,"baseline_rms[64,inf)",B6-B8,cnn1d,1D-CNN residual,0.22236645221710205,0.3324259356742609,-0.7852877792614483,-0.3517041449892497,919,-0.5603280467466532,-0.35499467917472316,0.2781138101554239,2.859968077535306,0.017410228509249184,0.014145810663764961,0.01088139281828074
pairwise,baseline_bin,"baseline_rms[64,inf)",B4-B6,gradient_boosted_trees,HistGradientBoosting residual,0.2518381784747426,0.39342040080357704,1.8931135825649537,2.3339393168857394,1071,2.150391888009368,2.1622454700701184,0.3168007163849055,2.745707983642347,0.03734827264239029,0.02707749766573296,0.018674136321195144
pairwise,baseline_bin,"baseline_rms[64,inf)",B4-B8,gradient_boosted_trees,HistGradientBoosting residual,0.4103094361734788,0.5614594268192997,1.4796369775952303,1.9893758497370269,1077,1.7403287617214487,1.9563417216470356,0.47557440087355995,3.3849313196537016,0.04456824512534819,0.031569173630454965,0.02414113277623027
pairwise,baseline_bin,"baseline_rms[64,inf)",B6-B8,gradient_boosted_trees,HistGradientBoosting residual,0.35638695075860066,0.4461856688416373,-0.7135329113831798,-0.24587966115107845,919,-0.46197565088844,-0.2060478538225965,0.3970157918648674,2.7655634394201254,0.022850924918389554,0.01632208922742111,0.01088139281828074
pairwise,baseline_bin,"baseline_rms[64,inf)",B4-B6,mlp,MLP residual,0.4500350374958621,0.6592856902677456,1.9116615811934663,2.6704235738241255,1071,2.290032753412694,2.2678542760970046,0.5611327908555296,3.03859081133709,0.040149393090569564,0.02707749766573296,0.014005602240896359
pairwise,baseline_bin,"baseline_rms[64,inf)",B4-B8,mlp,MLP residual,0.6188660002439154,0.8430279514354467,1.4716439325728485,2.2784570047356536,1077,1.899254998969269,1.9846495840511764,0.7131492689301091,3.761662429188579,0.04456824512534819,0.031569173630454965,0.02135561745589601
pairwise,baseline_bin,"baseline_rms[64,inf)",B6-B8,mlp,MLP residual,0.5006212669281224,0.7548752061926226,-0.641985022873163,-0.2272056421581058,919,-0.4258889560156882,-0.293937552601534,0.6101295193704506,2.77653286541506,0.02720348204570185,0.014145810663764961,0.01088139281828074
pairwise,baseline_bin,"baseline_rms[64,inf)",B4-B6,ridge,Ridge residual,0.4210830093909935,0.505346474461218,1.7546271936474958,2.2547535697597354,1071,2.0154961725079463,1.9770886960610525,0.4679075385468706,2.932832384407721,0.02427637721755369,0.018674136321195144,0.014005602240896359
pairwise,baseline_bin,"baseline_rms[64,inf)",B4-B8,ridge,Ridge residual,0.6582720316547651,0.8449191575575681,1.4343810753408872,2.025421245826782,1077,1.7214835499840415,1.9922640774212326,0.7485855700234725,3.7382784196940135,0.029712163416898793,0.02692664809656453,0.02042711234911792
pairwise,baseline_bin,"baseline_rms[64,inf)",B6-B8,ridge,Ridge residual,0.5911633080125162,0.7836678055868884,-0.5593984658362415,-0.13905515571705734,919,-0.3188620223364036,0.004408290509772428,0.7035081555537969,2.9371179616806193,0.017410228509249184,0.01632208922742111,0.01088139281828074
pairwise,baseline_bin,"baseline_rms[64,inf)",B4-B6,traditional,S02/S03 analytic template-phase,0.13467758515511533,0.2137342241885918,1.810000929038747,2.3681132048995024,1071,2.104386074365742,2.0634775065257216,0.17705844653239,3.0570753256664,0.022408963585434174,0.017740429505135387,0.01680672268907563
pairwise,baseline_bin,"baseline_rms[64,inf)",B4-B8,traditional,S02/S03 analytic template-phase,0.336404835794699,0.4800070774656173,1.3356355379310734,2.075359206747512,1077,1.727826724145074,1.9195934595094073,0.4078931145890252,3.8516643160032644,0.028783658310120707,0.02321262766945218,0.022284122562674095
pairwise,baseline_bin,"baseline_rms[64,inf)",B6-B8,traditional,S02/S03 analytic template-phase,0.2515137300278887,0.34299822194141544,-0.5637636644900031,-0.19089617528192596,919,-0.38564878343865167,-0.13658865611526494,0.29800402238430695,2.890330887272831,0.01632208922742111,0.015233949945593036,0.011969532100108813
pairwise,baseline_bin,"baseline_rms[8,16)",B4-B6,atom_gated_cnn,Atom-gated residual CNN,0.9042957633733749,1.1549102319237803,1.9578989043798247,2.545077674915102,1081,2.2189765494909532,2.265226560262974,1.0241761976044397,1.38341025819928,0.020351526364477335,0.008325624421831638,0.0027752081406105457
pairwise,baseline_bin,"baseline_rms[8,16)",B4-B8,atom_gated_cnn,Atom-gated residual CNN,0.7997703166015853,1.0574393528677661,1.6466536154300278,2.1757052641716443,1012,1.912144663959013,1.8835287091741684,0.9779079522519885,1.3282044810527254,0.015810276679841896,0.007905138339920948,0.0029644268774703555
pairwise,baseline_bin,"baseline_rms[8,16)",B6-B8,atom_gated_cnn,Atom-gated residual CNN,0.8333745587498627,0.9948514776048003,-0.4394362585975923,-0.20425260120859878,1168,-0.3005621436047657,-0.28128420344548033,0.914955003261565,1.0672534943499135,0.011986301369863013,0.004280821917808219,0.0008561643835616438
pairwise,baseline_bin,"baseline_rms[8,16)",B4-B6,cnn1d,1D-CNN residual,1.0268614474375128,1.3361779923310755,1.8681201011663446,2.68378625097339,1081,2.24746724305352,2.2782445577742436,1.235949258592393,1.5243126258873636,0.02682701202590194,0.010175763182238668,0.0027752081406105457
pairwise,baseline_bin,"baseline_rms[8,16)",B4-B8,cnn1d,1D-CNN residual,1.0031039474403767,1.264521938775337,1.5722544682932076,2.33007907808888,1012,1.9409214944998283,1.9252015494284613,1.16880425268191,1.527706520504733,0.024703557312252964,0.01383399209486166,0.003952569169960474
pairwise,baseline_bin,"baseline_rms[8,16)",B6-B8,cnn1d,1D-CNN residual,0.8780488668589922,1.0518968046307529,-0.4162750212066498,-0.24712037832218361,1168,-0.33597314436684944,-0.30675922959992263,0.9497779421725278,1.1544940020426875,0.015410958904109588,0.005136986301369863,0.0008561643835616438
pairwise,baseline_bin,"baseline_rms[8,16)",B4-B6,gradient_boosted_trees,HistGradientBoosting residual,1.1577599479217406,1.459235596695411,1.7494841420646718,2.696442854358883,1081,2.2060893906113823,2.2216310303497195,1.3272276218908883,1.5668454219807015,0.03515263644773358,0.010175763182238668,0.004625346901017576
pairwise,baseline_bin,"baseline_rms[8,16)",B4-B8,gradient_boosted_trees,HistGradientBoosting residual,1.0960274709130366,1.3679998730723701,1.5748270193937588,2.3104950068720647,1012,1.9371719372859013,1.9747353410884259,1.2632407278305628,1.5285340185605507,0.037549407114624504,0.012845849802371542,0.004940711462450593
pairwise,baseline_bin,"baseline_rms[8,16)",B6-B8,gradient_boosted_trees,HistGradientBoosting residual,1.0249951409284095,1.2392531909901559,-0.35839892294642683,-0.08359852382865136,1168,-0.2344999250381905,-0.21011632988244955,1.1433658409815481,1.2567564813917937,0.018835616438356163,0.005136986301369863,0.0008561643835616438
pairwise,baseline_bin,"baseline_rms[8,16)",B4-B6,mlp,MLP residual,1.1537642655292624,1.393785557213205,1.8546692860481977,2.5689640788398953,1081,2.223257579175093,2.3130126062020437,1.3134682504688837,1.5771862920418855,0.030527289546716005,0.009250693802035153,0.0037002775208140612
pairwise,baseline_bin,"baseline_rms[8,16)",B4-B8,mlp,MLP residual,1.1667460694945027,1.3984214770580992,1.6504293905952223,2.2948581239521757,1012,1.991325734416936,2.030881823017694,1.3123872644412735,1.5586600159209234,0.0266798418972332,0.011857707509881422,0.003952569169960474
pairwise,baseline_bin,"baseline_rms[8,16)",B6-B8,mlp,MLP residual,0.9736074068006373,1.2469281204989335,-0.3415370974740715,-0.159140250650372,1168,-0.25300379034139114,-0.2141843947763178,1.1112317133543723,1.2244324094649628,0.01797945205479452,0.0059931506849315065,0.0
pairwise,baseline_bin,"baseline_rms[8,16)",B4-B6,ridge,Ridge residual,1.1252609242254037,1.5913121330434636,1.7276708587628753,3.0311953610853903,1081,2.275456782858076,2.1786956890148446,1.4372569404019502,1.7803524753374396,0.043478260869565216,0.010175763182238668,0.0064754856614246065
pairwise,baseline_bin,"baseline_rms[8,16)",B4-B8,ridge,Ridge residual,1.1365253441603984,1.555193404842075,1.4592866965144136,2.6259674344620527,1012,1.9412467417513268,1.8214080509450774,1.400737828526534,1.8936662037515841,0.058300395256917,0.014822134387351778,0.009881422924901186
pairwise,baseline_bin,"baseline_rms[8,16)",B6-B8,ridge,Ridge residual,1.061417012425213,1.2728573748203054,-0.4745786773397417,-0.19677660619120751,1168,-0.3334598371055001,-0.33033181065450634,1.1842651390551164,1.3523722102098594,0.0273972602739726,0.004280821917808219,0.0017123287671232876
pairwise,baseline_bin,"baseline_rms[8,16)",B4-B6,traditional,S02/S03 analytic template-phase,1.2575558902804143,1.7551091294536831,1.6179457322853483,3.094574737934712,1081,2.2489556471230356,2.072428261020619,1.562247473457005,1.973763599253718,0.08233117483811286,0.014801110083256245,0.0074005550416281225
pairwise,baseline_bin,"baseline_rms[8,16)",B4-B8,traditional,S02/S03 analytic template-phase,1.2350561087059233,1.6417130033130225,1.3976710848074163,2.638586618587962,1012,1.943074618844607,1.8277876428954976,1.4969759557276197,2.1066297110684804,0.08201581027667984,0.019762845849802372,0.009881422924901186
pairwise,baseline_bin,"baseline_rms[8,16)",B6-B8,traditional,S02/S03 analytic template-phase,1.1850621896367393,1.411850541588077,-0.48209245257784245,-0.13507161847322618,1168,-0.28313457125420827,-0.29689042713845737,1.3094416705500285,1.5001151753778277,0.04965753424657534,0.005136986301369863,0.0017123287671232876
pairwise,p09_anomaly_class,dropout,B4-B6,atom_gated_cnn,Atom-gated residual CNN,0.22061125716946162,10.933014307537757,-6.067312264731694,3.0177094006500247,13,0.9267584390803603,1.9333202787556374,0.8620158869174696,5.7954103513344855,0.15384615384615385,0.07692307692307693,0.07692307692307693
pairwise,p09_anomaly_class,dropout,B4-B8,atom_gated_cnn,Atom-gated residual CNN,0.348439671249819,15.466398526631933,-7.983723105079342,2.4283251073893632,13,-1.9493448831004672,1.9024096272048823,2.797961276313422,9.896538868378757,0.3076923076923077,0.15384615384615385,0.15384615384615385
pairwise,p09_anomaly_class,dropout,B6-B8,atom_gated_cnn,Atom-gated residual CNN,0.0,0.0,-2.0146758443419515,-2.0146758443419515,1,-2.0146758443419515,-2.0146758443419515,0.0,0.0,0.0,0.0,0.0
pairwise,p09_anomaly_class,dropout,B4-B6,cnn1d,1D-CNN residual,0.11236731250779641,12.234167037188108,-6.255495777438298,4.137513366609423,13,1.580286890999916,2.50033313313741,1.2994256949217662,6.410961501486089,0.23076923076923078,0.15384615384615385,0.07692307692307693
pairwise,p09_anomaly_class,dropout,B4-B8,cnn1d,1D-CNN residual,0.42603847226978003,16.615473389625556,-8.116006547451656,3.580349532899969,13,-1.1098471197234976,2.3748298428115717,3.1286904103826885,10.247191479102051,0.38461538461538464,0.23076923076923078,0.15384615384615385
pairwise,p09_anomaly_class,dropout,B6-B8,cnn1d,1D-CNN residual,0.0,0.0,1.3586754911835612,1.3586754911835612,1,1.3586754911835612,1.3586754911835612,0.0,0.0,0.0,0.0,0.0
pairwise,p09_anomaly_class,dropout,B4-B6,gradient_boosted_trees,HistGradientBoosting residual,0.214547698246305,11.086740004962545,-6.064435864186451,3.3863155835560232,13,1.0982380860368093,2.659589694846119,0.6895100810537221,6.025316813377164,0.07692307692307693,0.07692307692307693,0.07692307692307693
pairwise,p09_anomaly_class,dropout,B4-B8,gradient_boosted_trees,HistGradientBoosting residual,0.304822832975877,15.106984690601955,-7.470634543954323,2.90419878560633,13,-1.4014819436999357,2.1473783160683553,1.7438266365307338,9.55758475760882,0.15384615384615385,0.15384615384615385,0.15384615384615385
pairwise,p09_anomaly_class,dropout,B6-B8,gradient_boosted_trees,HistGradientBoosting residual,0.0,0.0,-1.128619097244723,-1.128619097244723,1,-1.128619097244723,-1.128619097244723,0.0,0.0,0.0,0.0,0.0
pairwise,p09_anomaly_class,dropout,B4-B6,mlp,MLP residual,0.20286917686462402,10.291101089540144,-3.487563307417762,5.847474667813669,13,3.1923778820934783,4.428030735550799,3.908810305848682,5.888357697628851,0.46153846153846156,0.23076923076923078,0.07692307692307693
pairwise,p09_anomaly_class,dropout,B4-B8,mlp,MLP residual,0.28655854532284764,13.21671258643821,-4.405089904496992,5.2261923478570935,13,1.0627739791249924,3.7799154064712397,3.8436626763887807,8.823057057945618,0.38461538461538464,0.23076923076923078,0.15384615384615385
pairwise,p09_anomaly_class,dropout,B6-B8,mlp,MLP residual,0.0,0.0,5.277345191806123,5.277345191806123,1,5.277345191806123,5.277345191806123,0.0,0.0,0.0,0.0,0.0
pairwise,p09_anomaly_class,dropout,B4-B6,ridge,Ridge residual,0.17523042969932234,8.517051872634392,-3.3974957373254897,4.10383958787878,13,2.079036064604441,3.507735973893084,1.7540639618223657,4.721555005386157,0.23076923076923078,0.15384615384615385,0.07692307692307693
pairwise,p09_anomaly_class,dropout,B4-B8,ridge,Ridge residual,0.454506516456604,13.281041935972876,-5.897679446312835,3.2386518010520007,13,-0.9634489995219467,2.316722109216215,3.9477564801743528,8.283877848817482,0.3076923076923077,0.3076923076923077,0.15384615384615385
pairwise,p09_anomaly_class,dropout,B6-B8,ridge,Ridge residual,0.0,0.0,-2.3378086424176274,-2.3378086424176274,1,-2.3378086424176274,-2.3378086424176274,0.0,0.0,0.0,0.0,0.0
pairwise,p09_anomaly_class,dropout,B4-B6,traditional,S02/S03 analytic template-phase,0.09793006890848518,11.078720950624934,-8.024338798500427,2.5595969455302177,13,0.4320073706997117,2.375166091898798,0.6919142254020562,5.872208344151978,0.15384615384615385,0.07692307692307693,0.07692307692307693
pairwise,p09_anomaly_class,dropout,B4-B8,traditional,S02/S03 analytic template-phase,0.08878015731686113,15.092839166957678,-9.018697319636109,2.632822898613866,13,-2.122639024390647,2.529124664395546,3.5170894077650736,9.965549674178076,0.23076923076923078,0.23076923076923078,0.15384615384615385
pairwise,p09_anomaly_class,dropout,B6-B8,traditional,S02/S03 analytic template-phase,0.0,0.0,0.38229344414708066,0.38229344414708066,1,0.38229344414708066,0.38229344414708066,0.0,0.0,0.0,0.0,0.0
pairwise,p09_anomaly_class,novel_broad_template_mismatch,B4-B6,atom_gated_cnn,Atom-gated residual CNN,3.032423792733697,23.662081667753213,-13.962728116567703,11.840045799886749,8,0.00021876302857615215,0.6864166788747923,10.666048807047986,14.63958282212429,0.75,0.75,0.625
pairwise,p09_anomaly_class,novel_broad_template_mismatch,B4-B8,atom_gated_cnn,Atom-gated residual CNN,1.8866981996304246,25.82011166074044,-22.100368857687926,7.767777065888484,12,-3.96428528590939,1.4104218482912145,12.88617232352643,17.729852040796985,0.5833333333333334,0.5,0.4166666666666667
pairwise,p09_anomaly_class,novel_broad_template_mismatch,B6-B8,atom_gated_cnn,Atom-gated residual CNN,0.09012762591937142,17.9211355950051,-18.76159303528369,-0.36400826406891557,6,-6.455293162405142,-0.6340259081683257,3.939105163129437,13.201648083763763,0.16666666666666666,0.16666666666666666,0.16666666666666666
pairwise,p09_anomaly_class,novel_broad_template_mismatch,B4-B6,cnn1d,1D-CNN residual,1.8512616036625533,21.490152343839203,-12.872029785554185,12.781141555135038,8,1.164784363483383,0.6144552461794035,11.45162378206172,13.729851787606648,0.625,0.5,0.5
pairwise,p09_anomaly_class,novel_broad_template_mismatch,B4-B8,cnn1d,1D-CNN residual,0.8243173639833005,22.341574913950414,-18.088925662711627,6.2262455703005095,12,-3.01407670144182,0.6983966373381634,10.89447256118207,15.121308144607543,0.5,0.5,0.5
pairwise,p09_anomaly_class,novel_broad_template_mismatch,B6-B8,cnn1d,1D-CNN residual,0.14949089385408232,17.45303024904067,-25.63104190032982,-0.13925817162970966,6,-6.259671781201809,-1.2603961014164575,3.985059719741722,12.35010036034798,0.16666666666666666,0.16666666666666666,0.16666666666666666
pairwise,p09_anomaly_class,novel_broad_template_mismatch,B4-B6,gradient_boosted_trees,HistGradientBoosting residual,1.6237887830089441,16.922130849095215,-10.851579280077488,8.934941078847096,8,0.8065108781402257,0.3205834577181079,11.117551575593788,10.896986577755335,0.75,0.5,0.5
pairwise,p09_anomaly_class,novel_broad_template_mismatch,B4-B8,gradient_boosted_trees,HistGradientBoosting residual,2.938277227575824,17.472647997297475,-14.430872813847584,4.502548139904972,12,-2.7432293301141755,0.774988500231899,8.680343365241308,11.745977474348475,0.5833333333333334,0.5,0.5
pairwise,p09_anomaly_class,novel_broad_template_mismatch,B6-B8,gradient_boosted_trees,HistGradientBoosting residual,0.036400200237127533,14.723035978685118,-15.492406318440958,-0.8469570660652543,6,-5.874600216792157,-1.2029401967597622,3.2885222825906135,10.633401398634948,0.16666666666666666,0.16666666666666666,0.16666666666666666
pairwise,p09_anomaly_class,novel_broad_template_mismatch,B4-B6,mlp,MLP residual,1.4685459899902358,22.48891133866367,-10.558399101640191,14.08139681199902,8,2.8796552857508204,1.0561479262998734,12.73709504022517,14.351495973685186,0.75,0.625,0.5
pairwise,p09_anomaly_class,novel_broad_template_mismatch,B4-B8,mlp,MLP residual,2.530153980884944,23.51760551581956,-17.967262101001023,8.934527440120114,12,-1.954579973359322,0.7972940355480276,12.395876397193955,16.02660629558725,0.5833333333333334,0.5833333333333334,0.5
pairwise,p09_anomaly_class,novel_broad_template_mismatch,B6-B8,mlp,MLP residual,0.06354320205587216,17.04376449377284,-26.45054715080856,-1.0056774801318227,6,-6.951640828191885,-1.4433913164747842,4.150485926330467,12.534784658800795,0.16666666666666666,0.16666666666666666,0.16666666666666666
pairwise,p09_anomaly_class,novel_broad_template_mismatch,B4-B6,ridge,Ridge residual,1.3395826684113454,22.21775523867008,-11.524152511115659,11.44796366722291,8,1.792218356405689,0.8509212665250914,9.624942344569348,12.924573371482568,0.75,0.5,0.375
pairwise,p09_anomaly_class,novel_broad_template_mismatch,B4-B8,ridge,Ridge residual,1.6719578710630936,21.591995197029565,-17.56137062136353,8.220895070116942,12,-2.1606999099397814,0.9368926845431886,9.802568188013124,14.296966888916026,0.5833333333333334,0.5,0.4166666666666667
pairwise,p09_anomaly_class,novel_broad_template_mismatch,B6-B8,ridge,Ridge residual,0.16540368323745003,15.982641896169728,-17.088027747526347,-0.74690409484777,6,-6.215720516929675,-1.251849455451545,3.535574275294735,11.670568169552523,0.16666666666666666,0.16666666666666666,0.16666666666666666
pairwise,p09_anomaly_class,novel_broad_template_mismatch,B4-B6,traditional,S02/S03 analytic template-phase,1.7053987270725224,22.082294738081615,-10.46040516321202,13.07700269284223,8,2.240215498280783,-0.08134070507157887,10.498479257979135,13.747172156362652,0.625,0.625,0.5
pairwise,p09_anomaly_class,novel_broad_template_mismatch,B4-B8,traditional,S02/S03 analytic template-phase,1.2596051144743259,22.789247874799642,-15.214028629534052,8.317752086886893,12,-1.3065235292129695,1.3083512288869805,10.337448678804812,14.458277941123342,0.5833333333333334,0.5,0.5
