block,threshold_MeV,stave,hit_events,edep_sum_MeV,edep_mean_MeV
77,40.0,B4,229,30069.917130898528,51.55265745287404
77,40.0,B6,19,16693.81707469333,48.888456233686156
77,40.0,B8,88,16196.038661908678,43.98855341361124
76,50.0,B2,358,65862.7669752013,59.34429585369435
76,50.0,B4,117,30464.929509166723,59.649110625533325
76,50.0,B6,11,17296.617686514284,68.5531324407612
76,50.0,B8,2,15818.434416801752,55.613638280633694
77,50.0,B2,349,65504.25468697974,58.3079858422973
77,50.0,B4,108,30069.917130898528,59.4384293987003
77,50.0,B6,5,16693.81707469333,58.726916607212914
77,50.0,B8,3,16196.038661908678,53.27981985107655
78,0.0,B2,2396,67401.06714403201,28.130662414036735
78,0.0,B4,1318,29182.78980200775,22.1417221563033
78,0.0,B6,893,17434.462708423835,19.523474477518295
78,0.0,B8,625,15923.530412124792,25.477648659399662
79,0.0,B2,2386,66940.60262170836,28.055575281520685
79,0.0,B4,1328,30282.567720618346,22.803138343839112
79,0.0,B6,864,16567.305272787817,19.175121843504417
79,0.0,B8,602,15612.914329614408,25.935073637233234
78,1.0,B2,2393,67401.06714403201,28.16533425007031
78,1.0,B4,1306,29182.78980200775,22.342043217213934
78,1.0,B6,888,17434.462708423835,19.630223949689295
78,1.0,B8,616,15923.530412124792,25.843251955243254
79,1.0,B2,2386,66940.60262170836,28.055575281520685
79,1.0,B4,1315,30282.567720618346,23.025380683330607
79,1.0,B6,854,16567.305272787817,19.39617097794357
79,1.0,B8,596,15612.914329614408,26.19180047161479
78,2.0,B2,2390,67401.06714403201,28.198580157199352
78,2.0,B4,1302,29182.78980200775,22.4063951020609
78,2.0,B6,886,17434.462708423835,19.67147408227201
78,2.0,B8,612,15923.530412124792,26.003555308651833
79,2.0,B2,2384,66940.60262170836,28.07757766754115
79,2.0,B4,1309,30282.567720618346,23.12498749335232
79,2.0,B6,850,16567.305272787817,19.47981676269233
79,2.0,B8,592,15612.914329614408,26.361022763484453
78,5.0,B2,2382,67401.06714403201,28.281687268987397
78,5.0,B4,1298,29182.78980200775,22.46433056208606
78,5.0,B6,875,17434.462708423835,19.87556679110871
78,5.0,B8,602,15923.530412124792,26.374217708533536
79,5.0,B2,2375,66940.60262170836,28.171131275596228
79,5.0,B4,1298,30282.567720618346,23.295653449146936
79,5.0,B6,846,16567.305272787817,19.557310223369786
79,5.0,B8,588,15612.914329614408,26.51424264123308
78,10.0,B2,2352,67401.06714403201,28.53313142161569
78,10.0,B4,1285,29182.78980200775,22.621233889976978
78,10.0,B6,866,17434.462708423835,20.005138876832437
78,10.0,B8,580,15923.530412124792,27.097834260722912
79,10.0,B2,2349,66940.60262170836,28.38132638815944
79,10.0,B4,1284,30282.567720618346,23.467837397821782
79,10.0,B6,834,16567.305272787817,19.728149391574835
79,10.0,B8,572,15612.914329614408,27.048500317362997
78,15.0,B2,1369,67401.06714403201,40.34263561775597
78,15.0,B4,689,29182.78980200775,30.72885235629117
78,15.0,B6,660,17434.462708423835,21.847197435042617
78,15.0,B8,544,15923.530412124792,28.027026537129046
79,15.0,B2,1382,66940.60262170836,39.772105146537506
79,15.0,B4,714,30282.567720618346,31.60249082300286
79,15.0,B6,638,16567.305272787817,21.477071682545194
79,15.0,B8,546,15612.914329614408,27.714588943547202
78,20.0,B2,1351,67401.06714403201,40.647329998968786
78,20.0,B4,359,29182.78980200775,44.308829850233025
78,20.0,B6,386,17434.462708423835,24.66494711838196
78,20.0,B8,344,15923.530412124792,33.64581337771963
79,20.0,B2,1369,66940.60262170836,39.97772867066861
79,20.0,B4,393,30282.567720618346,44.47491454657905
79,20.0,B6,367,16567.305272787817,24.0345763512742
79,20.0,B8,345,15612.914329614408,33.133236159632474
78,25.0,B2,1003,67401.06714403201,46.75732969223064
78,25.0,B4,349,29182.78980200775,44.906889642109505
78,25.0,B6,95,17434.462708423835,32.011325548217684
78,25.0,B8,287,15923.530412124792,35.979519807899685
79,25.0,B2,987,66940.60262170836,46.554111620131756
79,25.0,B4,378,30282.567720618346,45.34789060569332
79,25.0,B6,86,16567.305272787817,30.211763839815053
79,25.0,B8,280,15612.914329614408,35.716705119684605
78,30.0,B2,988,67401.06714403201,47.06977881287359
78,30.0,B4,335,29182.78980200775,45.62142892868956
78,30.0,B6,32,17434.462708423835,43.23925575000098
78,30.0,B8,231,15923.530412124792,37.926736806688176
79,30.0,B2,968,66940.60262170836,46.939756473109014
79,30.0,B4,367,30282.567720618346,45.876117673998046
79,30.0,B6,27,16567.305272787817,38.48537327332965
79,30.0,B8,219,15612.914329614408,37.89772379078606
78,40.0,B2,662,67401.06714403201,52.663430475206994
78,40.0,B4,220,29182.78980200775,50.149143668786
78,40.0,B6,14,17434.462708423835,53.06737703171698
78,40.0,B8,84,15923.530412124792,43.84035304455094
79,40.0,B2,627,66940.60262170836,52.985735301342004
79,40.0,B4,228,30282.567720618346,51.34659290586402
79,40.0,B6,7,16567.305272787817,49.820631325537484
79,40.0,B8,75,15612.914329614408,44.33328029291052
78,50.0,B2,371,67401.06714403201,59.01991712467351
78,50.0,B4,89,29182.78980200775,59.32232042446909
78,50.0,B6,6,17434.462708423835,64.27214728669111
78,50.0,B8,1,15923.530412124792,50.727478754018975
79,50.0,B2,356,66940.60262170836,59.20294765421757
79,50.0,B4,98,30282.567720618346,60.93203319308522
79,50.0,B6,2,16567.305272787817,61.85153017285265
79,50.0,B8,5,15612.914329614408,54.004723552719476
80,0.0,B2,2344,67611.5132950596,28.844502258984473
80,0.0,B4,1232,27348.34371783797,22.198330939803547
80,0.0,B6,832,16206.512614207915,19.478981507461434
80,0.0,B8,592,15062.778393688177,25.44388242177057
81,0.0,B2,2322,65936.12692606788,28.396264826041293
81,0.0,B4,1265,28482.042604212074,22.515448698981878
81,0.0,B6,849,16529.082530027343,19.468884016522193
81,0.0,B8,615,15517.057172048124,25.230987271622972
80,1.0,B2,2338,67611.5132950596,28.91714626807093
80,1.0,B4,1220,27348.34371783797,22.41400768960186
80,1.0,B6,819,16206.512614207915,19.784745311826217
80,1.0,B8,585,15062.778393688177,25.743836169067755
81,1.0,B2,2318,65936.12692606788,28.444336707709578
81,1.0,B4,1251,28482.042604212074,22.762012197233453
81,1.0,B6,841,16529.082530027343,19.650828854302322
81,1.0,B8,604,15517.057172048124,25.6854477504698
80,2.0,B2,2335,67611.5132950596,28.952412389930885
80,2.0,B4,1218,27348.34371783797,22.44890045303033
80,2.0,B6,815,16206.512614207915,19.874920129028823
80,2.0,B8,580,15062.778393688177,25.95217795082312
81,2.0,B2,2316,65936.12692606788,28.4675653922077
81,2.0,B4,1244,28482.042604212074,22.882153580358363
81,2.0,B6,838,16529.082530027343,19.71676495797749
81,2.0,B8,601,15517.057172048124,25.807109472430312
80,5.0,B2,2329,67611.5132950596,29.018973462023144
80,5.0,B4,1214,27348.34371783797,22.50971194607589
80,5.0,B6,814,16206.512614207915,19.89483154360465
80,5.0,B8,577,15062.778393688177,26.067299433956475
81,5.0,B2,2302,65936.12692606788,28.61978658648079
81,5.0,B4,1233,28482.042604212074,23.057359609486817
81,5.0,B6,834,16529.082530027343,19.79752615378997
81,5.0,B8,591,15517.057172048124,26.181393909514405
80,10.0,B2,2301,67611.5132950596,29.269398684847072
80,10.0,B4,1203,27348.34371783797,22.643256577351195
80,10.0,B6,805,16206.512614207915,20.027340481069082
80,10.0,B8,559,15062.778393688177,26.653587085117213
81,10.0,B2,2279,65936.12692606788,28.81935133255215
81,10.0,B4,1221,28482.042604212074,23.213814288996552
81,10.0,B6,829,16529.082530027343,19.87135538421305
81,10.0,B8,571,15517.057172048124,26.82257637528458
80,15.0,B2,1388,67611.5132950596,40.571441217103136
80,15.0,B4,635,27348.34371783797,31.053430730597153
80,15.0,B6,599,16206.512614207915,22.10399203629564
80,15.0,B8,539,15062.778393688177,27.16829543438793
81,15.0,B2,1345,65936.12692606788,40.476879744346896
81,15.0,B4,632,28482.042604212074,32.513631576133086
81,15.0,B6,614,16529.082530027343,21.89433532602963
81,15.0,B8,542,15517.057172048124,27.56420614165063
80,20.0,B2,1374,67611.5132950596,40.80286709774589
80,20.0,B4,340,27348.34371783797,44.20701385754373
80,20.0,B6,352,16206.512614207915,25.092318976095395
80,20.0,B8,329,15062.778393688177,32.86773791092036
81,20.0,B2,1330,65936.12692606788,40.73452090520341
81,20.0,B4,356,28482.042604212074,45.388152127230924
81,20.0,B6,336,16529.082530027343,25.11764708926042
81,20.0,B8,328,15517.057172048124,33.6539055385449
80,25.0,B2,1027,67611.5132950596,46.81253858039218
80,25.0,B4,329,27348.34371783797,44.932754357064525
80,25.0,B6,94,16206.512614207915,33.516577320595104
80,25.0,B8,264,15062.778393688177,35.5549788695051
81,25.0,B2,988,65936.12692606788,46.87941781918766
81,25.0,B4,347,28482.042604212074,45.98533595090478
81,25.0,B6,91,16529.082530027343,32.793931420819355
81,25.0,B8,279,15517.057172048124,35.779263917575136
80,30.0,B2,1017,67611.5132950596,47.00907173511625
80,30.0,B4,321,27348.34371783797,45.3746897865416
80,30.0,B6,36,16206.512614207915,44.82596430153174
80,30.0,B8,196,15062.778393688177,38.17808202790983
81,30.0,B2,972,65936.12692606788,47.206864921076956
81,30.0,B4,336,28482.042604212074,46.59436803783869
81,30.0,B6,31,16529.082530027343,45.24720188218153
81,30.0,B8,211,15517.057172048124,38.29107234048854
80,40.0,B2,658,67611.5132950596,53.08231247702022
80,40.0,B4,198,27348.34371783797,50.87812946691134
80,40.0,B6,23,16206.512614207915,50.23548105656709
80,40.0,B8,76,15062.778393688177,44.293985895272584
81,40.0,B2,633,65936.12692606788,53.363093073335484
81,40.0,B4,210,28482.042604212074,52.38623267821319
81,40.0,B6,19,16529.082530027343,52.285958294685514
81,40.0,B8,83,15517.057172048124,43.754220214337536
80,50.0,B2,387,67611.5132950596,59.02323022776583
80,50.0,B4,88,27348.34371783797,59.277686651617095
80,50.0,B6,8,16206.512614207915,61.75090137906754
80,50.0,B8,3,15062.778393688177,52.60808353708953
81,50.0,B2,378,65936.12692606788,59.13662506932938
81,50.0,B4,104,28482.042604212074,61.08512444836352
81,50.0,B6,12,16529.082530027343,56.25454542498802
81,50.0,B8,1,15517.057172048124,51.64727206108063
82,0.0,B2,2351,67464.19394364992,28.695956590238165
82,0.0,B4,1262,28887.419709040754,22.890189943772384
82,0.0,B6,848,16709.96874404482,19.705151820807572
82,0.0,B8,591,15188.280239024527,25.699289744542348
83,0.0,B2,2305,64882.183069464714,28.14845252471354
83,0.0,B4,1261,28281.79528129581,22.42806921593641
83,0.0,B6,842,16337.859593401186,19.40363372137908
83,0.0,B8,579,14850.766346150205,25.648991962262876
82,1.0,B2,2349,67464.19394364992,28.719748843820227
82,1.0,B4,1247,28887.419709040754,23.16146418913814
82,1.0,B6,841,16709.96874404482,19.866433854076845
82,1.0,B8,583,15188.280239024527,26.04902453939883
83,1.0,B2,2301,64882.183069464714,28.196400463131912
83,1.0,B4,1246,28281.79528129581,22.69243808232159
83,1.0,B6,833,16337.859593401186,19.609880633627565
83,1.0,B8,574,14850.766346150205,25.87069111780558
82,2.0,B2,2344,67464.19394364992,28.77781313851489
82,2.0,B4,1243,28887.419709040754,23.231688393015446
82,2.0,B6,839,16709.96874404482,19.90986217401565
82,2.0,B8,581,15188.280239024527,26.13426094646693
83,2.0,B2,2295,64882.183069464714,28.26610295821332
83,2.0,B4,1240,28281.79528129581,22.795146658118735
83,2.0,B6,826,16337.859593401186,19.76440244370259
83,2.0,B8,574,14850.766346150205,25.87069111780558
82,5.0,B2,2332,67464.19394364992,28.908215578090772
82,5.0,B4,1233,28887.419709040754,23.393537489319073
82,5.0,B6,837,16709.96874404482,19.950897600516477
82,5.0,B8,575,15188.280239024527,26.368611239395833
83,5.0,B2,2289,64882.183069464714,28.331520756348517
83,5.0,B4,1229,28281.79528129581,22.968192613211507
83,5.0,B6,821,16337.859593401186,19.86370151845829
83,5.0,B8,566,14850.766346150205,26.18968266658468
82,10.0,B2,2313,67464.19394364992,29.083292096471485
82,10.0,B4,1230,28887.419709040754,23.433788462343873
82,10.0,B6,834,16709.96874404482,19.994008899989915
82,10.0,B8,556,15188.280239024527,26.99189084384231
83,10.0,B2,2267,64882.183069464714,28.527220902392553
83,10.0,B4,1209,28281.79528129581,23.226470280407028
83,10.0,B6,811,16337.859593401186,20.021048362502857
83,10.0,B8,549,14850.766346150205,26.75796754600199
82,15.0,B2,1390,67464.19394364992,40.35478475736361
82,15.0,B4,663,28887.419709040754,32.06613579306843
82,15.0,B6,631,16709.96874404482,21.908157862517793
82,15.0,B8,527,15188.280239024527,27.794452141098525
83,15.0,B2,1330,64882.183069464714,40.10370048596093
83,15.0,B4,658,28281.79528129581,31.56442979051522
83,15.0,B6,606,16337.859593401186,22.038421248799896
83,15.0,B8,523,14850.766346150205,27.486993764821147
82,20.0,B2,1381,67464.19394364992,40.50626679604957
82,20.0,B4,358,28887.419709040754,45.80147939652481
82,20.0,B6,369,16709.96874404482,24.73338934572017
82,20.0,B8,348,15188.280239024527,32.617616043072985
83,20.0,B2,1317,64882.183069464714,40.32674628945766
83,20.0,B4,350,28281.79528129581,45.34228057354967
83,20.0,B6,361,16337.859593401186,24.73297200296043
83,20.0,B8,328,14850.766346150205,32.931251085531386
82,25.0,B2,1014,67464.19394364992,46.82826433784175
82,25.0,B4,350,28887.419709040754,46.35655505739503
82,25.0,B6,91,16709.96874404482,32.49278406385903
82,25.0,B8,286,15188.280239024527,34.9233793118035
83,25.0,B2,972,64882.183069464714,46.46500032174122
83,25.0,B4,340,28281.79528129581,46.00908545522915
83,25.0,B6,93,16337.859593401186,32.139905640193156
83,25.0,B8,279,14850.766346150205,34.8578029976197
82,30.0,B2,995,67464.19394364992,47.20992562410834
82,30.0,B4,344,28887.419709040754,46.69408834902876
82,30.0,B6,32,16709.96874404482,43.89317159095039
82,30.0,B8,219,15188.280239024527,37.113654574974596
83,30.0,B2,953,64882.183069464714,46.85821426361989
83,30.0,B4,328,28281.79528129581,46.696803586170496
83,30.0,B6,27,16337.859593401186,45.88206153934995
83,30.0,B8,202,14850.766346150205,37.57460688276003
82,40.0,B2,652,67464.19394364992,53.25716441102534
82,40.0,B4,225,28887.419709040754,51.95367022602981
82,40.0,B6,18,16709.96874404482,50.91226171752791
82,40.0,B8,61,15188.280239024527,44.464668052959134
83,40.0,B2,614,64882.183069464714,52.873271775964675
83,40.0,B4,217,28281.79528129581,51.58105469569221
83,40.0,B6,16,16337.859593401186,53.69608987851746
83,40.0,B8,64,14850.766346150205,44.44794490057187
82,50.0,B2,395,67464.19394364992,58.918792455347415
82,50.0,B4,110,28887.419709040754,59.880680901076346
82,50.0,B6,9,16709.96874404482,57.631792688218134
82,50.0,B8,3,15188.280239024527,51.7847230524506
83,50.0,B2,358,64882.183069464714,58.90105667718962
83,50.0,B4,102,28281.79528129581,59.721644353967484
83,50.0,B6,10,16337.859593401186,59.83118121276881
83,50.0,B8,2,14850.766346150205,59.01050141587841
84,0.0,B2,2373,67290.68585620073,28.356799770838908
84,0.0,B4,1299,29117.572716725892,22.415375455524167
84,0.0,B6,868,16621.07239046615,19.14870091067529
84,0.0,B8,597,14771.282122841942,24.74251611866322
85,0.0,B2,2378,66003.15480465458,27.755742138206298
85,0.0,B4,1318,28693.948018558585,21.77082550725234
85,0.0,B6,900,17372.1483499491,19.302387055499
85,0.0,B8,637,16290.05994305828,25.573092532273595
84,1.0,B2,2368,67290.68585620073,28.415923905541106
84,1.0,B4,1285,29117.572716725892,22.6554291415223
84,1.0,B6,855,16621.07239046615,19.43350140201105
84,1.0,B8,591,14771.282122841942,24.991391169298563
85,1.0,B2,2375,66003.15480465458,27.79043369421831
85,1.0,B4,1303,28693.948018558585,22.01840897278316
85,1.0,B6,887,17372.1483499491,19.578854380071274
85,1.0,B8,633,16290.05994305828,25.73113244150809
84,2.0,B2,2366,67290.68585620073,28.438449193416506
84,2.0,B4,1282,29117.572716725892,22.704884522031964
84,2.0,B6,851,16621.07239046615,19.517210587817644
84,2.0,B8,587,14771.282122841942,25.152707592639935
85,2.0,B2,2369,66003.15480465458,27.85668109476028
85,2.0,B4,1296,28693.948018558585,22.12957250254036
85,2.0,B6,884,17372.1483499491,19.639669661601634
85,2.0,B8,628,16290.05994305828,25.92378649987419
84,5.0,B2,2358,67290.68585620073,28.52179846599701
84,5.0,B4,1273,29117.572716725892,22.84020769681053
84,5.0,B6,843,16621.07239046615,19.67015457685886
84,5.0,B8,583,14771.282122841942,25.30464832145871
85,5.0,B2,2358,66003.15480465458,27.96881723856919
85,5.0,B4,1286,28693.948018558585,22.277858667016034
85,5.0,B6,880,17372.1483499491,19.71448446535178
85,5.0,B8,618,16290.05994305828,26.28562668878128
84,10.0,B2,2332,67290.68585620073,28.753950275049817
84,10.0,B4,1265,29117.572716725892,22.934198111466785
84,10.0,B6,832,16621.07239046615,19.834769624578346
84,10.0,B8,562,14771.282122841942,25.96714027403506
85,10.0,B2,2333,66003.15480465458,28.17207512519912
85,10.0,B4,1272,28693.948018558585,22.43304146761874
85,10.0,B6,867,17372.1483499491,19.906527053409707
85,10.0,B8,601,16290.05994305828,26.815260129537595
84,15.0,B2,1385,67290.68585620073,40.18452979899645
84,15.0,B4,665,29117.572716725892,31.748031962954695
84,15.0,B6,597,16621.07239046615,22.125573950989416
84,15.0,B8,533,14771.282122841942,26.688732480787962
85,15.0,B2,1344,66003.15480465458,40.008420963372245
85,15.0,B4,658,28693.948018558585,30.95887056804241
85,15.0,B6,663,17372.1483499491,21.71834041091115
85,15.0,B8,572,16290.05994305828,27.50547044758905
84,20.0,B2,1377,67290.68585620073,40.319319983832365
84,20.0,B4,374,29117.572716725892,44.06546275048509
84,20.0,B6,360,16621.07239046615,24.86850102162129
84,20.0,B8,316,14771.282122841942,32.49908243071595
85,20.0,B2,1332,66003.15480465458,40.21200376082806
85,20.0,B4,349,28693.948018558585,44.34073389563717
85,20.0,B6,381,17372.1483499491,24.558630459481524
85,20.0,B8,366,16290.05994305828,32.6865852940091
84,25.0,B2,1007,67290.68585620073,46.693826144444415
84,25.0,B4,362,29117.572716725892,44.76131049325763
84,25.0,B6,100,16621.07239046615,32.12985544981702
84,25.0,B8,263,14771.282122841942,34.578968360289096
85,25.0,B2,982,66003.15480465458,46.358236211914196
85,25.0,B4,344,28693.948018558585,44.659137403966135
85,25.0,B6,93,17372.1483499491,32.195797483044316
85,25.0,B8,304,16290.05994305828,34.85762961247002
84,30.0,B2,987,67290.68585620073,47.098724638112245
84,30.0,B4,351,29117.572716725892,45.313615104132985
84,30.0,B6,28,16621.07239046615,46.38568938782321
84,30.0,B8,185,14771.282122841942,37.37103799921313
85,30.0,B2,961,66003.15480465458,46.78358779539683
85,30.0,B4,330,28693.948018558585,45.39749041843672
85,30.0,B6,28,17372.1483499491,45.78336354502205
85,30.0,B8,219,16290.05994305828,37.510119360265364
84,40.0,B2,656,67290.68585620073,52.83389099316066
84,40.0,B4,217,29117.572716725892,50.76876039555461
84,40.0,B6,16,16621.07239046615,55.35117239854597
84,40.0,B8,61,14771.282122841942,43.99355532722071
85,40.0,B2,632,66003.15480465458,52.60283141672091
85,40.0,B4,206,28693.948018558585,50.73549747233182
85,40.0,B6,16,17372.1483499491,54.24101846562591
85,40.0,B8,70,16290.05994305828,45.174470745275734
84,50.0,B2,394,67290.68585620073,58.329959344755295
84,50.0,B4,96,29117.572716725892,59.63204762299291
84,50.0,B6,10,16621.07239046615,62.15890935638977
84,50.0,B8,1,14771.282122841942,50.02967048503544
85,50.0,B2,354,66003.15480465458,58.84784816202683
85,50.0,B4,91,28693.948018558585,59.021746261714874
85,50.0,B6,9,17372.1483499491,61.98645476272249
85,50.0,B8,5,16290.05994305828,59.25007726337334
86,0.0,B2,2349,64675.64044855066,27.533265410196105
86,0.0,B4,1322,29545.563826681668,22.34914056481216
86,0.0,B6,883,17298.552673590726,19.59065987949119
86,0.0,B8,591,14700.4049686685,24.873781672873942
87,0.0,B2,2362,67941.53552514456,28.764409621145028
87,0.0,B4,1264,28822.575946396566,22.80267084366817
87,0.0,B6,836,16511.140450805207,19.750168003355512
87,0.0,B8,583,15171.451883826341,26.02307355716354
86,1.0,B2,2345,64675.64044855066,27.57928840253683
86,1.0,B4,1311,29545.563826681668,22.53386657392653
86,1.0,B6,872,17298.552673590726,19.83334779911061
86,1.0,B8,585,14700.4049686685,25.124278877830207
87,1.0,B2,2356,67941.53552514456,28.837111158830787
87,1.0,B4,1248,28822.575946396566,23.090213857602237
87,1.0,B6,825,16511.140450805207,20.009841184928653
87,1.0,B8,575,15171.451883826341,26.379263042636392
86,2.0,B2,2343,64675.64044855066,27.601319685837076
86,2.0,B4,1303,29545.563826681668,22.663353663361683
86,2.0,B6,868,17298.552673590726,19.91742032145169
86,2.0,B8,584,14700.4049686685,25.163885642828493
87,2.0,B2,2353,67941.53552514456,28.872214798530347
87,2.0,B4,1245,28822.575946396566,23.142223081020312
87,2.0,B6,820,16511.140450805207,20.123760566820508
87,2.0,B8,573,15171.451883826341,26.46746674341341
86,5.0,B2,2337,64675.64044855066,27.66390698783343
86,5.0,B4,1295,29545.563826681668,22.78317727290311
86,5.0,B6,866,17298.552673590726,19.957134505538917
86,5.0,B8,575,14700.4049686685,25.50268696625846
87,5.0,B2,2347,67941.53552514456,28.937266374559083
87,5.0,B4,1238,28822.575946396566,23.257064528075087
87,5.0,B6,815,16511.140450805207,20.229906405145993
87,5.0,B8,568,15171.451883826341,26.6645192484513
86,10.0,B2,2322,64675.64044855066,27.788720102306126
86,10.0,B4,1283,29545.563826681668,22.92300111952234
86,10.0,B6,859,17298.552673590726,20.059901081050942
86,10.0,B8,558,14700.4049686685,26.064877937588722
87,10.0,B2,2317,67941.53552514456,29.205533047110986
87,10.0,B4,1224,28822.575946396566,23.437507906099547
87,10.0,B6,810,16511.140450805207,20.312556261307606
87,10.0,B8,552,15171.451883826341,27.215279916499803
86,15.0,B2,1331,64675.64044855066,39.48349328011931
86,15.0,B4,708,29545.563826681668,30.853746710004064
86,15.0,B6,643,17298.552673590726,22.073060582627296
86,15.0,B8,531,14700.4049686685,26.753614624778347
87,15.0,B2,1404,67941.53552514456,40.32533854447093
87,15.0,B4,680,28822.575946396566,31.543122007716594
87,15.0,B6,618,16511.140450805207,22.244431455682232
87,15.0,B8,531,15171.451883826341,27.795642484387873
86,20.0,B2,1323,64675.64044855066,39.61549097329328
86,20.0,B4,352,29545.563826681668,45.93424134022114
86,20.0,B6,393,17298.552673590726,24.75674184679192
86,20.0,B8,315,14700.4049686685,32.60571997702462
87,20.0,B2,1386,67941.53552514456,40.621490707928366
87,20.0,B4,375,28822.575946396566,44.246422939955075
87,20.0,B6,371,16511.140450805207,25.02176906157191
87,20.0,B8,331,15171.451883826341,33.46795414660038
86,25.0,B2,966,64675.64044855066,45.73457431634578
86,25.0,B4,341,29545.563826681668,46.69235896633923
86,25.0,B6,99,17298.552673590726,31.967734957072768
86,25.0,B8,251,14700.4049686685,35.28769168873205
87,25.0,B2,1023,67941.53552514456,46.87835308228459
87,25.0,B4,360,28822.575946396566,45.151414083886245
87,25.0,B6,94,16511.140450805207,33.59126142719229
87,25.0,B8,276,15171.451883826341,35.690687002708884
86,30.0,B2,938,64675.64044855066,46.293291195169424
86,30.0,B4,335,29545.563826681668,47.04097509476123
86,30.0,B6,30,17298.552673590726,44.32662002616019
86,30.0,B8,182,14700.4049686685,38.071632822963196
87,30.0,B2,1002,67941.53552514456,47.292467036802215
87,30.0,B4,351,28822.575946396566,45.60872207528568
87,30.0,B6,35,16511.140450805207,45.68379764733824
87,30.0,B8,215,15171.451883826341,37.973045208786225
86,40.0,B2,592,64675.64044855066,52.457092038044536
86,40.0,B4,216,29545.563826681668,52.5688430114107
86,40.0,B6,16,17298.552673590726,52.281843605418466
86,40.0,B8,67,14700.4049686685,45.13030441547309
87,40.0,B2,657,67941.53552514456,53.39247899524685
87,40.0,B4,205,28822.575946396566,51.80958425434235
87,40.0,B6,23,16511.140450805207,51.86734861817054
87,40.0,B8,79,15171.451883826341,44.673454420333144
86,50.0,B2,329,64675.64044855066,58.90334084534755
86,50.0,B4,113,29545.563826681668,59.90369073609879
86,50.0,B6,9,17298.552673590726,57.8145684872982
86,50.0,B8,4,14700.4049686685,60.17560849972081
87,50.0,B2,398,67941.53552514456,58.99449340535262
87,50.0,B4,89,28822.575946396566,61.6402632040259
87,50.0,B6,11,16511.140450805207,60.53585184876856
87,50.0,B8,3,15171.451883826341,62.36546223667057
88,0.0,B2,2415,67902.72801073745,28.117071640056917
88,0.0,B4,1320,28748.061751425543,21.778834660170865
88,0.0,B6,893,17489.266389544002,19.584844781124303
88,0.0,B8,615,15697.83008908389,25.524926974120145
89,0.0,B2,2356,66448.46335439372,28.203931814258794
89,0.0,B4,1291,29965.384221692162,23.210987003634518
89,0.0,B6,845,16349.61906544417,19.34866161591026
89,0.0,B8,602,16286.356112394049,27.053747695006724
88,1.0,B2,2408,67902.72801073745,28.19736141903653
88,1.0,B4,1304,28748.061751425543,22.042375493610876
88,1.0,B6,883,17489.266389544002,19.803068401701406
88,1.0,B8,608,15697.83008908389,25.81607649790793
89,1.0,B2,2354,66448.46335439372,28.22736645266242
89,1.0,B4,1284,29965.384221692162,23.335597458608916
89,1.0,B6,834,16349.61906544417,19.600711337456485
89,1.0,B8,593,16286.356112394049,27.458733963501768
88,2.0,B2,2407,67902.72801073745,28.208529279290925
88,2.0,B4,1302,28748.061751425543,22.07385062459963
88,2.0,B6,880,17489.266389544002,19.86513810436966
88,2.0,B8,604,15697.83008908389,25.976568693131696
89,2.0,B2,2351,66448.46335439372,28.26107733442781
89,2.0,B4,1278,29965.384221692162,23.438469364798014
89,2.0,B6,826,16349.61906544417,19.777379050975142
89,2.0,B8,589,16286.356112394049,27.63516204237584
88,5.0,B2,2396,67902.72801073745,28.324043432259682
88,5.0,B4,1290,28748.061751425543,22.245959566533365
88,5.0,B6,877,17489.266389544002,19.92012061192364
88,5.0,B8,597,15697.83008908389,26.243621564388885
89,5.0,B2,2346,66448.46335439372,28.312774850781317
89,5.0,B4,1269,29965.384221692162,23.57923566512298
89,5.0,B6,819,16349.61906544417,19.909181135856045
89,5.0,B8,581,16286.356112394049,27.96432317951366
88,10.0,B2,2370,67902.72801073745,28.537692037550997
88,10.0,B4,1269,28748.061751425543,22.49818401639839
88,10.0,B6,872,17489.266389544002,19.98887543843902
88,10.0,B8,585,15697.83008908389,26.63193336878773
89,10.0,B2,2317,66448.46335439372,28.564464432440822
89,10.0,B4,1257,29965.384221692162,23.734174284855804
89,10.0,B6,813,16349.61906544417,19.997472159642196
89,10.0,B8,566,16286.356112394049,28.507972011668244
88,15.0,B2,1381,67902.72801073745,40.341390937962316
88,15.0,B4,668,28748.061751425543,30.851402973012032
88,15.0,B6,645,17489.266389544002,22.0784726097903
88,15.0,B8,552,15697.83008908389,27.43115134514294
89,15.0,B2,1390,66448.46335439372,39.53731643007012
89,15.0,B4,696,29965.384221692162,32.09701879982398
89,15.0,B6,652,16349.61906544417,21.45128690005983
89,15.0,B8,551,16286.356112394049,28.945319535711434
88,20.0,B2,1364,67902.72801073745,40.63045222474183
88,20.0,B4,353,28748.061751425543,44.19005763315119
88,20.0,B6,373,17489.266389544002,25.072629960922743
88,20.0,B8,338,15697.83008908389,33.07664534193272
89,20.0,B2,1382,66448.46335439372,39.668926776915804
89,20.0,B4,388,29965.384221692162,44.905706719378095
89,20.0,B6,353,16349.61906544417,24.45469443553319
89,20.0,B8,379,16286.356112394049,33.734325462674285
88,25.0,B2,1003,67902.72801073745,46.98358121411503
88,25.0,B4,341,28748.061751425543,44.96695927113254
88,25.0,B6,107,17489.266389544002,32.43570440898805
88,25.0,B8,278,15697.83008908389,35.4176742644444
