definition_id,fold,test_runs,train_n,test_n,test_clean,test_violating,qonly_selected_columns,traditional_selected_columns
cfd25_ds3_app_a_qtight_ambas_violating,5,"35,45,46,48,53,54,56,63,64",2402,597,142,455,q_all_max,active_downstream_span_ns
cfd25_ds3_loose_qnone_ambexclude,1,"52,61",3229,812,773,39,q_downstream_mean,active_downstream_span_ns+active_all_span_ns+active_b2_displacement_filled+q_downstream_max
cfd25_ds3_loose_qnone_ambexclude,2,"31,33,35,42,54,60",3227,814,687,127,q_all_max,active_downstream_span_ns+active_all_span_ns+active_b2_displacement_filled+q_downstream_max
cfd25_ds3_loose_qnone_ambexclude,3,"32,34,39,40,44,50,59",3238,803,626,177,q_downstream_mean,active_downstream_span_ns+active_all_span_ns+active_b2_displacement_filled+q_downstream_max
cfd25_ds3_loose_qnone_ambexclude,4,"36,51,53,57,58,62,65",3233,808,681,127,q_downstream_mean,active_downstream_span_ns+active_all_span_ns+active_b2_displacement_filled+q_downstream_max
cfd25_ds3_loose_qnone_ambexclude,5,"37,41,45,47,48,49,55,56,63,64",3237,804,564,240,q_downstream_mean,active_downstream_span_ns+active_all_span_ns+active_b2_displacement_filled+q_downstream_max
cfd25_ds3_loose_qnone_ambas_violating,1,"31,33,52,61",4229,1061,810,251,q_downstream_mean,active_downstream_span_ns+active_all_span_ns+active_b2_displacement_filled+q_downstream_max
cfd25_ds3_loose_qnone_ambas_violating,2,"39,41,44,47,49,55,60",4231,1059,721,338,q_downstream_mean,active_downstream_span_ns+active_all_span_ns+active_b2_displacement_filled+q_downstream_max
cfd25_ds3_loose_qnone_ambas_violating,3,"32,36,40,48,57,62",4229,1061,662,399,q_downstream_mean,active_downstream_span_ns+active_all_span_ns+active_b2_displacement_filled+q_downstream_max
cfd25_ds3_loose_qnone_ambas_violating,4,"34,37,51,53,59,65",4235,1055,611,444,q_downstream_mean,active_downstream_span_ns+active_all_span_ns+active_b2_displacement_filled+q_downstream_max
cfd25_ds3_loose_qnone_ambas_violating,5,"35,42,45,46,50,54,56,58,63,64",4236,1054,527,527,q_downstream_mean,active_downstream_span_ns+active_all_span_ns+active_b2_displacement_filled+q_downstream_max
cfd25_ds3_loose_qtight_ambexclude,1,"31,36,54,61",1759,439,395,44,q_all_max,active_downstream_span_ns+active_all_span_ns+active_b2_displacement_filled+q_downstream_max
cfd25_ds3_loose_qtight_ambexclude,2,"33,47,49,55,58,59",1757,441,318,123,q_all_max,active_downstream_span_ns+active_all_span_ns+active_b2_displacement_filled+q_downstream_max
cfd25_ds3_loose_qtight_ambexclude,3,"35,39,48,50,53,60",1759,439,354,85,q_all_max,active_downstream_span_ns+active_all_span_ns+active_b2_displacement_filled+q_downstream_max
cfd25_ds3_loose_qtight_ambexclude,4,"37,42,44,51,57,62,65",1760,438,335,103,q_all_max,active_downstream_span_ns+active_all_span_ns+active_b2_displacement_filled+q_downstream_max
cfd25_ds3_loose_qtight_ambexclude,5,"32,34,40,41,45,52,56,63,64",1757,441,261,180,q_all_max,active_downstream_span_ns+active_all_span_ns+active_b2_displacement_filled+q_downstream_max
cfd25_ds3_loose_qtight_ambas_violating,1,"32,33,39,50,61",2400,599,414,185,q_all_max,active_downstream_span_ns
cfd25_ds3_loose_qtight_ambas_violating,2,"41,42,47,51,55,62",2397,602,316,286,q_all_max,active_downstream_span_ns
cfd25_ds3_loose_qtight_ambas_violating,3,"34,40,49,52,57,59",2400,599,322,277,q_all_max,active_downstream_span_ns
cfd25_ds3_loose_qtight_ambas_violating,4,"31,36,37,44,58,60,65",2397,602,364,238,q_all_max,active_downstream_span_ns
cfd25_ds3_loose_qtight_ambas_violating,5,"35,45,46,48,53,54,56,63,64",2402,597,247,350,q_all_max,active_downstream_span_ns
