feature,coefficient,heldout_run,variant,alpha
B6_peak_sample,-0.6716981769148007,63,S02h ML shuffled-bin,0.1
B6_area_over_amp,-0.7514862082510436,63,S02h ML shuffled-bin,0.1
B6_template_sse,0.26708981396216425,63,S02h ML shuffled-bin,0.1
B8_intercept,3.7429490894872584,63,S02h ML shuffled-bin,0.1
B8_log_amp,-3.8879094552471463,63,S02h ML shuffled-bin,0.1
B8_log_amp2,-10.741129731061042,63,S02h ML shuffled-bin,0.1
B8_inv_amp,-1.9428381266738106,63,S02h ML shuffled-bin,0.1
B8_peak_sample,-0.5225899009514562,63,S02h ML shuffled-bin,0.1
B8_area_over_amp,-1.3243518589848813,63,S02h ML shuffled-bin,0.1
B8_template_sse,0.12320248298865055,63,S02h ML shuffled-bin,0.1
bin_0,0.03852170242361633,63,S02h ML shuffled-bin,0.1
bin_1,-0.015877125805129316,63,S02h ML shuffled-bin,0.1
bin_2,-0.02667763346382014,63,S02h ML shuffled-bin,0.1
bin_3,0.004019661948799125,63,S02h ML shuffled-bin,0.1
bin_missing,0.0,63,S02h ML shuffled-bin,0.1
intercept,0.0,63,S02h ML shuffled-target,10.0
B4_intercept,0.3485564910898902,63,S02h ML shuffled-target,10.0
B4_log_amp,0.32287208602472484,63,S02h ML shuffled-target,10.0
B4_log_amp2,0.2718325672934371,63,S02h ML shuffled-target,10.0
B4_inv_amp,-0.2798564639981519,63,S02h ML shuffled-target,10.0
B4_peak_sample,-0.06193017799477492,63,S02h ML shuffled-target,10.0
B4_area_over_amp,-0.3333629944069052,63,S02h ML shuffled-target,10.0
B4_template_sse,-0.17404395734286326,63,S02h ML shuffled-target,10.0
B6_intercept,-0.3749339020493892,63,S02h ML shuffled-target,10.0
B6_log_amp,-0.23679126166672615,63,S02h ML shuffled-target,10.0
B6_log_amp2,-0.036719237406677464,63,S02h ML shuffled-target,10.0
B6_inv_amp,0.16472271533850194,63,S02h ML shuffled-target,10.0
B6_peak_sample,-0.21522138656783668,63,S02h ML shuffled-target,10.0
B6_area_over_amp,0.9531895535122619,63,S02h ML shuffled-target,10.0
B6_template_sse,0.2393493538281979,63,S02h ML shuffled-target,10.0
B8_intercept,0.026377410958388258,63,S02h ML shuffled-target,10.0
B8_log_amp,0.03428573974932948,63,S02h ML shuffled-target,10.0
B8_log_amp2,0.03887387356092029,63,S02h ML shuffled-target,10.0
B8_inv_amp,0.13901842788897284,63,S02h ML shuffled-target,10.0
B8_peak_sample,-0.06949880680409475,63,S02h ML shuffled-target,10.0
B8_area_over_amp,0.051869886707373525,63,S02h ML shuffled-target,10.0
B8_template_sse,0.040703133515966786,63,S02h ML shuffled-target,10.0
bin_0,-0.029811637087754906,63,S02h ML shuffled-target,10.0
bin_1,0.043130958413434665,63,S02h ML shuffled-target,10.0
bin_2,-0.008070705991496016,63,S02h ML shuffled-target,10.0
bin_3,-0.005244829695545756,63,S02h ML shuffled-target,10.0
bin_missing,0.0,63,S02h ML shuffled-target,10.0
intercept,0.0,63,S02h ML bin+current/rate,100.0
B4_intercept,-0.9722691288049943,63,S02h ML bin+current/rate,100.0
B4_log_amp,-0.6035810787133719,63,S02h ML bin+current/rate,100.0
B4_log_amp2,-0.22837712233772944,63,S02h ML bin+current/rate,100.0
B4_inv_amp,-3.22401216142203,63,S02h ML bin+current/rate,100.0
B4_peak_sample,0.5896353139482037,63,S02h ML bin+current/rate,100.0
B4_area_over_amp,1.8633878169076374,63,S02h ML bin+current/rate,100.0
B4_template_sse,0.21585078724887963,63,S02h ML bin+current/rate,100.0
B6_intercept,0.34451590116862785,63,S02h ML bin+current/rate,100.0
B6_log_amp,0.23407209425238165,63,S02h ML bin+current/rate,100.0
B6_log_amp2,0.12945631778395955,63,S02h ML bin+current/rate,100.0
B6_inv_amp,1.218616599453665,63,S02h ML bin+current/rate,100.0
B6_peak_sample,-0.5893066774246462,63,S02h ML bin+current/rate,100.0
B6_area_over_amp,-0.03055986298547289,63,S02h ML bin+current/rate,100.0
B6_template_sse,0.4437590647920496,63,S02h ML bin+current/rate,100.0
B8_intercept,0.6277532276379192,63,S02h ML bin+current/rate,100.0
B8_log_amp,0.3970142825449103,63,S02h ML bin+current/rate,100.0
B8_log_amp2,0.13661564088071537,63,S02h ML bin+current/rate,100.0
B8_inv_amp,0.827493941791012,63,S02h ML bin+current/rate,100.0
B8_peak_sample,-0.43977512544394626,63,S02h ML bin+current/rate,100.0
B8_area_over_amp,-0.7519898350643592,63,S02h ML bin+current/rate,100.0
B8_template_sse,0.26539259991749325,63,S02h ML bin+current/rate,100.0
bin_0,-0.10483711377342743,63,S02h ML bin+current/rate,100.0
bin_1,0.3953550977847123,63,S02h ML bin+current/rate,100.0
bin_2,0.06065813836918618,63,S02h ML bin+current/rate,100.0
bin_3,-0.3510113788996178,63,S02h ML bin+current/rate,100.0
bin_missing,0.0,63,S02h ML bin+current/rate,100.0
B4_current_nA_z,0.0,63,S02h ML bin+current/rate,100.0
B4_trigger_entry_density_z,-0.004262477787590878,63,S02h ML bin+current/rate,100.0
B4_entries_per_eventno_z,-0.004262477787591568,63,S02h ML bin+current/rate,100.0
B4_selected_multiplicity_per_event_z,-0.05666871335122198,63,S02h ML bin+current/rate,100.0
B4_downstream_allhit_fraction_z,0.14251996613548942,63,S02h ML bin+current/rate,100.0
B6_current_nA_z,0.0,63,S02h ML bin+current/rate,100.0
B6_trigger_entry_density_z,-0.0001409455307648881,63,S02h ML bin+current/rate,100.0
B6_entries_per_eventno_z,-0.00014094553076487358,63,S02h ML bin+current/rate,100.0
B6_selected_multiplicity_per_event_z,-0.03926627687017106,63,S02h ML bin+current/rate,100.0
B6_downstream_allhit_fraction_z,0.008936425335127852,63,S02h ML bin+current/rate,100.0
B8_current_nA_z,0.0,63,S02h ML bin+current/rate,100.0
B8_trigger_entry_density_z,0.041784867873271445,63,S02h ML bin+current/rate,100.0
B8_entries_per_eventno_z,0.041784867873271146,63,S02h ML bin+current/rate,100.0
B8_selected_multiplicity_per_event_z,0.10002211016095539,63,S02h ML bin+current/rate,100.0
B8_downstream_allhit_fraction_z,-0.18750023788435236,63,S02h ML bin+current/rate,100.0
intercept,0.0,65,S02h ML binned residual,1.0
B4_intercept,-3.689052841561723,65,S02h ML binned residual,1.0
B4_log_amp,-2.086487630205554,65,S02h ML binned residual,1.0
B4_log_amp2,-0.7898502343851053,65,S02h ML binned residual,1.0
B4_inv_amp,-3.8569867240239963,65,S02h ML binned residual,1.0
B4_peak_sample,0.5093508055175583,65,S02h ML binned residual,1.0
B4_area_over_amp,3.2695665470830035,65,S02h ML binned residual,1.0
B4_template_sse,0.7545695964842234,65,S02h ML binned residual,1.0
B6_intercept,-2.5525307479856587,65,S02h ML binned residual,1.0
B6_log_amp,-1.4167539349252924,65,S02h ML binned residual,1.0
B6_log_amp2,0.5978730927319157,65,S02h ML binned residual,1.0
B6_inv_amp,1.7561939412864518,65,S02h ML binned residual,1.0
B6_peak_sample,-0.7396478209423069,65,S02h ML binned residual,1.0
B6_area_over_amp,-0.09414154662755163,65,S02h ML binned residual,1.0
B6_template_sse,0.4537335515299262,65,S02h ML binned residual,1.0
B8_intercept,6.241583589524776,65,S02h ML binned residual,1.0
B8_log_amp,0.5685881883552961,65,S02h ML binned residual,1.0
B8_log_amp2,-5.698680491751074,65,S02h ML binned residual,1.0
B8_inv_amp,-0.3772503801687992,65,S02h ML binned residual,1.0
B8_peak_sample,-1.0283870056778686,65,S02h ML binned residual,1.0
B8_area_over_amp,-2.8107766542863923,65,S02h ML binned residual,1.0
B8_template_sse,-0.051734984424613516,65,S02h ML binned residual,1.0
bin_0,-0.28325615341207344,65,S02h ML binned residual,1.0
bin_1,0.43980448449958937,65,S02h ML binned residual,1.0
bin_2,0.13755696785699095,65,S02h ML binned residual,1.0
bin_3,-0.2936939283360385,65,S02h ML binned residual,1.0
bin_missing,0.0,65,S02h ML binned residual,1.0
intercept,0.0,65,S02h ML bin-dropout,0.01
B4_intercept,-11.69800162604994,65,S02h ML bin-dropout,0.01
B4_log_amp,14.17660895742424,65,S02h ML bin-dropout,0.01
B4_log_amp2,-19.10420752832782,65,S02h ML bin-dropout,0.01
B4_inv_amp,-6.558325772740628,65,S02h ML bin-dropout,0.01
B4_peak_sample,0.45529379274100135,65,S02h ML bin-dropout,0.01
B4_area_over_amp,3.2666862888923003,65,S02h ML bin-dropout,0.01
B4_template_sse,0.8087014593574171,65,S02h ML bin-dropout,0.01
B6_intercept,3.3705931861188896,65,S02h ML bin-dropout,0.01
B6_log_amp,-11.396140992707762,65,S02h ML bin-dropout,0.01
B6_log_amp2,-4.685545911610917,65,S02h ML bin-dropout,0.01
B6_inv_amp,-0.9709547239607249,65,S02h ML bin-dropout,0.01
B6_peak_sample,-0.750985946801367,65,S02h ML bin-dropout,0.01
B6_area_over_amp,-0.7294741688675825,65,S02h ML bin-dropout,0.01
B6_template_sse,0.28271835659158256,65,S02h ML bin-dropout,0.01
B8_intercept,8.327408466127762,65,S02h ML bin-dropout,0.01
B8_log_amp,-11.199167514549517,65,S02h ML bin-dropout,0.01
B8_log_amp2,-8.589018164379539,65,S02h ML bin-dropout,0.01
B8_inv_amp,-2.250244144270524,65,S02h ML bin-dropout,0.01
B8_peak_sample,-0.6913333661734073,65,S02h ML bin-dropout,0.01
B8_area_over_amp,-1.5099743917112765,65,S02h ML bin-dropout,0.01
B8_template_sse,0.19590824655996023,65,S02h ML bin-dropout,0.01
intercept,0.0,65,S02h ML shuffled-bin,0.01
B4_intercept,-11.626819886337294,65,S02h ML shuffled-bin,0.01
B4_log_amp,14.03876725196289,65,S02h ML shuffled-bin,0.01
B4_log_amp2,-19.02159309889474,65,S02h ML shuffled-bin,0.01
B4_inv_amp,-6.550623532380225,65,S02h ML shuffled-bin,0.01
B4_peak_sample,0.45131944745611774,65,S02h ML shuffled-bin,0.01
B4_area_over_amp,3.2809893724636154,65,S02h ML shuffled-bin,0.01
B4_template_sse,0.8135944596745125,65,S02h ML shuffled-bin,0.01
B6_intercept,3.3469376191365634,65,S02h ML shuffled-bin,0.01
B6_log_amp,-11.308312699563707,65,S02h ML shuffled-bin,0.01
B6_log_amp2,-4.717975643353027,65,S02h ML shuffled-bin,0.01
B6_inv_amp,-0.9676114958409933,65,S02h ML shuffled-bin,0.01
B6_peak_sample,-0.7508288320470791,65,S02h ML shuffled-bin,0.01
B6_area_over_amp,-0.7303750938468015,65,S02h ML shuffled-bin,0.01
B6_template_sse,0.28262019027547003,65,S02h ML shuffled-bin,0.01
B8_intercept,8.27988229314801,65,S02h ML shuffled-bin,0.01
B8_log_amp,-11.140254709316094,65,S02h ML shuffled-bin,0.01
B8_log_amp2,-8.571435527558362,65,S02h ML shuffled-bin,0.01
B8_inv_amp,-2.23904949392378,65,S02h ML shuffled-bin,0.01
B8_peak_sample,-0.6920457200431936,65,S02h ML shuffled-bin,0.01
B8_area_over_amp,-1.5141662370597966,65,S02h ML shuffled-bin,0.01
B8_template_sse,0.19535500213957083,65,S02h ML shuffled-bin,0.01
bin_0,-0.01143723123490273,65,S02h ML shuffled-bin,0.01
bin_1,0.056617643576615743,65,S02h ML shuffled-bin,0.01
bin_2,-0.03328923003104109,65,S02h ML shuffled-bin,0.01
bin_3,-0.011892970291202919,65,S02h ML shuffled-bin,0.01
bin_missing,0.0,65,S02h ML shuffled-bin,0.01
intercept,0.0,65,S02h ML shuffled-target,100.0
B4_intercept,0.001655400070128523,65,S02h ML shuffled-target,100.0
B4_log_amp,-0.08514222589420847,65,S02h ML shuffled-target,100.0
B4_log_amp2,-0.1898812016628398,65,S02h ML shuffled-target,100.0
B4_inv_amp,0.1921004479552388,65,S02h ML shuffled-target,100.0
B4_peak_sample,0.11143344995636957,65,S02h ML shuffled-target,100.0
B4_area_over_amp,0.10890792101841515,65,S02h ML shuffled-target,100.0
B4_template_sse,0.041312826845717784,65,S02h ML shuffled-target,100.0
B6_intercept,0.0036237499271915647,65,S02h ML shuffled-target,100.0
B6_log_amp,0.00941239200383396,65,S02h ML shuffled-target,100.0
B6_log_amp2,0.025124410485181672,65,S02h ML shuffled-target,100.0
B6_inv_amp,0.18776046960006726,65,S02h ML shuffled-target,100.0
B6_peak_sample,-0.12899635730581824,65,S02h ML shuffled-target,100.0
B6_area_over_amp,-0.038572637913449684,65,S02h ML shuffled-target,100.0
B6_template_sse,-0.07418681698512844,65,S02h ML shuffled-target,100.0
B8_intercept,-0.005279149997384857,65,S02h ML shuffled-target,100.0
B8_log_amp,-0.03721242110322705,65,S02h ML shuffled-target,100.0
B8_log_amp2,-0.07587607276979255,65,S02h ML shuffled-target,100.0
B8_inv_amp,-0.028347605510505275,65,S02h ML shuffled-target,100.0
B8_peak_sample,0.08144153197728059,65,S02h ML shuffled-target,100.0
B8_area_over_amp,0.14784801236483705,65,S02h ML shuffled-target,100.0
B8_template_sse,0.016877702016669317,65,S02h ML shuffled-target,100.0
bin_0,-0.028010320936599817,65,S02h ML shuffled-target,100.0
bin_1,-0.032288354717917064,65,S02h ML shuffled-target,100.0
bin_2,0.0596160323362728,65,S02h ML shuffled-target,100.0
bin_3,0.0007134865384351203,65,S02h ML shuffled-target,100.0
bin_missing,0.0,65,S02h ML shuffled-target,100.0
intercept,0.0,65,S02h ML bin+current/rate,100.0
B4_intercept,-1.0002642756741627,65,S02h ML bin+current/rate,100.0
B4_log_amp,-0.5864025891963451,65,S02h ML bin+current/rate,100.0
B4_log_amp2,-0.17662099761166772,65,S02h ML bin+current/rate,100.0
B4_inv_amp,-3.7874322580692605,65,S02h ML bin+current/rate,100.0
B4_peak_sample,0.5792400896754328,65,S02h ML bin+current/rate,100.0
B4_area_over_amp,2.0567196088660933,65,S02h ML bin+current/rate,100.0
B4_template_sse,0.2874643644655421,65,S02h ML bin+current/rate,100.0
B6_intercept,0.271309973019803,65,S02h ML bin+current/rate,100.0
B6_log_amp,0.1405215575668545,65,S02h ML bin+current/rate,100.0
B6_log_amp2,0.023994356429519713,65,S02h ML bin+current/rate,100.0
B6_inv_amp,1.522137656850277,65,S02h ML bin+current/rate,100.0
B6_peak_sample,-0.6622894749740713,65,S02h ML bin+current/rate,100.0
B6_area_over_amp,-0.02439880703667964,65,S02h ML bin+current/rate,100.0
B6_template_sse,0.4706509083018498,65,S02h ML bin+current/rate,100.0
B8_intercept,0.7289543026541603,65,S02h ML bin+current/rate,100.0
B8_log_amp,0.44961219784927003,65,S02h ML bin+current/rate,100.0
B8_log_amp2,0.13511721645109045,65,S02h ML bin+current/rate,100.0
B8_inv_amp,0.9975666256597868,65,S02h ML bin+current/rate,100.0
B8_peak_sample,-0.6089733442397612,65,S02h ML bin+current/rate,100.0
B8_area_over_amp,-0.9455653220938645,65,S02h ML bin+current/rate,100.0
B8_template_sse,0.3400459804986688,65,S02h ML bin+current/rate,100.0
bin_0,-0.20046703966395552,65,S02h ML bin+current/rate,100.0
bin_1,0.45229308828089,65,S02h ML bin+current/rate,100.0
bin_2,0.09468378065085203,65,S02h ML bin+current/rate,100.0
bin_3,-0.3460728653332765,65,S02h ML bin+current/rate,100.0
bin_missing,0.0,65,S02h ML bin+current/rate,100.0
B4_current_nA_z,0.0,65,S02h ML bin+current/rate,100.0
B4_trigger_entry_density_z,-0.01235988497182181,65,S02h ML bin+current/rate,100.0
B4_entries_per_eventno_z,-0.012359884971821574,65,S02h ML bin+current/rate,100.0
B4_selected_multiplicity_per_event_z,0.09053009159337598,65,S02h ML bin+current/rate,100.0
B4_downstream_allhit_fraction_z,0.12288303044574801,65,S02h ML bin+current/rate,100.0
B6_current_nA_z,0.0,65,S02h ML bin+current/rate,100.0
B6_trigger_entry_density_z,0.02083181542382295,65,S02h ML bin+current/rate,100.0
B6_entries_per_eventno_z,0.020831815423823428,65,S02h ML bin+current/rate,100.0
B6_selected_multiplicity_per_event_z,-0.06977508029074145,65,S02h ML bin+current/rate,100.0
B6_downstream_allhit_fraction_z,-0.038612745411343304,65,S02h ML bin+current/rate,100.0
B8_current_nA_z,0.0,65,S02h ML bin+current/rate,100.0
B8_trigger_entry_density_z,0.04163694434145532,65,S02h ML bin+current/rate,100.0
B8_entries_per_eventno_z,0.04163694434145673,65,S02h ML bin+current/rate,100.0
B8_selected_multiplicity_per_event_z,0.005903640446888306,65,S02h ML bin+current/rate,100.0
B8_downstream_allhit_fraction_z,-0.13967599023308622,65,S02h ML bin+current/rate,100.0
