feature,coefficient,method,base_method,drift_order,train_pulses,heldout_pulses,heldout_run,selector,stratum_train_runs,heldout_stratum
B6_log_amp2,-12.99156168951538,s02e_binned_timewalk_drift0,s02b_template,0,3618,198,65,median_first4,58 59 63,low_rate
B6_inv_amp,-2.0909157946050727,s02e_binned_timewalk_drift0,s02b_template,0,3618,198,65,median_first4,58 59 63,low_rate
B6_peak_sample,-0.2861044476295787,s02e_binned_timewalk_drift0,s02b_template,0,3618,198,65,median_first4,58 59 63,low_rate
B6_area_over_amp,-0.851484794941098,s02e_binned_timewalk_drift0,s02b_template,0,3618,198,65,median_first4,58 59 63,low_rate
B6_template_sse,-0.012732753208765529,s02e_binned_timewalk_drift0,s02b_template,0,3618,198,65,median_first4,58 59 63,low_rate
B8_intercept,19.043026821136046,s02e_binned_timewalk_drift0,s02b_template,0,3618,198,65,median_first4,58 59 63,low_rate
B8_log_amp,-42.51580942273684,s02e_binned_timewalk_drift0,s02b_template,0,3618,198,65,median_first4,58 59 63,low_rate
B8_log_amp2,8.081677567979856,s02e_binned_timewalk_drift0,s02b_template,0,3618,198,65,median_first4,58 59 63,low_rate
B8_inv_amp,-1.9157018804475225,s02e_binned_timewalk_drift0,s02b_template,0,3618,198,65,median_first4,58 59 63,low_rate
B8_peak_sample,-0.1291778291996821,s02e_binned_timewalk_drift0,s02b_template,0,3618,198,65,median_first4,58 59 63,low_rate
B8_area_over_amp,0.35190874890690516,s02e_binned_timewalk_drift0,s02b_template,0,3618,198,65,median_first4,58 59 63,low_rate
B8_template_sse,0.34145233041481254,s02e_binned_timewalk_drift0,s02b_template,0,3618,198,65,median_first4,58 59 63,low_rate
intercept,0.0,s02e_binned_timewalk_drift1,s02b_template,1,3618,198,65,median_first4,58 59 63,low_rate
B4_intercept,-14.714591120183218,s02e_binned_timewalk_drift1,s02b_template,1,3618,198,65,median_first4,58 59 63,low_rate
B4_log_amp,-11.920110467285271,s02e_binned_timewalk_drift1,s02b_template,1,3618,198,65,median_first4,58 59 63,low_rate
B4_log_amp2,5.510567033279876,s02e_binned_timewalk_drift1,s02b_template,1,3618,198,65,median_first4,58 59 63,low_rate
B4_inv_amp,-1.6164575637764638,s02e_binned_timewalk_drift1,s02b_template,1,3618,198,65,median_first4,58 59 63,low_rate
B4_peak_sample,0.9024821240492421,s02e_binned_timewalk_drift1,s02b_template,1,3618,198,65,median_first4,58 59 63,low_rate
B4_area_over_amp,1.5654721553406774,s02e_binned_timewalk_drift1,s02b_template,1,3618,198,65,median_first4,58 59 63,low_rate
B4_template_sse,0.2214648403647456,s02e_binned_timewalk_drift1,s02b_template,1,3618,198,65,median_first4,58 59 63,low_rate
B6_intercept,-3.898869314293732,s02e_binned_timewalk_drift1,s02b_template,1,3618,198,65,median_first4,58 59 63,low_rate
B6_log_amp,3.2716393566036372,s02e_binned_timewalk_drift1,s02b_template,1,3618,198,65,median_first4,58 59 63,low_rate
B6_log_amp2,-12.900307387962242,s02e_binned_timewalk_drift1,s02b_template,1,3618,198,65,median_first4,58 59 63,low_rate
B6_inv_amp,-2.1115501684711795,s02e_binned_timewalk_drift1,s02b_template,1,3618,198,65,median_first4,58 59 63,low_rate
B6_peak_sample,-0.2990918018445111,s02e_binned_timewalk_drift1,s02b_template,1,3618,198,65,median_first4,58 59 63,low_rate
B6_area_over_amp,-0.8647228239955956,s02e_binned_timewalk_drift1,s02b_template,1,3618,198,65,median_first4,58 59 63,low_rate
B6_template_sse,-0.01990865748021621,s02e_binned_timewalk_drift1,s02b_template,1,3618,198,65,median_first4,58 59 63,low_rate
B8_intercept,18.613460748427386,s02e_binned_timewalk_drift1,s02b_template,1,3618,198,65,median_first4,58 59 63,low_rate
B8_log_amp,-42.243918711786954,s02e_binned_timewalk_drift1,s02b_template,1,3618,198,65,median_first4,58 59 63,low_rate
B8_log_amp2,7.90615688423632,s02e_binned_timewalk_drift1,s02b_template,1,3618,198,65,median_first4,58 59 63,low_rate
B8_inv_amp,-1.9274703134155053,s02e_binned_timewalk_drift1,s02b_template,1,3618,198,65,median_first4,58 59 63,low_rate
B8_peak_sample,-0.14672130871015715,s02e_binned_timewalk_drift1,s02b_template,1,3618,198,65,median_first4,58 59 63,low_rate
B8_area_over_amp,0.32128625810731304,s02e_binned_timewalk_drift1,s02b_template,1,3618,198,65,median_first4,58 59 63,low_rate
B8_template_sse,0.3313229378094983,s02e_binned_timewalk_drift1,s02b_template,1,3618,198,65,median_first4,58 59 63,low_rate
B4_current_nA_z_p1,0.0,s02e_binned_timewalk_drift1,s02b_template,1,3618,198,65,median_first4,58 59 63,low_rate
B4_trigger_entry_density_z_p1,0.045506021467923555,s02e_binned_timewalk_drift1,s02b_template,1,3618,198,65,median_first4,58 59 63,low_rate
B4_entries_per_eventno_z_p1,0.04550602055754181,s02e_binned_timewalk_drift1,s02b_template,1,3618,198,65,median_first4,58 59 63,low_rate
B4_selected_multiplicity_per_event_z_p1,0.049053740931022466,s02e_binned_timewalk_drift1,s02b_template,1,3618,198,65,median_first4,58 59 63,low_rate
B4_downstream_allhit_fraction_z_p1,0.02537995873095487,s02e_binned_timewalk_drift1,s02b_template,1,3618,198,65,median_first4,58 59 63,low_rate
B6_current_nA_z_p1,0.0,s02e_binned_timewalk_drift1,s02b_template,1,3618,198,65,median_first4,58 59 63,low_rate
B6_trigger_entry_density_z_p1,-0.009400450969447163,s02e_binned_timewalk_drift1,s02b_template,1,3618,198,65,median_first4,58 59 63,low_rate
B6_entries_per_eventno_z_p1,-0.009400450960658778,s02e_binned_timewalk_drift1,s02b_template,1,3618,198,65,median_first4,58 59 63,low_rate
B6_selected_multiplicity_per_event_z_p1,-0.006395244605963245,s02e_binned_timewalk_drift1,s02b_template,1,3618,198,65,median_first4,58 59 63,low_rate
B6_downstream_allhit_fraction_z_p1,-0.012959694799032537,s02e_binned_timewalk_drift1,s02b_template,1,3618,198,65,median_first4,58 59 63,low_rate
B8_current_nA_z_p1,0.0,s02e_binned_timewalk_drift1,s02b_template,1,3618,198,65,median_first4,58 59 63,low_rate
B8_trigger_entry_density_z_p1,-0.010501604244615367,s02e_binned_timewalk_drift1,s02b_template,1,3618,198,65,median_first4,58 59 63,low_rate
B8_entries_per_eventno_z_p1,-0.010501604247835304,s02e_binned_timewalk_drift1,s02b_template,1,3618,198,65,median_first4,58 59 63,low_rate
B8_selected_multiplicity_per_event_z_p1,-0.013655998048326788,s02e_binned_timewalk_drift1,s02b_template,1,3618,198,65,median_first4,58 59 63,low_rate
B8_downstream_allhit_fraction_z_p1,-0.001034374171460821,s02e_binned_timewalk_drift1,s02b_template,1,3618,198,65,median_first4,58 59 63,low_rate
intercept,0.0,s02e_binned_timewalk_drift2,s02b_template,2,3618,198,65,median_first4,58 59 63,low_rate
B4_intercept,-3.581499497202375,s02e_binned_timewalk_drift2,s02b_template,2,3618,198,65,median_first4,58 59 63,low_rate
B4_log_amp,-6.9556123460271335,s02e_binned_timewalk_drift2,s02b_template,2,3618,198,65,median_first4,58 59 63,low_rate
B4_log_amp2,3.3291030185839414,s02e_binned_timewalk_drift2,s02b_template,2,3618,198,65,median_first4,58 59 63,low_rate
B4_inv_amp,-1.5317521632023858,s02e_binned_timewalk_drift2,s02b_template,2,3618,198,65,median_first4,58 59 63,low_rate
B4_peak_sample,0.9026467452565791,s02e_binned_timewalk_drift2,s02b_template,2,3618,198,65,median_first4,58 59 63,low_rate
B4_area_over_amp,1.5644182356613616,s02e_binned_timewalk_drift2,s02b_template,2,3618,198,65,median_first4,58 59 63,low_rate
B4_template_sse,0.22067088865978873,s02e_binned_timewalk_drift2,s02b_template,2,3618,198,65,median_first4,58 59 63,low_rate
B6_intercept,-0.9486285585656677,s02e_binned_timewalk_drift2,s02b_template,2,3618,198,65,median_first4,58 59 63,low_rate
B6_log_amp,4.626524171653195,s02e_binned_timewalk_drift2,s02b_template,2,3618,198,65,median_first4,58 59 63,low_rate
B6_log_amp2,-13.502131121218993,s02e_binned_timewalk_drift2,s02b_template,2,3618,198,65,median_first4,58 59 63,low_rate
B6_inv_amp,-2.0902669847145385,s02e_binned_timewalk_drift2,s02b_template,2,3618,198,65,median_first4,58 59 63,low_rate
B6_peak_sample,-0.29911091086485125,s02e_binned_timewalk_drift2,s02b_template,2,3618,198,65,median_first4,58 59 63,low_rate
B6_area_over_amp,-0.8645798571373278,s02e_binned_timewalk_drift2,s02b_template,2,3618,198,65,median_first4,58 59 63,low_rate
B6_template_sse,-0.019858842325610963,s02e_binned_timewalk_drift2,s02b_template,2,3618,198,65,median_first4,58 59 63,low_rate
B8_intercept,4.530128459325779,s02e_binned_timewalk_drift2,s02b_template,2,3618,198,65,median_first4,58 59 63,low_rate
B8_log_amp,-48.19611135927021,s02e_binned_timewalk_drift2,s02b_template,2,3618,198,65,median_first4,58 59 63,low_rate
B8_log_amp2,10.600015902139846,s02e_binned_timewalk_drift2,s02b_template,2,3618,198,65,median_first4,58 59 63,low_rate
B8_inv_amp,-2.006294628646023,s02e_binned_timewalk_drift2,s02b_template,2,3618,198,65,median_first4,58 59 63,low_rate
B8_peak_sample,-0.14524387176985368,s02e_binned_timewalk_drift2,s02b_template,2,3618,198,65,median_first4,58 59 63,low_rate
B8_area_over_amp,0.32892652254760035,s02e_binned_timewalk_drift2,s02b_template,2,3618,198,65,median_first4,58 59 63,low_rate
B8_template_sse,0.33266830639581163,s02e_binned_timewalk_drift2,s02b_template,2,3618,198,65,median_first4,58 59 63,low_rate
B4_current_nA_z_p1,0.0,s02e_binned_timewalk_drift2,s02b_template,2,3618,198,65,median_first4,58 59 63,low_rate
B4_trigger_entry_density_z_p1,-2.215361488425807,s02e_binned_timewalk_drift2,s02b_template,2,3618,198,65,median_first4,58 59 63,low_rate
B4_entries_per_eventno_z_p1,-2.2153614877397523,s02e_binned_timewalk_drift2,s02b_template,2,3618,198,65,median_first4,58 59 63,low_rate
B4_selected_multiplicity_per_event_z_p1,-2.4733427524490685,s02e_binned_timewalk_drift2,s02b_template,2,3618,198,65,median_first4,58 59 63,low_rate
B4_downstream_allhit_fraction_z_p1,-1.0595240541651645,s02e_binned_timewalk_drift2,s02b_template,2,3618,198,65,median_first4,58 59 63,low_rate
B6_current_nA_z_p1,0.0,s02e_binned_timewalk_drift2,s02b_template,2,3618,198,65,median_first4,58 59 63,low_rate
B6_trigger_entry_density_z_p1,-0.6005496746341911,s02e_binned_timewalk_drift2,s02b_template,2,3618,198,65,median_first4,58 59 63,low_rate
B6_entries_per_eventno_z_p1,-0.6005496737634479,s02e_binned_timewalk_drift2,s02b_template,2,3618,198,65,median_first4,58 59 63,low_rate
B6_selected_multiplicity_per_event_z_p1,-0.6683433691158376,s02e_binned_timewalk_drift2,s02b_template,2,3618,198,65,median_first4,58 59 63,low_rate
B6_downstream_allhit_fraction_z_p1,-0.29164010729455975,s02e_binned_timewalk_drift2,s02b_template,2,3618,198,65,median_first4,58 59 63,low_rate
B8_current_nA_z_p1,0.0,s02e_binned_timewalk_drift2,s02b_template,2,3618,198,65,median_first4,58 59 63,low_rate
B8_trigger_entry_density_z_p1,2.832334707486243,s02e_binned_timewalk_drift2,s02b_template,2,3618,198,65,median_first4,58 59 63,low_rate
B8_entries_per_eventno_z_p1,2.8323347072666203,s02e_binned_timewalk_drift2,s02b_template,2,3618,198,65,median_first4,58 59 63,low_rate
B8_selected_multiplicity_per_event_z_p1,3.1600468331175584,s02e_binned_timewalk_drift2,s02b_template,2,3618,198,65,median_first4,58 59 63,low_rate
B8_downstream_allhit_fraction_z_p1,1.3589693579339237,s02e_binned_timewalk_drift2,s02b_template,2,3618,198,65,median_first4,58 59 63,low_rate
B4_current_nA_z_p2,0.0,s02e_binned_timewalk_drift2,s02b_template,2,3618,198,65,median_first4,58 59 63,low_rate
B4_trigger_entry_density_z_p2,-3.0135242792090002,s02e_binned_timewalk_drift2,s02b_template,2,3618,198,65,median_first4,58 59 63,low_rate
B4_entries_per_eventno_z_p2,-3.0135242809939125,s02e_binned_timewalk_drift2,s02b_template,2,3618,198,65,median_first4,58 59 63,low_rate
B4_selected_multiplicity_per_event_z_p2,-3.3237340909313065,s02e_binned_timewalk_drift2,s02b_template,2,3618,198,65,median_first4,58 59 63,low_rate
B4_downstream_allhit_fraction_z_p2,-1.7923903025731829,s02e_binned_timewalk_drift2,s02b_template,2,3618,198,65,median_first4,58 59 63,low_rate
B6_current_nA_z_p2,0.0,s02e_binned_timewalk_drift2,s02b_template,2,3618,198,65,median_first4,58 59 63,low_rate
B6_trigger_entry_density_z_p2,-0.7871365078744595,s02e_binned_timewalk_drift2,s02b_template,2,3618,198,65,median_first4,58 59 63,low_rate
B6_entries_per_eventno_z_p2,-0.7871365091530366,s02e_binned_timewalk_drift2,s02b_template,2,3618,198,65,median_first4,58 59 63,low_rate
B6_selected_multiplicity_per_event_z_p2,-0.8683772092272988,s02e_binned_timewalk_drift2,s02b_template,2,3618,198,65,median_first4,58 59 63,low_rate
B6_downstream_allhit_fraction_z_p2,-0.4741103786449059,s02e_binned_timewalk_drift2,s02b_template,2,3618,198,65,median_first4,58 59 63,low_rate
B8_current_nA_z_p2,0.0,s02e_binned_timewalk_drift2,s02b_template,2,3618,198,65,median_first4,58 59 63,low_rate
B8_trigger_entry_density_z_p2,3.787096733150009,s02e_binned_timewalk_drift2,s02b_template,2,3618,198,65,median_first4,58 59 63,low_rate
B8_entries_per_eventno_z_p2,3.787096734175823,s02e_binned_timewalk_drift2,s02b_template,2,3618,198,65,median_first4,58 59 63,low_rate
B8_selected_multiplicity_per_event_z_p2,4.181351151978917,s02e_binned_timewalk_drift2,s02b_template,2,3618,198,65,median_first4,58 59 63,low_rate
B8_downstream_allhit_fraction_z_p2,2.260068806000553,s02e_binned_timewalk_drift2,s02b_template,2,3618,198,65,median_first4,58 59 63,low_rate
intercept,0.0,s02e_global_timewalk_drift0,template_phase,0,3618,198,65,median_first4,58 59 63,low_rate
B4_intercept,12.957888604288915,s02e_global_timewalk_drift0,template_phase,0,3618,198,65,median_first4,58 59 63,low_rate
B4_log_amp,-58.56569631196697,s02e_global_timewalk_drift0,template_phase,0,3618,198,65,median_first4,58 59 63,low_rate
B4_log_amp2,37.8222839950829,s02e_global_timewalk_drift0,template_phase,0,3618,198,65,median_first4,58 59 63,low_rate
B4_inv_amp,1.951397084199813,s02e_global_timewalk_drift0,template_phase,0,3618,198,65,median_first4,58 59 63,low_rate
B4_peak_sample,0.5952981767745706,s02e_global_timewalk_drift0,template_phase,0,3618,198,65,median_first4,58 59 63,low_rate
B4_area_over_amp,-1.6332412840281965,s02e_global_timewalk_drift0,template_phase,0,3618,198,65,median_first4,58 59 63,low_rate
B4_template_sse,-0.7771980078216104,s02e_global_timewalk_drift0,template_phase,0,3618,198,65,median_first4,58 59 63,low_rate
B6_intercept,-7.113076428813641,s02e_global_timewalk_drift0,template_phase,0,3618,198,65,median_first4,58 59 63,low_rate
B6_log_amp,19.2377837291247,s02e_global_timewalk_drift0,template_phase,0,3618,198,65,median_first4,58 59 63,low_rate
B6_log_amp2,-14.639044125826718,s02e_global_timewalk_drift0,template_phase,0,3618,198,65,median_first4,58 59 63,low_rate
B6_inv_amp,-1.198096879078615,s02e_global_timewalk_drift0,template_phase,0,3618,198,65,median_first4,58 59 63,low_rate
B6_peak_sample,0.19490701120578405,s02e_global_timewalk_drift0,template_phase,0,3618,198,65,median_first4,58 59 63,low_rate
B6_area_over_amp,-0.39891271123267863,s02e_global_timewalk_drift0,template_phase,0,3618,198,65,median_first4,58 59 63,low_rate
B6_template_sse,-0.09516884252962503,s02e_global_timewalk_drift0,template_phase,0,3618,198,65,median_first4,58 59 63,low_rate
B8_intercept,-5.844812373586809,s02e_global_timewalk_drift0,template_phase,0,3618,198,65,median_first4,58 59 63,low_rate
B8_log_amp,18.926344649203934,s02e_global_timewalk_drift0,template_phase,0,3618,198,65,median_first4,58 59 63,low_rate
B8_log_amp2,-18.81358689149796,s02e_global_timewalk_drift0,template_phase,0,3618,198,65,median_first4,58 59 63,low_rate
B8_inv_amp,-1.3692948534493325,s02e_global_timewalk_drift0,template_phase,0,3618,198,65,median_first4,58 59 63,low_rate
B8_peak_sample,0.8140125596719593,s02e_global_timewalk_drift0,template_phase,0,3618,198,65,median_first4,58 59 63,low_rate
B8_area_over_amp,1.8153844006280406,s02e_global_timewalk_drift0,template_phase,0,3618,198,65,median_first4,58 59 63,low_rate
B8_template_sse,0.38274259464246485,s02e_global_timewalk_drift0,template_phase,0,3618,198,65,median_first4,58 59 63,low_rate
intercept,0.0,s02e_global_timewalk_drift1,template_phase,1,3618,198,65,median_first4,58 59 63,low_rate
B4_intercept,13.202682479219572,s02e_global_timewalk_drift1,template_phase,1,3618,198,65,median_first4,58 59 63,low_rate
B4_log_amp,-59.913969399110336,s02e_global_timewalk_drift1,template_phase,1,3618,198,65,median_first4,58 59 63,low_rate
B4_log_amp2,38.59734011571752,s02e_global_timewalk_drift1,template_phase,1,3618,198,65,median_first4,58 59 63,low_rate
B4_inv_amp,1.9602568257238266,s02e_global_timewalk_drift1,template_phase,1,3618,198,65,median_first4,58 59 63,low_rate
B4_peak_sample,0.6269729457033836,s02e_global_timewalk_drift1,template_phase,1,3618,198,65,median_first4,58 59 63,low_rate
B4_area_over_amp,-1.6447839383684275,s02e_global_timewalk_drift1,template_phase,1,3618,198,65,median_first4,58 59 63,low_rate
B4_template_sse,-0.7726262372047806,s02e_global_timewalk_drift1,template_phase,1,3618,198,65,median_first4,58 59 63,low_rate
B6_intercept,-7.197820201074856,s02e_global_timewalk_drift1,template_phase,1,3618,198,65,median_first4,58 59 63,low_rate
B6_log_amp,19.068779002921897,s02e_global_timewalk_drift1,template_phase,1,3618,198,65,median_first4,58 59 63,low_rate
B6_log_amp2,-14.598236441156573,s02e_global_timewalk_drift1,template_phase,1,3618,198,65,median_first4,58 59 63,low_rate
B6_inv_amp,-1.207257489745325,s02e_global_timewalk_drift1,template_phase,1,3618,198,65,median_first4,58 59 63,low_rate
B6_peak_sample,0.18939221869369618,s02e_global_timewalk_drift1,template_phase,1,3618,198,65,median_first4,58 59 63,low_rate
B6_area_over_amp,-0.40517060441468716,s02e_global_timewalk_drift1,template_phase,1,3618,198,65,median_first4,58 59 63,low_rate
B6_template_sse,-0.0982934103332046,s02e_global_timewalk_drift1,template_phase,1,3618,198,65,median_first4,58 59 63,low_rate
B8_intercept,-6.004862486112437,s02e_global_timewalk_drift1,template_phase,1,3618,198,65,median_first4,58 59 63,low_rate
B8_log_amp,18.41546445481312,s02e_global_timewalk_drift1,template_phase,1,3618,198,65,median_first4,58 59 63,low_rate
B8_log_amp2,-18.502946495351956,s02e_global_timewalk_drift1,template_phase,1,3618,198,65,median_first4,58 59 63,low_rate
B8_inv_amp,-1.354120485611741,s02e_global_timewalk_drift1,template_phase,1,3618,198,65,median_first4,58 59 63,low_rate
B8_peak_sample,0.8387839015458035,s02e_global_timewalk_drift1,template_phase,1,3618,198,65,median_first4,58 59 63,low_rate
B8_area_over_amp,1.8559462647407003,s02e_global_timewalk_drift1,template_phase,1,3618,198,65,median_first4,58 59 63,low_rate
B8_template_sse,0.3971840919023562,s02e_global_timewalk_drift1,template_phase,1,3618,198,65,median_first4,58 59 63,low_rate
B4_current_nA_z_p1,0.0,s02e_global_timewalk_drift1,template_phase,1,3618,198,65,median_first4,58 59 63,low_rate
B4_trigger_entry_density_z_p1,0.023187332593442588,s02e_global_timewalk_drift1,template_phase,1,3618,198,65,median_first4,58 59 63,low_rate
B4_entries_per_eventno_z_p1,0.02318733300769539,s02e_global_timewalk_drift1,template_phase,1,3618,198,65,median_first4,58 59 63,low_rate
B4_selected_multiplicity_per_event_z_p1,0.022437877859703283,s02e_global_timewalk_drift1,template_phase,1,3618,198,65,median_first4,58 59 63,low_rate
B4_downstream_allhit_fraction_z_p1,0.0182113459105349,s02e_global_timewalk_drift1,template_phase,1,3618,198,65,median_first4,58 59 63,low_rate
B6_current_nA_z_p1,0.0,s02e_global_timewalk_drift1,template_phase,1,3618,198,65,median_first4,58 59 63,low_rate
B6_trigger_entry_density_z_p1,-0.004486553039235054,s02e_global_timewalk_drift1,template_phase,1,3618,198,65,median_first4,58 59 63,low_rate
B6_entries_per_eventno_z_p1,-0.004486553039905533,s02e_global_timewalk_drift1,template_phase,1,3618,198,65,median_first4,58 59 63,low_rate
B6_selected_multiplicity_per_event_z_p1,-0.005202386453630588,s02e_global_timewalk_drift1,template_phase,1,3618,198,65,median_first4,58 59 63,low_rate
B6_downstream_allhit_fraction_z_p1,-0.0017466792159039363,s02e_global_timewalk_drift1,template_phase,1,3618,198,65,median_first4,58 59 63,low_rate
B8_current_nA_z_p1,0.0,s02e_global_timewalk_drift1,template_phase,1,3618,198,65,median_first4,58 59 63,low_rate
B8_trigger_entry_density_z_p1,0.013489469089979339,s02e_global_timewalk_drift1,template_phase,1,3618,198,65,median_first4,58 59 63,low_rate
B8_entries_per_eventno_z_p1,0.013489469090551072,s02e_global_timewalk_drift1,template_phase,1,3618,198,65,median_first4,58 59 63,low_rate
B8_selected_multiplicity_per_event_z_p1,0.009908605160859526,s02e_global_timewalk_drift1,template_phase,1,3618,198,65,median_first4,58 59 63,low_rate
B8_downstream_allhit_fraction_z_p1,0.01708648625710771,s02e_global_timewalk_drift1,template_phase,1,3618,198,65,median_first4,58 59 63,low_rate
intercept,0.0,s02e_global_timewalk_drift2,template_phase,2,3618,198,65,median_first4,58 59 63,low_rate
B4_intercept,3.2467237104352584,s02e_global_timewalk_drift2,template_phase,2,3618,198,65,median_first4,58 59 63,low_rate
B4_log_amp,-64.35355726853057,s02e_global_timewalk_drift2,template_phase,2,3618,198,65,median_first4,58 59 63,low_rate
B4_log_amp2,40.54815184158319,s02e_global_timewalk_drift2,template_phase,2,3618,198,65,median_first4,58 59 63,low_rate
B4_inv_amp,1.884507563195371,s02e_global_timewalk_drift2,template_phase,2,3618,198,65,median_first4,58 59 63,low_rate
B4_peak_sample,0.6268257299175456,s02e_global_timewalk_drift2,template_phase,2,3618,198,65,median_first4,58 59 63,low_rate
B4_area_over_amp,-1.643841452156182,s02e_global_timewalk_drift2,template_phase,2,3618,198,65,median_first4,58 59 63,low_rate
B4_template_sse,-0.7719162323249449,s02e_global_timewalk_drift2,template_phase,2,3618,198,65,median_first4,58 59 63,low_rate
B6_intercept,-1.7858777376561707,s02e_global_timewalk_drift2,template_phase,2,3618,198,65,median_first4,58 59 63,low_rate
B6_log_amp,21.55418948938105,s02e_global_timewalk_drift2,template_phase,2,3618,198,65,median_first4,58 59 63,low_rate
B6_log_amp2,-15.702226201269491,s02e_global_timewalk_drift2,template_phase,2,3618,198,65,median_first4,58 59 63,low_rate
B6_inv_amp,-1.1682154559881694,s02e_global_timewalk_drift2,template_phase,2,3618,198,65,median_first4,58 59 63,low_rate
B6_peak_sample,0.18935717169503843,s02e_global_timewalk_drift2,template_phase,2,3618,198,65,median_first4,58 59 63,low_rate
B6_area_over_amp,-0.40490833756390204,s02e_global_timewalk_drift2,template_phase,2,3618,198,65,median_first4,58 59 63,low_rate
B6_template_sse,-0.0982020252752795,s02e_global_timewalk_drift2,template_phase,2,3618,198,65,median_first4,58 59 63,low_rate
B8_intercept,-1.4608461965790132,s02e_global_timewalk_drift2,template_phase,2,3618,198,65,median_first4,58 59 63,low_rate
B8_log_amp,20.335951750710283,s02e_global_timewalk_drift2,template_phase,2,3618,198,65,median_first4,58 59 63,low_rate
B8_log_amp2,-19.37212568731935,s02e_global_timewalk_drift2,template_phase,2,3618,198,65,median_first4,58 59 63,low_rate
B8_inv_amp,-1.3286876560043084,s02e_global_timewalk_drift2,template_phase,2,3618,198,65,median_first4,58 59 63,low_rate
B8_peak_sample,0.8383072044100873,s02e_global_timewalk_drift2,template_phase,2,3618,198,65,median_first4,58 59 63,low_rate
B8_area_over_amp,1.853481118547162,s02e_global_timewalk_drift2,template_phase,2,3618,198,65,median_first4,58 59 63,low_rate
B8_template_sse,0.39675000652141246,s02e_global_timewalk_drift2,template_phase,2,3618,198,65,median_first4,58 59 63,low_rate
B4_current_nA_z_p1,0.0,s02e_global_timewalk_drift2,template_phase,2,3618,198,65,median_first4,58 59 63,low_rate
B4_trigger_entry_density_z_p1,2.0496302838050604,s02e_global_timewalk_drift2,template_phase,2,3618,198,65,median_first4,58 59 63,low_rate
B4_entries_per_eventno_z_p1,2.049630283322842,s02e_global_timewalk_drift2,template_phase,2,3618,198,65,median_first4,58 59 63,low_rate
B4_selected_multiplicity_per_event_z_p1,2.2856716396709347,s02e_global_timewalk_drift2,template_phase,2,3618,198,65,median_first4,58 59 63,low_rate
B4_downstream_allhit_fraction_z_p1,0.9857122535524259,s02e_global_timewalk_drift2,template_phase,2,3618,198,65,median_first4,58 59 63,low_rate
B6_current_nA_z_p1,0.0,s02e_global_timewalk_drift2,template_phase,2,3618,198,65,median_first4,58 59 63,low_rate
B6_trigger_entry_density_z_p1,-1.1220936877085919,s02e_global_timewalk_drift2,template_phase,2,3618,198,65,median_first4,58 59 63,low_rate
B6_entries_per_eventno_z_p1,-1.1220936862084294,s02e_global_timewalk_drift2,template_phase,2,3618,198,65,median_first4,58 59 63,low_rate
B6_selected_multiplicity_per_event_z_p1,-1.2522866672453423,s02e_global_timewalk_drift2,template_phase,2,3618,198,65,median_first4,58 59 63,low_rate
B6_downstream_allhit_fraction_z_p1,-0.5376382383821634,s02e_global_timewalk_drift2,template_phase,2,3618,198,65,median_first4,58 59 63,low_rate
B8_current_nA_z_p1,0.0,s02e_global_timewalk_drift2,template_phase,2,3618,198,65,median_first4,58 59 63,low_rate
B8_trigger_entry_density_z_p1,-0.9068573106376808,s02e_global_timewalk_drift2,template_phase,2,3618,198,65,median_first4,58 59 63,low_rate
B8_entries_per_eventno_z_p1,-0.9068573110165173,s02e_global_timewalk_drift2,template_phase,2,3618,198,65,median_first4,58 59 63,low_rate
B8_selected_multiplicity_per_event_z_p1,-1.0143768106345015,s02e_global_timewalk_drift2,template_phase,2,3618,198,65,median_first4,58 59 63,low_rate
B8_downstream_allhit_fraction_z_p1,-0.4297629215031088,s02e_global_timewalk_drift2,template_phase,2,3618,198,65,median_first4,58 59 63,low_rate
B4_current_nA_z_p2,0.0,s02e_global_timewalk_drift2,template_phase,2,3618,198,65,median_first4,58 59 63,low_rate
B4_trigger_entry_density_z_p2,2.6980896071990217,s02e_global_timewalk_drift2,template_phase,2,3618,198,65,median_first4,58 59 63,low_rate
B4_entries_per_eventno_z_p2,2.6980896075337077,s02e_global_timewalk_drift2,template_phase,2,3618,198,65,median_first4,58 59 63,low_rate
B4_selected_multiplicity_per_event_z_p2,2.9822683480814853,s02e_global_timewalk_drift2,template_phase,2,3618,198,65,median_first4,58 59 63,low_rate
B4_downstream_allhit_fraction_z_p2,1.614598904637349,s02e_global_timewalk_drift2,template_phase,2,3618,198,65,median_first4,58 59 63,low_rate
B6_current_nA_z_p2,0.0,s02e_global_timewalk_drift2,template_phase,2,3618,198,65,median_first4,58 59 63,low_rate
B6_trigger_entry_density_z_p2,-1.4883446656108994,s02e_global_timewalk_drift2,template_phase,2,3618,198,65,median_first4,58 59 63,low_rate
B6_entries_per_eventno_z_p2,-1.4883446649290746,s02e_global_timewalk_drift2,template_phase,2,3618,198,65,median_first4,58 59 63,low_rate
B6_selected_multiplicity_per_event_z_p2,-1.645242188918835,s02e_global_timewalk_drift2,template_phase,2,3618,198,65,median_first4,58 59 63,low_rate
B6_downstream_allhit_fraction_z_p2,-0.8880360154647591,s02e_global_timewalk_drift2,template_phase,2,3618,198,65,median_first4,58 59 63,low_rate
B8_current_nA_z_p2,0.0,s02e_global_timewalk_drift2,template_phase,2,3618,198,65,median_first4,58 59 63,low_rate
